image_id,Delta_A,Delta_B,Delta_C,Delta_D,factorial_interaction
1686,-0.0002466478126734728,-7.71483319113031e-05,-0.003938867710530758,-0.0013145268894731998,-0.0024548413402953884
1688,-0.00017953665519598871,0.00024112500250339508,-0.03865617047995329,0.4399738311767578,-0.4782093399990117
1743,-4.1985147618106566e-05,-4.2798717913683504e-05,-0.016817225725390017,-0.6884875297546387,0.6716694904589531
1706,0.020669757816222045,11.107458144426346,0.9694238901138306,-0.16810035705566406,12.224312633779618
1957,-0.0004058918602822814,-0.0010586462449282408,-0.00996781126013957,-0.9593722447752953,0.9487516791305097
1839,0.00027435757147031836,-0.004344015149399638,2.4304018020629883,0.23734283447265625,2.188440594869462
2108,-0.0002886491492972709,-0.00408521801000461,-0.0721600353717804,-0.8604336380958557,0.784477033863368
2095,-1.9032512227568077e-05,3.1175193726085126e-05,-0.02548707276582718,-0.17259631305933,0.14715944799945646
2203,-9.804547374869799e-06,-0.006216379639226943,-0.0017646819032961503,-0.212359257042408,0.20438800004725977
2247,6.702634982502786e-05,0.0008449373999610543,-0.00013396555732470006,-2.3713184595108032,2.3719624050036145
2182,-1.6636917109735805e-05,-0.06842541130026802,-0.0006281781770667294,-3.07609823346138,3.007061280901155
2225,-1.4503712009172887e-06,0.005115941166877747,0.0006522906551253982,-0.1272430419921875,0.13301272418539156
2276,0.00024900888092815876,-0.05781236430630088,-0.0011531160816957708,1.8918514251708984,-1.9510659144398232
2282,-1.7651474990998395e-05,-0.03416365711018443,-0.24053151533007622,1.158670425415039,-1.4333479463803087
2279,-0.0006929406144990935,4.4492422603070736e-05,-1.992131001316011e-05,-4.628856420516968,4.629573932244057
2291,-0.0007019474396656733,-0.016696009319275618,-0.004757943388540298,2.0090770721435547,-2.029829077411705
2462,-0.000737794311135076,-0.05968121555633843,-3.746061784681842e-05,2.088815689086914,-2.1477965709499642
2502,-0.00014649755780737905,-0.012177632306702435,-0.0021994564885972068,-2.9259502589702606,2.9117196677327684
2708,-9.574008117851918e-06,-0.0038295620470307767,-0.1463839365169406,-1.823245793581009,1.6730418690251554
2592,-0.00015873067445681954,-0.04114559153094888,-0.003098099936323706,-0.6943130493164062,0.6502280885235905
2799,-5.458789019030519e-05,-0.0012690038420259953,-0.00368270103354007,-3.27388858795166,3.2689914709662844
2728,-0.0005864589893462835,-0.0006122151389718056,-0.009132078557740897,0.5884609222412109,-0.5976187569485774
2722,-0.00042264501462341286,-0.0001700316133792512,-0.0027949048089794815,0.5709152221679688,-0.5734575135757041
2764,-1.2880099120593513e-05,-0.0014709688985021785,-0.0012092758606740972,-5.5247275829315186,5.522060218271463
2879,-6.536195996886818e-06,0.00015930115478113294,-0.10865640267729759,0.42742919921875,-0.5359197645452696
2910,-0.00014803486749315198,-0.005494927812833339,-0.0012818397299270146,2.1079139709472656,-2.114542703622533
2902,-0.0038252642771112733,-0.005237859790213406,-0.01298626940115355,2.0202693939208984,-2.034668258835154
2883,-0.001008925148198614,-0.0009666868427302688,-0.1550869308412075,-7.386545181274414,7.231500488738675
2996,-9.390845661982894e-06,-0.002284329733811319,-0.008908843388780951,1.8838310241699219,-1.8950148064468522
3265,-0.0008000811758392956,-0.012345546332653612,-0.00076163730409462,1.7643241882324219,-1.7766312906933308
3281,-2.4366454454138875e-07,-0.0032328075321856886,-0.0011714740248862654,-0.269134521484375,0.2647304835918476
2933,-0.0019470175357128028,-0.00230899709276855,-0.006030687771271914,-2.6861265301704407,2.679733862842113
3449,-1.1657155482680537e-05,-0.0016167823341675103,-0.004368430003523827,-7.020854949951172,7.014881394768963
3527,-0.00026277359211235307,8.328468538820744e-05,-0.0013507350886357017,-0.23788031935691833,0.2368756425457832
3437,-4.434225715499451e-05,0.8844356536865234,-0.003736662823939696,1.3008842468261719,-0.42014091370643314
3554,1.4167380868457258e-07,-0.0006909117437317036,-0.0015885930915828794,-0.0948436139151454,0.09256396740602213
4042,0.0035887642219805116,-8.199358126148582e-05,0.000652269933198113,-0.18935304880142212,0.18633456093137823
3684,-5.9708831770421966e-05,-0.00016459984180983156,-0.0003712989710038528,-0.003142674977425486,0.0026664849963822235
3970,-1.7430837971232904e-05,-0.00116560491733253,-0.8619364611804485,-2.1904850006103516,1.3274003653505417
3830,9.783466521184891e-05,0.000980002383585088,-0.0031364411115646362,-0.15450993552803993,0.15225566213484854
4240,-2.622951836883658e-05,-0.00101922414614819,-0.0005095190012980311,-7.739436864852905,7.737934351223828
4185,9.160559784504585e-06,-0.02862450946122408,-5.622392927762121e-05,0.8197803497314453,-0.8484702436817315
4301,-1.1508232091728132e-05,-0.0006162262870930135,0.005865275859832764,-0.3543499130755663,0.35961047088039777
4167,-0.00012114340643165633,-0.0009505616326350719,-0.028874222422018647,-7.657387614250183,7.627683973601961
4532,3.929285412596073e-07,-0.004585025308188051,-0.0010284995078109205,-5.656319618225098,5.650705700480557
4493,2.0585593006217096e-05,-0.0001351271494058892,-0.013193256221711636,-0.026973320171236992,0.01362435120711325
4465,-7.4521449278108776e-06,-0.0035129463067278266,-1.9168357849121094,-0.2693338394165039,-1.6510074396574055
4458,5.468390031637682e-05,-0.001690229371888563,-0.001759111211868003,-8.817001104354858,8.813497079870785
4750,-0.0006262039896682836,-0.0023314132704399526,-0.2372665675356984,-7.022886753082275,6.783914976265805
4654,0.00025319502310594544,-8.149502900778316e-05,-0.007292783120647073,10.562110900878906,-10.569738374051667
4674,-0.00012715817774733296,-0.0009990412654588,-0.030128411948680878,-0.07500563003122807,0.04400533499483572
4785,2.1572693285065725e-06,0.00020930432947352529,0.04586908034980297,-1.0958232879638672,1.1418995153738152
4853,2.6852041628444567e-05,-0.00014747575005458202,-0.006153448019176722,0.7525749206542969,-0.7589026964651566
4956,1.3704835509997793e-05,-0.026451879180967808,-0.012991267867619172,-4.078460693359375,4.039003841475278
4833,6.146125542727532e-06,-0.00040623958921059966,-0.003975164610892534,-2.2764300107955933,2.2720424604699474
4855,-0.00048022256123658735,-0.0023913793556857854,-0.04818612488452345,-7.748900651931763,7.69880337025279
5093,0.21507250640482534,0.0007058919795781549,0.5127116920193657,-0.07918167114257812,0.37752674873669667
5026,0.0024064402407475427,-0.0013987633865326643,-0.14431216195225716,1.8191165924072266,-1.967233957986764
5080,-6.669975141448958e-05,1.7296787518716883e-05,-0.001566336017276626,-0.0214234571903944,0.019941117712050982
5104,7.753787097897202e-05,-0.2508741207420826,0.0001480518258176744,1.4123992919921875,-1.6632028987794314
5134,-8.050586757235578e-06,-0.06747992429882288,-0.010669439216144383,-5.646350860595703,5.568209547667493
5145,-0.00028869742891401984,-0.027267142664641142,-0.003634944383520633,-5.22705078125,5.196437391630752
5169,-3.952237966586836e-05,-0.0004385959546198137,-0.0021697735064662993,-0.004240324109559879,0.001671477028139634
5154,0.00010482815598322759,-0.0010328758507966995,0.00016862839402165264,-0.1597139947116375,0.15874491909887922
5371,-3.368330885678006e-05,0.0003918437287211418,-0.015110944397747517,-0.0013528070412576199,-0.013332610318911975
5386,-9.991917067964096e-06,-0.24877547286450863,-0.0001027249381877482,0.9478435516357422,-1.1967117575213706
5200,8.572273827667232e-06,-0.0005093243289593374,-0.003101835507550277,-5.136269569396973,5.132649837286635
5301,2.2654231941032776e-05,-0.23025864828377962,2.4571234462200664e-05,1.1481151580810547,-1.3783718893623131
5502,0.0016403544996137498,0.00014923584240023047,0.00042119002318941057,-2.653615802526474,2.65254587389245
5611,-0.00010681492312869523,-0.007075734727550298,-0.00014756267773918808,1.7041568756103516,-1.7112733580925124
5544,2.1491017832886428e-05,-0.011468184646219015,-8.628147043054923e-05,0.8825435638427734,-0.8941195209772559
5617,4.6327419113367796e-05,-0.005765223875641823,5.55866863578558e-05,0.8236865997314453,-0.8294425643398426
5683,-0.0020102039743505884,-0.00035368328371987445,-11.824339389801025,1.4205150604248047,-13.2431979295352
5728,1.4056750785584882e-05,-0.0053492110746447,-0.0016606647986918688,2.259428024291992,-2.2664519569161143
5758,-0.00022184591216500849,-0.0040978206670843065,-0.006017935287673026,-0.9278215616941452,0.9179276516515529
5840,-0.00048441106628160924,-0.0367231413256377,-0.00047998887612266117,2.0886688232421875,-2.1253875423776663
6179,3.941634872717259e-06,-0.002138127019861713,0.12617440707981586,1.6426448822021484,-1.518612543777067
6112,0.00022683940505885403,0.0002337629839530564,0.011214606172870845,9.427487134933472,-9.416265605181707
6069,-1.888206406874815e-05,0.016334716230630875,0.3315157890319824,-0.43709754943847656,0.7849669367651586
5975,-1.3272720025270246e-05,0.04864165012259036,-0.00019700126722455025,-1.2339432835578918,1.282401205133283
6219,2.9289840313140303e-06,-0.0007869201363064349,0.3105995571240783,-2.8448610305786133,3.154670738582354
6336,-1.833305623222259e-05,-0.3276081681251526,-0.0026538019301369786,1.4950923919677734,-1.8253360289668308
6203,0.00019297718336019898,0.22806832939386368,7.955793876135431e-05,0.4482135772705078,-0.22025866712124298
6299,4.612459633790422e-06,-0.018732039257884026,0.003484426415525377,1.1351280212402344,-1.1503802465422268
6448,-0.0005819240468554199,0.00025855665444396436,-0.003512098890496418,-3.3403578996658325,3.3376862814766355
6531,-0.00011143051347062283,-0.0011411715240683407,-0.0011734455219993833,-5.328034400939941,5.325831214407344
6561,-4.225349513831134e-06,-0.001117569801863283,-0.05429379642009735,0.9920635223388672,-1.047470663211314
6497,-4.855712904827669e-05,7.274042582139373e-05,-0.03221069369465113,-0.5547335743904114,0.5226441782506299
6974,0.00012337195948930457,-0.0011172022168466356,-0.00018309266306459904,0.7253780364990234,-0.726801703338424
6759,-0.00039541934984299587,-0.000405510189011693,-0.00396248753531836,-0.14207161869853735,0.1380990403240503
6796,6.261020553210983e-05,-0.011104951845481992,-0.06468760967254639,1.9033794403076172,-1.9792346120311777
6729,-0.00029287255892995745,-6.920107989571989e-05,-0.0047267906193155795,-0.05645535793155432,0.051952238791272976
7143,-0.0002815253919834504,-0.044013514183461666,-0.005775076191639528,-1.4931678771972656,1.4436608122141479
7292,-0.0004419162833073642,-0.016560172429308295,-0.024364901531953365,1.1798381805419922,-1.2203213382199465
7210,0.0003961155034630792,0.00014498765813186765,-0.00998894649092108,-0.13528786599636078,0.1250477916601085
7238,-4.194221304487655e-06,-0.0015768752782605588,-0.036506886361166835,-5.514307022094727,5.476227454676604
7621,-6.885513755605643e-05,-0.0016492103750351816,-0.0033605526841711253,-7.630779504776001,7.625838596854351
7552,-2.1504444021047675e-05,-0.005554948380449787,-0.0007102578547346639,2.3412551879882812,-2.3474988897794447
7625,-0.00019113869848297327,-0.04388670530170202,-0.004761706808494637,2.596576690673828,-2.645033964085542
7578,2.1314966261343216e-05,-0.0003403976297704503,-0.017124736215919256,-7.672105312347412,7.654618863535461
7663,4.689221810849631e-08,-0.005118482149555348,-0.004480099363718182,2.152690887451172,-2.1622895158566635
7721,-0.00014657052452093922,-0.05885918252170086,-0.02508096769452095,-0.4244222119450569,0.34062863225335605
7690,-7.008364377725229e-07,-0.0003169241317664273,-0.0012949842457601335,-2.3528530597686768,2.351241852227588
7708,-0.00014176996910464368,-0.0011956690577790141,-0.0033937628541025333,-5.469883918762207,5.46543625681943
7908,-4.871876785728091e-05,-0.0012164840009063482,-0.0045024388819001615,1.2950382232666016,-1.3007084273815508
8174,-1.889792409315305e-05,-8.054450518102385e-06,-0.002611181669635698,-0.5379726886749268,0.5353723504788661
7862,5.982034849694173e-06,-0.0010938804261968471,-0.00023330958720180206,-0.3886108584702015,0.38727768642195315
7935,0.000490093793757751,-2.1249394194455817e-05,-0.005377968307584524,-0.004365455359220505,-0.0015238561363162262
8321,-0.00027798539986179094,-0.01907379931071773,-0.0033024354925146326,1.6556892395019531,-1.6777874889053237
8369,-0.0003336761328682769,-0.12774072494357824,-0.14670580066740513,1.6348590850830078,-1.908971934561123
8364,-0.0001877901504485635,-0.00014952541096135974,-0.025528516620397568,-0.1002153642475605,0.07472511236665014
8351,-4.9724526888894616e-05,-0.0027715213764167856,-0.031028391618747264,-10.536503314971924,10.502753126503649
8531,1.689525379333645e-05,-0.00023751100525259972,-0.00026752423582365736,1.1677703857421875,-1.168292316237057
8404,-3.073741845582845e-05,-3.7559093470918015e-05,-0.039265518076717854,0.0020081251859664917,-0.041280464937699435
8413,-4.677186097978847e-06,-0.003258415628806688,-3.5335104167461395,-3.920408308506012,0.3836441533171637
8418,1.860747033788357e-06,-0.026321453973650932,0.00023031234741210938,1.1646862030029297,-1.1907792053762023
8576,-1.1318125302750559e-05,-0.00010231217311229557,-0.0279585849493742,-0.0016514057642780244,-0.02639817323290572
8582,-0.0002802863625674945,-0.02643852890469134,-0.06696881540119648,-8.960073471069336,8.866946413126016
8561,-8.158144191838801e-05,-0.0021899720013607293,0.000915582524612546,-1.5393523573875427,1.538159549352713
8578,-1.1485294862723094e-05,-1.3808450603391975e-05,0.003204960376024246,1.3304705619812012,-1.3272679247609176
8786,-7.52506257413188e-05,-0.0002350090362597257,0.0034487437224015594,-0.06992149353027344,0.07321047884215659
8640,-5.84427366447926e-05,-0.00038143681740621105,-0.3086514016613364,-6.2490456104278564,5.940071214685759
8652,-8.975951823231298e-05,-0.0002697133313631639,-0.057812143582850695,-0.003075431115576066,-0.05491666628040548
8799,2.2234722564462572e-05,-0.14124401286244392,9.099989802052733e-05,2.022523880004883,-2.1636991276918707
9093,-0.0008913890342228115,-0.008273475337773561,-4.9327962869938347e-05,1.3533248901367188,-1.3607563044031394
9104,-1.6140415937115904e-07,-0.06934582535177469,0.00011299450125079602,2.41705322265625,-2.4862858921026145
8964,-0.00023290463286684826,-0.0003985088005720172,-0.00041771953692659736,-2.227726638317108,2.2271433146124764
9189,-0.0003159641273668967,-0.005228305992204696,-0.0009059198637260124,-0.048975635319948196,0.043157373591384385
9324,9.353244968224317e-05,1.7624378204345703,-4.0650367736816406e-05,-0.02431488037109375,1.786618517988245
9315,-2.877733095374424e-06,3.700170367839746,0.0066416524787200615,5.551048278808594,-1.8442333807570321
9340,-1.401991866600838e-06,-0.0029308579105418175,-0.0017832439916674048,-5.110586166381836,5.105873466471493
9317,8.884213821147569e-05,-0.001150951789895771,-0.00010945151734631509,-8.07542610168457,8.074076856239117
9369,6.239604726943071e-05,-0.028665886260569096,-0.00040962336061056703,-2.4326095581054688,2.4034716524370197
9413,3.9027701859595254e-05,-0.002539535576943308,-0.003742895321920514,-5.903268814086914,5.896947355486191
9393,-5.500576435224502e-06,-0.0007728220425633481,-0.0008252257939602714,2.2354888916015625,-2.237081438861651
9386,-0.0008562471775803715,0.0013662606361322105,0.01130782935069874,-1.9410343170166016,1.9545646541810129
9622,0.0008737265034142183,-0.5259106941521168,-0.0015207638498395681,1.9055042266845703,-2.433809411189941
9479,1.140358108386863e-05,-0.013426394667476416,-0.1241353377699852,-6.601218938827515,6.463645802808969
9488,0.0020381772840067924,-0.013137548230588436,-0.0005444277194328606,1.5040416717529297,-1.5197618249869578
9603,-8.888606316759251e-06,0.0006546142976731062,0.000288129027467221,-0.021208226680755615,0.0221598586122127
9771,1.7774440038920147e-05,-0.0005894580681342632,-0.0002201960887759924,-0.001278044655919075,0.0004506160589698993
9726,-3.697996794471692e-05,0.007506419904530048,-0.006453206297010183,-3.1608333587646484,3.161923552340113
9822,-0.0005017312505515292,-0.0059518805937841535,-0.004427009684150107,-4.983065813779831,4.973188654752448
9682,-8.486617304015454e-06,-0.002306483504071366,-0.024436439794953912,2.2380542755126953,-2.2647887121944166
9967,3.9273762467928464e-05,-0.00021621326595777646,0.002037508846115088,1.9534473419189453,-1.951665320101256
9917,9.75802158791339e-05,-2.1927467969362624e-05,-0.006746548227965832,0.0015991367399692535,-0.008465192651783582
9858,-0.0005197436184971593,-0.02045259578153491,-0.1029774583876133,2.0407142639160156,-2.1636245744666667
9904,-1.8487998076466283e-05,-3.362923871463863e-05,-8.212023735046387,-0.0286245490424335,-8.183414327244591
10055,0.0007367810990217549,0.0015048417262732983,-0.7991781234741211,-6.220383644104004,5.421973581257134
10030,-4.6289329475257546e-05,-0.04059332609176636,-0.007995769963599741,0.9036006927490234,-0.9521434994749143
10087,0.0005574731403612532,-0.004330583295086399,-0.0010723674204200506,-1.110467568039894,1.1045071441840264
10052,-5.309870743985812e-06,-0.005254259333014488,0.00010269157792208716,0.38607537746429443,-0.39122163534864285
10134,-0.0007751944758638274,-0.0008364591049030423,-0.013644953578477725,-1.3624610900878906,1.3487548718803737
10244,-1.6616549800119174e-05,-0.007830424467101693,-0.0018849274492822587,1.9118976593017578,-1.9215963946683416
10203,1.5733399777673185e-05,-0.0026163277798332274,-0.0008407517343584914,-0.4946248196065426,0.4911520066925732
10305,-0.00026126212787858094,-0.0038904401008039713,-0.01438970654271543,-7.667412996292114,7.649394111776473
10321,-0.0001447824056413083,-0.04819327499717474,-0.005251552465779241,2.055624008178711,-2.1089240532360236
10332,-2.1206467977208376e-05,-0.009566601147525944,-0.6435823384672403,-0.24077624175697565,-0.4123514913898134
10333,0.00011759569315472618,-3.524645353536471e-05,-0.18905246257781982,-3.0243189334869385,2.8351136287624286
10360,-0.0009483623580308631,-0.006583635346032679,-0.0010374740813858807,1.9546356201171875,-1.9613083671865752
10392,0.001194778678836883,0.010322404326871037,-0.6349996328353882,2.2624025344848633,-2.8882745416722173
10389,-0.00013809583469992504,4.1506871639285237e-05,-2.2078384459018707,0.3402748107910156,-2.547933653986547
10409,-0.0001320462260991917,0.001005101810733322,-0.04222892923280597,0.3237762451171875,-0.36486802631316095
10414,-0.002827018866810249,-0.00012122028056182899,-0.8637676425278187,-0.08890514075756073,-0.7721567031840095
10570,0.0002612293956190115,-0.008061687578447163,0.031211905414238572,0.4709644317626953,-0.4480754433225229
10556,4.1842822611215524e-06,-0.00698700116481632,-0.0379306823015213,1.4298896789550781,-1.4748115467036769
10445,3.6199390933688846e-06,-0.00011701591938617639,-0.003519264457281679,-0.5606084689497948,0.5569685686340335
10427,5.200707892072387e-05,0.1610401808284223,-2.300944685935974,3.533331871032715,-5.673288383219187
10586,1.875092857517302e-05,-0.0022784729953855276,-0.001644507770834025,-8.899811744689941,8.895870012995147
10574,-1.0184219718212262e-05,-0.00028392350213835016,-0.00255171736353077,-0.10005411505699158,0.09722865841104067
10578,-0.0015778976521687582,-0.001142609617090784,-0.0015526369534200057,2.050596237182617,-2.051713586100959
10597,-9.040278067118379e-05,-0.006057746009901166,-0.0007591568482894218,0.9386024475097656,-0.945328947587285
10624,-0.0008317347783304285,-0.0003017973713212996,-0.0031305593984143343,-0.044626322225667536,0.04202570023426233
10618,-3.299257991784543e-05,0.7243914776481688,-0.10057426989078522,-2.4164257049560547,3.040275905293356
10628,-1.3818457460956779e-05,-0.0032463353636558168,-9.587781346453994e-05,-0.02490130951628089,0.02157291479662149
10636,-0.006537838111398742,-0.0024055455869529396,-0.06009412417188287,-0.009620210097637028,-0.04634162154980004
10729,-0.0005620810832169809,-0.0036394502967596054,-0.007760306558338925,-1.557692512869835,1.5468548370979534
10705,4.258363333065063e-07,-0.0008584239985793829,0.0026178828557021916,1.2350997924804688,-1.2333407594596792
10723,3.06449398976838e-05,-0.006344400026137009,0.0004815276333829388,1.422006607055664,-1.4279001243883158
10679,-7.116830965969712e-05,-0.0013723663287237287,-0.035291701555252075,0.28798675537109375,-0.32457965494540986
10804,0.0002372409126110142,-9.369514009449631e-05,0.0012444330204743892,-0.27878570556640625,0.27969920253417513
10772,-2.66063352682977e-06,1.732863302095211e-05,-0.002509720274247229,-1.1070804595947266,1.1045907285870271
10782,-0.0001264067177544348,-0.0004993653274141252,-0.011424347292631865,0.5577709674835205,-0.5695682733858121
10784,3.776341576156028e-05,0.05504371493952931,-6.729641427227762e-05,-2.505390167236328,2.5603288223458236
10884,-3.818183336079528e-05,-0.003209089321899228,-0.00019570935000956524,-5.944673538208008,5.94130692136946
10816,3.875832135236124e-06,-0.004659233381971717,-0.0010231002233922482,-10.498517274856567,10.492831065419068
10900,0.007507766233684432,0.0083382036536932,0.0007319830474443734,0.8896560668945312,-0.8880936464270781
10855,-1.2714993090412463e-05,-0.006960143567994237,-0.0002603106572678371,-1.355905532836914,1.3486977936047424
10915,-1.6378897953472915e-06,-0.0005216615172685124,-0.0005156239585630829,-0.565881535410881,0.5648458878248448
10967,0.00043630946420591954,-0.003302871191408485,0.000574894598685205,0.7606353759765625,-0.7637996620334917
10923,-0.00010345662622057716,-0.001044808897859184,-0.010744339320808649,-0.04456019168719649,0.03287450009474924
10933,-9.537209507470834e-06,0.0027287136763334274,-0.0001706575130810961,-0.22870445251464844,0.23127204588740824
11310,-6.445771063567918e-06,-0.001412579913449008,-0.0009423313094885089,-1.2084504961967468,1.2061020307448729
11212,-0.00044351533870212734,-0.009831637144088745,-0.07658359035849571,1.7531414031982422,-1.8391131153621245
11173,-6.016435668243503e-05,-0.0011307482927804813,-0.01756759191630408,-0.13312423415482044,0.11448605830241831
11431,-1.792754892449011e-05,-0.0010006951197283342,-0.0510656600818038,-4.206268548965454,4.1542201213128465
11482,-0.00036772526800632477,0.014329715457279235,-0.00014403089880943298,-1.8895339965820312,1.9040874064085074
11513,-0.00010464330262038857,-0.00438254838809371,-0.07950014248490334,-0.42853355407714844,0.3447555065067718
11490,-8.021451503736898e-05,-0.0006558487912116107,-0.2388528324663639,-1.76614710688591,1.5267186401433719
11520,-2.419473098314029e-06,5.121815775055438e-05,0.10208142176270485,0.6783418655395508,-0.5762068061459971
11563,-4.5671493353438564e-05,-0.0012059180298820138,-0.004762179218232632,0.2930431365966797,-0.2989655623514409
11576,-4.37461058027111e-05,-0.00040396379699814133,-0.011297043645754457,1.0088539123535156,-1.0205111736904655
11546,-3.734540143796039e-06,-0.0007691056816838682,-5.4585976004600525,1.7364959716796875,-7.19585894328128
11570,-7.58218791361287e-05,-0.0007672018837183714,-0.11963919829577208,-0.49429963529109955,0.37396905699074523
11634,0.0003228814694011817,0.009990140795707703,2.4231454728069366,-0.08207971230149269,2.514892444434736
11598,-0.00011131676728837192,-0.006143004342447966,0.0003095899592153728,0.9233474731445312,-0.9290695707604755
11588,-9.303412298322655e-06,6.9185043685138226e-06,-0.00501576135866344,-8.421222686767578,8.416223147325582
11610,-8.177148293952996e-05,0.0010545197292231023,-0.005198563463636674,-3.4074971675872803,3.4034348953358062
11824,-0.00030589665311708814,-0.016363745176931843,-0.000549413963653933,1.9461688995361328,-1.9627761620236015
11772,-2.6926650321001944e-05,-0.01693032355979085,-0.0004108513843448236,2.3918094635009766,-2.4091237117947912
11803,0.0001476772940804949,-0.32972811348736286,-0.0015491222739001387,1.6078605651855469,-1.9392854782408904
11761,-0.00016004818098735996,-0.002839249180397019,-0.0721852695569396,-8.000039100646973,7.925174630090623
11924,-1.4789786291657947e-05,-0.0005920663352299016,0.0059470804408192635,1.498739242553711,-1.49336943866183
11917,-1.7028391596340953e-05,-0.02104738913476467,-0.00022589897866964748,-5.614767074584961,5.593510814863123
11907,-1.4391919648915064e-05,-0.00012071704304617015,-0.06357317185029387,-8.702113389968872,8.638433892995181
11923,-0.0003148039190818963,-0.002006511189392768,-0.04993267357349396,-0.09729394572786987,0.04566956488406504
12104,-8.928252873374731e-05,-0.004149597429204732,-0.0031359873537439853,0.9990882873535156,-1.0062845896077306
11946,-0.002412956840998959,-0.0006528795129270293,-0.0005980895139146014,1.5273799896240234,-1.526218001809866
12170,-5.188319846638478e-06,-0.0012464847677620128,-0.0005546263419091702,-0.0004185599973425269,-0.0013773627924820175
11956,-4.118802502617314e-06,-0.002724867779761553,-0.023200281313620508,-4.598130226135254,4.5722091958443745
12216,1.5140722098294646e-07,-0.004873006168054417,-5.6822980695869774e-05,2.0409584045410156,-2.045888385096987
12199,-0.00030404537210415583,-0.0017033323092618957,-0.019403266487643123,-0.6003792732954025,0.5795767198706017
12192,-1.9595972844399512e-08,-0.004346503235865384,-0.001262725934793707,-11.997678279876709,11.992069070302023
