epoch,raw_norm_A_minus_B_mean,raw_norm_A_minus_B_median,raw_norm_A_minus_B_std,raw_norm_A_minus_B_count,raw_norm_C_minus_D_mean,raw_norm_C_minus_D_median,raw_norm_C_minus_D_std,raw_norm_C_minus_D_count,raw_norm_interaction_mean,raw_norm_interaction_median,raw_norm_interaction_std,raw_norm_interaction_count,adaface_quality_A_minus_B_mean,adaface_quality_A_minus_B_median,adaface_quality_A_minus_B_std,adaface_quality_A_minus_B_count,adaface_quality_C_minus_D_mean,adaface_quality_C_minus_D_median,adaface_quality_C_minus_D_std,adaface_quality_C_minus_D_count,adaface_quality_interaction_mean,adaface_quality_interaction_median,adaface_quality_interaction_std,adaface_quality_interaction_count,p_assigned_A_minus_B_mean,p_assigned_A_minus_B_median,p_assigned_A_minus_B_std,p_assigned_A_minus_B_count,p_assigned_C_minus_D_mean,p_assigned_C_minus_D_median,p_assigned_C_minus_D_std,p_assigned_C_minus_D_count,p_assigned_interaction_mean,p_assigned_interaction_median,p_assigned_interaction_std,p_assigned_interaction_count,difficulty_A_minus_B_mean,difficulty_A_minus_B_median,difficulty_A_minus_B_std,difficulty_A_minus_B_count,difficulty_C_minus_D_mean,difficulty_C_minus_D_median,difficulty_C_minus_D_std,difficulty_C_minus_D_count,difficulty_interaction_mean,difficulty_interaction_median,difficulty_interaction_std,difficulty_interaction_count,per_sample_loss_A_minus_B_mean,per_sample_loss_A_minus_B_median,per_sample_loss_A_minus_B_std,per_sample_loss_A_minus_B_count,per_sample_loss_C_minus_D_mean,per_sample_loss_C_minus_D_median,per_sample_loss_C_minus_D_std,per_sample_loss_C_minus_D_count,per_sample_loss_interaction_mean,per_sample_loss_interaction_median,per_sample_loss_interaction_std,per_sample_loss_interaction_count,head_gradient_norm_A_minus_B_mean,head_gradient_norm_A_minus_B_median,head_gradient_norm_A_minus_B_std,head_gradient_norm_A_minus_B_count,head_gradient_norm_C_minus_D_mean,head_gradient_norm_C_minus_D_median,head_gradient_norm_C_minus_D_std,head_gradient_norm_C_minus_D_count,head_gradient_norm_interaction_mean,head_gradient_norm_interaction_median,head_gradient_norm_interaction_std,head_gradient_norm_interaction_count
11,0.11289856416633327,0.41565513610839844,2.523851661906558,2075,0.20516911288341844,0.6614112854003871,3.1593070688289937,2075,0.09227054871708518,0.22033882141112926,3.295338547049776,2075,0.060495505371277916,0.0727996304631233,0.24173653736077538,2075,0.007284475611874315,0.019015893340110696,0.20961962810773277,2075,-0.053211029759403596,-0.0508764563128352,0.26635059823462254,2075,0.04450977607194445,1.2778517533589326e-06,0.16518555784002792,2075,0.0015801935796976169,9.401922960672001e-12,0.036450078823070456,2075,-0.042929582492246834,-1.160035656060565e-06,0.16685446408092588,2075,-0.044509776071944465,-1.277851753411774e-06,0.1651855578400279,2075,-0.0015801935796976214,-9.401923684038138e-12,0.03645007882307046,2075,0.04292958249224684,1.1600356562002645e-06,0.16685446408092588,2075,-6.875860128881724,-6.857765197753903,6.142140472963273,2075,-2.676412021968379,-2.6518821716308594,5.68189556505856,2075,4.199448106913345,4.231629371643068,7.8357642665697345,2075,-2.7224897538861597,-1.7573013305664062,6.616461767527901,2075,-0.4237202616484768,-0.42914581298828125,4.1405712852642385,2075,2.2987694922376827,1.7845191955566406,7.597522875625685,2075
12,0.07514632811029275,0.24415016174316406,2.2791370080674485,2075,0.15871497510427454,0.5756034851074219,3.0090560156533184,2075,0.0835686469939818,0.2337131500244105,3.0706923920234233,2075,0.05358513975894661,0.05525442771613599,0.24009364521330978,2075,0.03282149044374818,0.050622195005416926,0.24414256522270697,2075,-0.020763649315198432,-0.010614722967147883,0.28036460468629787,2075,0.0604915698064322,5.858201673092367e-06,0.20317494002379166,2075,0.0010208848809051697,2.3181602254104813e-11,0.04552864816053671,2075,-0.05947068492552703,-4.763245894323646e-06,0.20639376858411193,2075,-0.06049156980643221,-5.858201672981345e-06,0.20317494002379166,2075,-0.0010208848809051712,-2.318156777647573e-11,0.04552864816053671,2075,0.05947068492552704,4.763245894379153e-06,0.20639376858411193,2075,-7.115924028937245,-7.06931209564209,6.114378115754038,2075,-2.7832249661826762,-2.5994472503662145,5.740538697274911,2075,4.3326990627545685,4.2383828163146955,7.739858749858926,2075,-3.183076896730317,-1.9040355682373047,7.471363355302583,2075,-0.43725540822169867,-0.38543891906738637,4.204075080292985,2075,2.745821488508618,1.838943481445309,8.43893631102224,2075
13,0.059303698712084664,0.201177597045902,2.0767628114622663,2075,0.10774080207548951,0.37505531311035156,2.549249376669268,2075,0.04843710336340484,0.1545276641845703,2.6879201624018925,2075,0.06251590035103803,0.07056217268109319,0.23603338422724307,2075,0.0748445838722204,0.08451110124588011,0.23154407773380636,2075,0.012328683521182358,0.014193184673786108,0.28269967417179803,2075,0.08405366375879215,3.639065973171096e-05,0.2294347071545664,2075,0.002500457528088576,3.0680389565690414e-10,0.054576673806684316,2075,-0.08155320623070357,-3.1950945754033455e-05,0.23090442771831388,2075,-0.08405366375879215,-3.6390659731821984e-05,0.22943470715456638,2075,-0.002500457528088572,-3.0680402662852657e-10,0.054576673806684316,2075,0.08155320623070358,3.195094575392243e-05,0.23090442771831382,2075,-7.471650214890646,-7.294668674468996,6.0131948383543286,2075,-3.3728566028094145,-3.4513988494873047,5.694015533746272,2075,4.098793612081232,4.016934394836428,7.608044770894736,2075,-3.8519476478412664,-2.388988494873047,7.840142932992529,2075,-0.7418787144286088,-0.7162342071533203,4.195758469508971,2075,3.110068933412658,2.0000114440917933,8.66480095690269,2075
14,0.06009732349809388,0.2288055419921875,1.9631338281256288,2075,0.050978262568094616,0.21455955505370738,2.1783374739484835,2075,-0.00911906092999926,-0.020238876342773438,2.3199197617035923,2075,0.08665318695451721,0.0906642824411393,0.23112708346443714,2075,0.06239712628459485,0.06531287729740137,0.23902316860437234,2075,-0.024256060669922367,-0.032902777194976696,0.279154241580416,2075,0.102949364741532,0.0002787006099179115,0.2620987390686122,2075,0.004054357317594455,1.6361371438450634e-09,0.08256370660912886,2075,-0.09889500742393754,-0.00023127651326013,0.26687962411053495,2075,-0.10294936474153202,-0.0002787006099179701,0.26209873906861225,2075,-0.004054357317594459,-1.6361370036577227e-09,0.08256370660912886,2075,0.09889500742393754,0.00023127651325993703,0.26687962411053495,2075,-7.709335994756576,-7.31440281867981,6.062078460271171,2075,-3.6299579783461717,-3.715791702270508,5.892442714840944,2075,4.079378016410404,3.8415653705596924,7.686437662962203,2075,-4.284140474975827,-2.323202133178711,8.603324427524424,2075,-0.7955180910624653,-0.6022434234619141,4.580785639818008,2075,3.488622383913362,2.0553874969482475,9.630465430300678,2075
15,0.06124348330210493,0.15139198303222656,1.9154448312631356,2075,0.04268874110945739,0.15334320068359375,1.9590987105828168,2075,-0.018554742192647546,-0.019306182861331678,2.1561645021070976,2075,0.08510953801217366,0.07920676469802851,0.22978695709115696,2075,0.06191498853820876,0.06596004962921143,0.22777553676100318,2075,-0.023194549473964907,-0.020327568054199163,0.26713537141159793,2075,0.13096494933370803,0.0014474503712164563,0.29334078106919376,2075,0.013873833762359561,1.277022521062321e-08,0.09239610119657499,2075,-0.11709111557134848,-0.001050462769716784,0.29946916276537855,2075,-0.13096494933370806,-0.0014474503712167408,0.2933407810691937,2075,-0.013873833762359568,-1.2770225321645512e-08,0.092396101196575,2075,0.11709111557134849,0.0010504627697167646,0.29946916276537855,2075,-8.004090497954607,-7.754343509674072,6.136431677845271,2075,-4.279621769942635,-4.043789863586426,5.807170698377903,2075,3.7244687280119715,3.650590896606449,7.875421348305417,2075,-4.980574433819435,-2.758451461791992,9.255409342208015,2075,-1.1547667199445057,-0.7610435485839844,4.601772754204864,2075,3.82580771387493,2.419483184814453,10.080203494960195,2075
16,0.05364817469953058,0.13513565063476562,1.9519761740456125,2075,0.043318394120917335,0.12670516967773438,1.9743433513758866,2075,-0.01032978057861324,0.00662422180175426,2.248186665192199,2075,0.08444731582185669,0.0832584425806999,0.24542517476905965,2075,0.07138082806983505,0.08166420459747309,0.24417101166727942,2075,-0.013066487752021641,-0.011979304254054968,0.29536980333100243,2075,0.2051760756948042,0.012895267971430239,0.34239070914433006,2075,0.015845784521024735,9.466464234719751e-08,0.1067635123661566,2075,-0.18933029117377947,-0.009556262876230974,0.34955861550597855,2075,-0.20517607569480423,-0.012895267971430258,0.34239070914433,2075,-0.015845784521024742,-9.466464234719751e-08,0.1067635123661566,2075,0.18933029117377947,0.009556262876231014,0.34955861550597855,2075,-8.561099192103235,-8.198407888412477,6.309111005131868,2075,-4.601644173336316,-4.457649230957035,5.814896366527158,2075,3.9594550187669175,3.909242630004883,7.731725743818102,2075,-7.007939299696563,-4.2051544189453125,10.431529537236413,2075,-1.385097028806985,-1.056732177734375,4.890676561559629,2075,5.622842270889578,3.4283142089843786,11.328762941053087,2075
17,0.04331871354436304,0.10399055480957031,1.7951161822429191,2075,0.04667259583990265,0.13525009155273793,1.9322976376110643,2075,0.003353882295539616,-0.029420852661132812,2.1938263059112053,2075,0.09775739640489792,0.1079660428222268,0.2339900244546968,2075,0.08133701398701502,0.08614540845155699,0.24300076502470977,2075,-0.016420382417882903,-0.01812083274126053,0.2888528727227155,2075,0.28280943676802517,0.07553515517486172,0.37702270892513756,2075,0.024160143446868638,5.834702124748233e-07,0.15076717315560179,2075,-0.2586492933211565,-0.06175957096148811,0.3938899085136343,2075,-0.28280943676802517,-0.07553515517486187,0.37702270892513756,2075,-0.024160143446868645,-5.834702123674873e-07,0.15076717315560179,2075,0.25864929332115655,0.061759570961487986,0.3938899085136343,2075,-8.838010347593226,-8.526164650917053,6.352200753335871,2075,-5.027524697932763,-4.835783004760746,5.822537550372015,2075,3.8104856496604644,3.448383520357309,7.982857987211156,2075,-9.060663527486712,-5.8048248291015625,11.177100690166206,2075,-1.5614132234768336,-1.0038452148437536,5.714100500269753,2075,7.499250304009878,5.2782135009765625,12.306235120442471,2075
18,0.049118081517966414,0.06405830383301137,1.8131000078004285,2075,0.04304019652217273,0.13546371459960582,1.8697340070110382,2075,-0.006077884995793678,0.024663925170891332,2.163290881001733,2075,0.09218873912361648,0.0848875604569912,0.2410542028213017,2075,0.07757821292901153,0.08553145825862879,0.24278244983309247,2075,-0.014610526194604952,-0.012948586605489198,0.29658378619848497,2075,0.39383125322963886,0.28527992963790894,0.39525204357649946,2075,0.035422443790922735,4.032906312900764e-06,0.17398191356108,2075,-0.3584088094387161,-0.24500810366362208,0.41587239358614103,2075,-0.39383125322963886,-0.2852799296379089,0.39525204357649935,2075,-0.03542244379092275,-4.032906313011786e-06,0.17398191356108,2075,0.3584088094387161,0.24500810366362202,0.4158723935861411,2075,-9.013620967688377,-8.386324317660183,6.607480236684367,2075,-5.267849068512946,-5.024391174316406,5.804927549655824,2075,3.74577189917543,3.2222776412963885,7.817219738968932,2075,-11.899641677742713,-9.896814346313477,11.640182429831269,2075,-1.730552772890148,-1.0537395477294922,6.093379705747449,2075,10.169088904852565,8.497726023197178,12.740393773413691,2075
19,0.04485220254185692,0.05624198913574219,1.8021404969117167,2075,0.03202639292521647,0.08789825439453125,1.8142586877901994,2075,-0.012825809616640458,0.023403167724609375,2.149553399007549,2075,0.10737894444780166,0.10439481213688839,0.24941656737797974,2075,0.08394909447101288,0.0854207649827004,0.24512674922214547,2075,-0.023429849976788777,-0.02151606790721433,0.3023711752912313,2075,0.5142910897429365,0.569009399128845,0.4107899200527843,2075,0.06010127717032423,3.964410370826954e-05,0.20604886269721065,2075,-0.4541898125726122,-0.48373348890163476,0.45730822319935815,2075,-0.5142910897429366,-0.5690093991288451,0.4107899200527844,2075,-0.06010127717032424,-3.964410370826954e-05,0.20604886269721068,2075,0.4541898125726122,0.48373348890163465,0.45730822319935815,2075,-8.657837805411503,-7.803130865097046,6.604412002726163,2075,-5.875960573838429,-5.583106994628908,5.768942269161747,2075,2.7818772315730746,2.424708843231203,7.895642944780039,2075,-14.95888804792645,-16.252405166625977,11.871437535712117,2075,-2.6950154579543026,-1.7222976684570312,6.722453174049301,2075,12.263872589972147,13.367456436157223,13.549857850342988,2075
20,0.030846076873411628,0.1362285614013672,1.7531067798868039,2075,0.03879347651837825,0.08000564575195668,1.743389035285191,2075,0.007947399644966616,0.037340164184573865,2.1809586072225517,2075,0.10550173682527453,0.10854256339371199,0.2527546501003571,2075,0.0934160182128607,0.0904047940857709,0.2364230342433057,2075,-0.012085718612413827,-0.009056556969881058,0.31198287891674603,2075,0.6470640753950002,0.837592630647123,0.3882597347527534,2075,0.09784601990001068,0.0006856454777732448,0.24839776999787636,2075,-0.5492180554949895,-0.7213973651412253,0.4727937725750374,2075,-0.6470640753950002,-0.8375926306471227,0.38825973475275344,2075,-0.0978460199000107,-0.0006856454777731669,0.24839776999787636,2075,0.5492180554949895,0.7213973651412253,0.4727937725750375,2075,-7.836976840480705,-6.9089531898498535,6.47458911035975,2075,-6.7577128299828,-6.622535705566406,5.826602084275391,2075,1.0792640104979045,0.5599713679403067,7.574236570707522,2075,-18.29504622255055,-22.191120624542236,11.210964417569807,2075,-3.77603278779133,-2.153351988643408,7.783366317352758,2075,14.519013434759222,17.542320489883423,13.915540480520983,2075
21,0.021792715601174288,0.09011650085449219,1.6907995332827748,2075,0.03586430698992252,0.04043769836425781,1.699865920537669,2075,0.014071591388748231,-0.030166625976569605,2.0920935175709143,2075,0.11032308269777413,0.11341075599193579,0.24845426769482587,2075,0.10100799364022382,0.09576115012168884,0.2390492334741615,2075,-0.009315089057550307,-0.013643596321344209,0.3085503962789501,2075,0.6246064285529235,0.8078174591064452,0.3995194088462254,2075,0.2645613948168085,0.0542699193549367,0.37419111758229046,2075,-0.3600450337361149,-0.4108869694173339,0.543569712448582,2075,-0.6246064285529235,-0.8078174591064454,0.39951940884622533,2075,-0.2645613948168085,-0.054269919354936635,0.37419111758229046,2075,0.3600450337361149,0.41088696941733355,0.543569712448582,2075,-4.698926590063716,-3.011090934276581,5.06490040536097,2075,-6.546388689287337,-5.919785499572754,5.724683315133821,2075,-1.847462099223621,-1.5351188126951456,6.365564521950235,2075,-16.905757352962635,-20.626067459583282,11.358386189732865,2075,-7.96534706310571,-5.138105392456055,10.612343323128698,2075,8.94041028985692,9.956768989562992,15.383953831597054,2075
