image_id,record_index,image_path,casia_identity,class_index,split
4708,4709,images/26/4709.png,26,21,train
4814,4815,images/26/4815.png,26,21,train
4684,4685,images/26/4685.png,26,21,train
4655,4656,images/26/4656.png,26,21,train
4690,4691,images/26/4691.png,26,21,train
4674,4675,images/26/4675.png,26,21,train
4721,4722,images/26/4722.png,26,21,train
4695,4696,images/26/4696.png,26,21,train
4804,4805,images/26/4805.png,26,21,train
4763,4764,images/26/4764.png,26,21,train
4785,4786,images/26/4786.png,26,21,train
4669,4670,images/26/4670.png,26,21,train
4648,4649,images/26/4649.png,26,21,train
4959,4960,images/27/4960.png,27,22,train
4939,4940,images/27/4940.png,27,22,train
4955,4956,images/27/4956.png,27,22,train
4879,4880,images/27/4880.png,27,22,train
4919,4920,images/27/4920.png,27,22,train
4853,4854,images/27/4854.png,27,22,train
4980,4981,images/27/4981.png,27,22,train
4875,4876,images/27/4876.png,27,22,train
4925,4926,images/27/4926.png,27,22,train
4969,4970,images/27/4970.png,27,22,train
4843,4844,images/27/4844.png,27,22,train
4909,4910,images/27/4910.png,27,22,train
4839,4840,images/27/4840.png,27,22,train
4890,4891,images/27/4891.png,27,22,train
4848,4849,images/27/4849.png,27,22,train
4854,4855,images/27/4855.png,27,22,train
4956,4957,images/27/4957.png,27,22,train
4929,4930,images/27/4930.png,27,22,train
4975,4976,images/27/4976.png,27,22,train
4840,4841,images/27/4841.png,27,22,train
4899,4900,images/27/4900.png,27,22,train
4842,4843,images/27/4843.png,27,22,train
4836,4837,images/27/4837.png,27,22,train
4833,4834,images/27/4834.png,27,22,train
4855,4856,images/27/4856.png,27,22,train
5096,5097,images/29/5097.png,29,23,train
5093,5094,images/29/5094.png,29,23,train
5089,5090,images/29/5090.png,29,23,train
5110,5111,images/29/5111.png,29,23,train
5049,5050,images/29/5050.png,29,23,train
5095,5096,images/29/5096.png,29,23,train
5085,5086,images/29/5086.png,29,23,train
5058,5059,images/29/5059.png,29,23,train
5016,5017,images/29/5017.png,29,23,train
5026,5027,images/29/5027.png,29,23,train
5080,5081,images/29/5081.png,29,23,train
5046,5047,images/29/5047.png,29,23,train
5034,5035,images/29/5035.png,29,23,train
5020,5021,images/29/5021.png,29,23,train
5047,5048,images/29/5048.png,29,23,train
5042,5043,images/29/5043.png,29,23,train
5028,5029,images/29/5029.png,29,23,train
5038,5039,images/29/5039.png,29,23,train
5069,5070,images/29/5070.png,29,23,train
5101,5102,images/29/5102.png,29,23,train
5056,5057,images/29/5057.png,29,23,train
5083,5084,images/29/5084.png,29,23,train
5031,5032,images/29/5032.png,29,23,train
5084,5085,images/29/5085.png,29,23,train
5104,5105,images/29/5105.png,29,23,train
5134,5135,images/30/5135.png,30,24,train
5112,5113,images/30/5113.png,30,24,train
5159,5160,images/30/5160.png,30,24,train
5116,5117,images/30/5117.png,30,24,train
5165,5166,images/30/5166.png,30,24,train
5130,5131,images/30/5131.png,30,24,train
5122,5123,images/30/5123.png,30,24,train
5145,5146,images/30/5146.png,30,24,train
5156,5157,images/30/5157.png,30,24,train
5124,5125,images/30/5125.png,30,24,train
5143,5144,images/30/5144.png,30,24,train
5121,5122,images/30/5122.png,30,24,train
5171,5172,images/30/5172.png,30,24,train
5117,5118,images/30/5118.png,30,24,train
5180,5181,images/30/5181.png,30,24,train
5142,5143,images/30/5143.png,30,24,train
5169,5170,images/30/5170.png,30,24,train
5147,5148,images/30/5148.png,30,24,train
5168,5169,images/30/5169.png,30,24,train
5158,5159,images/30/5159.png,30,24,train
5128,5129,images/30/5129.png,30,24,train
5146,5147,images/30/5147.png,30,24,train
5154,5155,images/30/5155.png,30,24,train
5140,5141,images/30/5141.png,30,24,train
5119,5120,images/30/5120.png,30,24,train
5371,5372,images/31/5372.png,31,25,train
5187,5188,images/31/5188.png,31,25,train
5260,5261,images/31/5261.png,31,25,train
5386,5387,images/31/5387.png,31,25,train
5298,5299,images/31/5299.png,31,25,train
5366,5367,images/31/5367.png,31,25,train
5382,5383,images/31/5383.png,31,25,train
5348,5349,images/31/5349.png,31,25,train
5190,5191,images/31/5191.png,31,25,train
5211,5212,images/31/5212.png,31,25,train
5361,5362,images/31/5362.png,31,25,train
5402,5403,images/31/5403.png,31,25,train
5410,5411,images/31/5411.png,31,25,train
5397,5398,images/31/5398.png,31,25,train
5317,5318,images/31/5318.png,31,25,train
5249,5250,images/31/5250.png,31,25,train
5379,5380,images/31/5380.png,31,25,train
5196,5197,images/31/5197.png,31,25,train
5277,5278,images/31/5278.png,31,25,train
5205,5206,images/31/5206.png,31,25,train
5415,5416,images/31/5416.png,31,25,train
5200,5201,images/31/5201.png,31,25,train
5301,5302,images/31/5302.png,31,25,train
5333,5334,images/31/5334.png,31,25,train
5214,5215,images/31/5215.png,31,25,train
5655,5656,images/32/5656.png,32,26,train
5502,5503,images/32/5503.png,32,26,train
5445,5446,images/32/5446.png,32,26,train
5606,5607,images/32/5607.png,32,26,train
5451,5452,images/32/5452.png,32,26,train
5637,5638,images/32/5638.png,32,26,train
5461,5462,images/32/5462.png,32,26,train
5633,5634,images/32/5634.png,32,26,train
5590,5591,images/32/5591.png,32,26,train
5562,5563,images/32/5563.png,32,26,train
5652,5653,images/32/5653.png,32,26,train
5455,5456,images/32/5456.png,32,26,train
5532,5533,images/32/5533.png,32,26,train
5614,5615,images/32/5615.png,32,26,train
5611,5612,images/32/5612.png,32,26,train
5573,5574,images/32/5574.png,32,26,train
5582,5583,images/32/5583.png,32,26,train
5466,5467,images/32/5467.png,32,26,train
5663,5664,images/32/5664.png,32,26,train
5621,5622,images/32/5622.png,32,26,train
5544,5545,images/32/5545.png,32,26,train
5598,5599,images/32/5599.png,32,26,train
5642,5643,images/32/5643.png,32,26,train
5617,5618,images/32/5618.png,32,26,train
5561,5562,images/32/5562.png,32,26,train
5750,5751,images/33/5751.png,33,27,train
5683,5684,images/33/5684.png,33,27,train
5779,5780,images/33/5780.png,33,27,train
5845,5846,images/33/5846.png,33,27,train
5744,5745,images/33/5745.png,33,27,train
5831,5832,images/33/5832.png,33,27,train
5736,5737,images/33/5737.png,33,27,train
