image_id,source_record_id,true_identity,image_path,low_quality_path,assigned_identity,quality_condition,noise_level,is_noisy
T001364,31128,256,data/corrupted/100k_blur_15x15_s5/train/T001364.png,data/corrupted/100k_blur_15x15_s5/train/T001364.png,1286,LOW,5%,1
T001381,31059,256,data/corrupted/100k_blur_15x15_s5/train/T001381.png,data/corrupted/100k_blur_15x15_s5/train/T001381.png,462,LOW,5%,1
T001403,254031,4401,data/corrupted/100k_blur_15x15_s5/train/T001403.png,data/corrupted/100k_blur_15x15_s5/train/T001403.png,4312,LOW,5%,1
T001408,254358,4401,data/corrupted/100k_blur_15x15_s5/train/T001408.png,data/corrupted/100k_blur_15x15_s5/train/T001408.png,4603,LOW,5%,1
T001431,253969,4401,data/corrupted/100k_blur_15x15_s5/train/T001431.png,data/corrupted/100k_blur_15x15_s5/train/T001431.png,2806,LOW,5%,1
T001438,254404,4401,data/corrupted/100k_blur_15x15_s5/train/T001438.png,data/corrupted/100k_blur_15x15_s5/train/T001438.png,8791,LOW,5%,1
T001457,3910,23,data/corrupted/100k_blur_15x15_s5/train/T001457.png,data/corrupted/100k_blur_15x15_s5/train/T001457.png,9987,LOW,5%,1
T001458,3753,23,data/corrupted/100k_blur_15x15_s5/train/T001458.png,data/corrupted/100k_blur_15x15_s5/train/T001458.png,193,LOW,5%,1
T001485,3976,23,data/corrupted/100k_blur_15x15_s5/train/T001485.png,data/corrupted/100k_blur_15x15_s5/train/T001485.png,966,LOW,5%,1
T001489,3729,23,data/corrupted/100k_blur_15x15_s5/train/T001489.png,data/corrupted/100k_blur_15x15_s5/train/T001489.png,5067,LOW,5%,1
T001506,23921,194,data/corrupted/100k_blur_15x15_s5/train/T001506.png,data/corrupted/100k_blur_15x15_s5/train/T001506.png,2027,LOW,5%,1
T001513,23886,194,data/corrupted/100k_blur_15x15_s5/train/T001513.png,data/corrupted/100k_blur_15x15_s5/train/T001513.png,605,LOW,5%,1
T001530,23845,194,data/corrupted/100k_blur_15x15_s5/train/T001530.png,data/corrupted/100k_blur_15x15_s5/train/T001530.png,5657,LOW,5%,1
T001552,131143,1822,data/corrupted/100k_blur_15x15_s5/train/T001552.png,data/corrupted/100k_blur_15x15_s5/train/T001552.png,1004,LOW,5%,1
T001556,131373,1822,data/corrupted/100k_blur_15x15_s5/train/T001556.png,data/corrupted/100k_blur_15x15_s5/train/T001556.png,10535,LOW,5%,1
T001559,131282,1822,data/corrupted/100k_blur_15x15_s5/train/T001559.png,data/corrupted/100k_blur_15x15_s5/train/T001559.png,1468,LOW,5%,1
T001570,130961,1822,data/corrupted/100k_blur_15x15_s5/train/T001570.png,data/corrupted/100k_blur_15x15_s5/train/T001570.png,9936,LOW,5%,1
T001593,131166,1822,data/corrupted/100k_blur_15x15_s5/train/T001593.png,data/corrupted/100k_blur_15x15_s5/train/T001593.png,3676,LOW,5%,1
T001595,131353,1822,data/corrupted/100k_blur_15x15_s5/train/T001595.png,data/corrupted/100k_blur_15x15_s5/train/T001595.png,764,LOW,5%,1
T001612,233796,3989,data/corrupted/100k_blur_15x15_s5/train/T001612.png,data/corrupted/100k_blur_15x15_s5/train/T001612.png,9524,LOW,5%,1
T001643,233604,3989,data/corrupted/100k_blur_15x15_s5/train/T001643.png,data/corrupted/100k_blur_15x15_s5/train/T001643.png,6777,LOW,5%,1
T001685,100342,1226,data/corrupted/100k_blur_15x15_s5/train/T001685.png,data/corrupted/100k_blur_15x15_s5/train/T001685.png,6094,LOW,5%,1
T001686,100732,1226,data/corrupted/100k_blur_15x15_s5/train/T001686.png,data/corrupted/100k_blur_15x15_s5/train/T001686.png,9118,LOW,5%,1
T001703,49290,513,data/corrupted/100k_blur_15x15_s5/train/T001703.png,data/corrupted/100k_blur_15x15_s5/train/T001703.png,6271,LOW,5%,1
T001708,49421,513,data/corrupted/100k_blur_15x15_s5/train/T001708.png,data/corrupted/100k_blur_15x15_s5/train/T001708.png,1933,LOW,5%,1
T001716,49472,513,data/corrupted/100k_blur_15x15_s5/train/T001716.png,data/corrupted/100k_blur_15x15_s5/train/T001716.png,6675,LOW,5%,1
T001720,49253,513,data/corrupted/100k_blur_15x15_s5/train/T001720.png,data/corrupted/100k_blur_15x15_s5/train/T001720.png,18,LOW,5%,1
T001723,49653,513,data/corrupted/100k_blur_15x15_s5/train/T001723.png,data/corrupted/100k_blur_15x15_s5/train/T001723.png,9544,LOW,5%,1
T001731,49276,513,data/corrupted/100k_blur_15x15_s5/train/T001731.png,data/corrupted/100k_blur_15x15_s5/train/T001731.png,497,LOW,5%,1
T001749,49345,513,data/corrupted/100k_blur_15x15_s5/train/T001749.png,data/corrupted/100k_blur_15x15_s5/train/T001749.png,2227,LOW,5%,1
T001771,409182,8071,data/corrupted/100k_blur_15x15_s5/train/T001771.png,data/corrupted/100k_blur_15x15_s5/train/T001771.png,1266,LOW,5%,1
T001775,409504,8071,data/corrupted/100k_blur_15x15_s5/train/T001775.png,data/corrupted/100k_blur_15x15_s5/train/T001775.png,2715,LOW,5%,1
T001802,161074,2439,data/corrupted/100k_blur_15x15_s5/train/T001802.png,data/corrupted/100k_blur_15x15_s5/train/T001802.png,8739,LOW,5%,1
T001847,161026,2439,data/corrupted/100k_blur_15x15_s5/train/T001847.png,data/corrupted/100k_blur_15x15_s5/train/T001847.png,9292,LOW,5%,1
T001875,257897,4478,data/corrupted/100k_blur_15x15_s5/train/T001875.png,data/corrupted/100k_blur_15x15_s5/train/T001875.png,578,LOW,5%,1
T001911,318350,5830,data/corrupted/100k_blur_15x15_s5/train/T001911.png,data/corrupted/100k_blur_15x15_s5/train/T001911.png,158,LOW,5%,1
T002040,11446,69,data/corrupted/100k_blur_15x15_s5/train/T002040.png,data/corrupted/100k_blur_15x15_s5/train/T002040.png,9237,LOW,5%,1
T002047,11169,69,data/corrupted/100k_blur_15x15_s5/train/T002047.png,data/corrupted/100k_blur_15x15_s5/train/T002047.png,4486,LOW,5%,1
T002164,176427,2738,data/corrupted/100k_blur_15x15_s5/train/T002164.png,data/corrupted/100k_blur_15x15_s5/train/T002164.png,191,LOW,5%,1
T002187,176621,2738,data/corrupted/100k_blur_15x15_s5/train/T002187.png,data/corrupted/100k_blur_15x15_s5/train/T002187.png,280,LOW,5%,1
T002196,176669,2738,data/corrupted/100k_blur_15x15_s5/train/T002196.png,data/corrupted/100k_blur_15x15_s5/train/T002196.png,2935,LOW,5%,1
T002198,176665,2738,data/corrupted/100k_blur_15x15_s5/train/T002198.png,data/corrupted/100k_blur_15x15_s5/train/T002198.png,524,LOW,5%,1
T002202,300487,5444,data/corrupted/100k_blur_15x15_s5/train/T002202.png,data/corrupted/100k_blur_15x15_s5/train/T002202.png,2644,LOW,5%,1
T002218,300498,5444,data/corrupted/100k_blur_15x15_s5/train/T002218.png,data/corrupted/100k_blur_15x15_s5/train/T002218.png,5408,LOW,5%,1
T002231,300461,5444,data/corrupted/100k_blur_15x15_s5/train/T002231.png,data/corrupted/100k_blur_15x15_s5/train/T002231.png,3007,LOW,5%,1
T002246,300378,5444,data/corrupted/100k_blur_15x15_s5/train/T002246.png,data/corrupted/100k_blur_15x15_s5/train/T002246.png,470,LOW,5%,1
T002255,326883,6023,data/corrupted/100k_blur_15x15_s5/train/T002255.png,data/corrupted/100k_blur_15x15_s5/train/T002255.png,2794,LOW,5%,1
T002275,326759,6023,data/corrupted/100k_blur_15x15_s5/train/T002275.png,data/corrupted/100k_blur_15x15_s5/train/T002275.png,2804,LOW,5%,1
T002277,326945,6023,data/corrupted/100k_blur_15x15_s5/train/T002277.png,data/corrupted/100k_blur_15x15_s5/train/T002277.png,6406,LOW,5%,1
T002283,326815,6023,data/corrupted/100k_blur_15x15_s5/train/T002283.png,data/corrupted/100k_blur_15x15_s5/train/T002283.png,2040,LOW,5%,1
T002284,326909,6023,data/corrupted/100k_blur_15x15_s5/train/T002284.png,data/corrupted/100k_blur_15x15_s5/train/T002284.png,6509,LOW,5%,1
T002299,326992,6023,data/corrupted/100k_blur_15x15_s5/train/T002299.png,data/corrupted/100k_blur_15x15_s5/train/T002299.png,8855,LOW,5%,1
T002347,200680,3274,data/corrupted/100k_blur_15x15_s5/train/T002347.png,data/corrupted/100k_blur_15x15_s5/train/T002347.png,2275,LOW,5%,1
T002366,3143,21,data/corrupted/100k_blur_15x15_s5/train/T002366.png,data/corrupted/100k_blur_15x15_s5/train/T002366.png,6202,LOW,5%,1
T002413,188079,2986,data/corrupted/100k_blur_15x15_s5/train/T002413.png,data/corrupted/100k_blur_15x15_s5/train/T002413.png,6954,LOW,5%,1
T002417,187932,2986,data/corrupted/100k_blur_15x15_s5/train/T002417.png,data/corrupted/100k_blur_15x15_s5/train/T002417.png,1801,LOW,5%,1
T002449,188220,2986,data/corrupted/100k_blur_15x15_s5/train/T002449.png,data/corrupted/100k_blur_15x15_s5/train/T002449.png,2308,LOW,5%,1
T002465,2528,18,data/corrupted/100k_blur_15x15_s5/train/T002465.png,data/corrupted/100k_blur_15x15_s5/train/T002465.png,7925,LOW,5%,1
T002469,2409,18,data/corrupted/100k_blur_15x15_s5/train/T002469.png,data/corrupted/100k_blur_15x15_s5/train/T002469.png,3190,LOW,5%,1
T002492,2652,18,data/corrupted/100k_blur_15x15_s5/train/T002492.png,data/corrupted/100k_blur_15x15_s5/train/T002492.png,148,LOW,5%,1
T002501,9081,47,data/corrupted/100k_blur_15x15_s5/train/T002501.png,data/corrupted/100k_blur_15x15_s5/train/T002501.png,4145,LOW,5%,1
T002522,9249,47,data/corrupted/100k_blur_15x15_s5/train/T002522.png,data/corrupted/100k_blur_15x15_s5/train/T002522.png,5210,LOW,5%,1
T002528,9174,47,data/corrupted/100k_blur_15x15_s5/train/T002528.png,data/corrupted/100k_blur_15x15_s5/train/T002528.png,9519,LOW,5%,1
T002534,9185,47,data/corrupted/100k_blur_15x15_s5/train/T002534.png,data/corrupted/100k_blur_15x15_s5/train/T002534.png,3066,LOW,5%,1
T002548,9297,47,data/corrupted/100k_blur_15x15_s5/train/T002548.png,data/corrupted/100k_blur_15x15_s5/train/T002548.png,2293,LOW,5%,1
T002574,378,3,data/corrupted/100k_blur_15x15_s5/train/T002574.png,data/corrupted/100k_blur_15x15_s5/train/T002574.png,456,LOW,5%,1
T002580,575,3,data/corrupted/100k_blur_15x15_s5/train/T002580.png,data/corrupted/100k_blur_15x15_s5/train/T002580.png,4958,LOW,5%,1
T002583,484,3,data/corrupted/100k_blur_15x15_s5/train/T002583.png,data/corrupted/100k_blur_15x15_s5/train/T002583.png,250,LOW,5%,1
T002632,170753,2639,data/corrupted/100k_blur_15x15_s5/train/T002632.png,data/corrupted/100k_blur_15x15_s5/train/T002632.png,6128,LOW,5%,1
T002657,1917,14,data/corrupted/100k_blur_15x15_s5/train/T002657.png,data/corrupted/100k_blur_15x15_s5/train/T002657.png,7759,LOW,5%,1
T002711,120090,1595,data/corrupted/100k_blur_15x15_s5/train/T002711.png,data/corrupted/100k_blur_15x15_s5/train/T002711.png,647,LOW,5%,1
T002727,120345,1595,data/corrupted/100k_blur_15x15_s5/train/T002727.png,data/corrupted/100k_blur_15x15_s5/train/T002727.png,2987,LOW,5%,1
T002732,120258,1595,data/corrupted/100k_blur_15x15_s5/train/T002732.png,data/corrupted/100k_blur_15x15_s5/train/T002732.png,4706,LOW,5%,1
T002740,120335,1595,data/corrupted/100k_blur_15x15_s5/train/T002740.png,data/corrupted/100k_blur_15x15_s5/train/T002740.png,4682,LOW,5%,1
T002776,251554,4362,data/corrupted/100k_blur_15x15_s5/train/T002776.png,data/corrupted/100k_blur_15x15_s5/train/T002776.png,360,LOW,5%,1
T002794,251589,4362,data/corrupted/100k_blur_15x15_s5/train/T002794.png,data/corrupted/100k_blur_15x15_s5/train/T002794.png,2554,LOW,5%,1
T002797,251743,4362,data/corrupted/100k_blur_15x15_s5/train/T002797.png,data/corrupted/100k_blur_15x15_s5/train/T002797.png,9199,LOW,5%,1
T002811,122527,1649,data/corrupted/100k_blur_15x15_s5/train/T002811.png,data/corrupted/100k_blur_15x15_s5/train/T002811.png,9241,LOW,5%,1
T002878,140787,2027,data/corrupted/100k_blur_15x15_s5/train/T002878.png,data/corrupted/100k_blur_15x15_s5/train/T002878.png,7987,LOW,5%,1
T002884,140812,2027,data/corrupted/100k_blur_15x15_s5/train/T002884.png,data/corrupted/100k_blur_15x15_s5/train/T002884.png,383,LOW,5%,1
T002910,33813,291,data/corrupted/100k_blur_15x15_s5/train/T002910.png,data/corrupted/100k_blur_15x15_s5/train/T002910.png,599,LOW,5%,1
T002923,33960,291,data/corrupted/100k_blur_15x15_s5/train/T002923.png,data/corrupted/100k_blur_15x15_s5/train/T002923.png,1204,LOW,5%,1
T002932,33684,291,data/corrupted/100k_blur_15x15_s5/train/T002932.png,data/corrupted/100k_blur_15x15_s5/train/T002932.png,1603,LOW,5%,1
T002967,249459,4312,data/corrupted/100k_blur_15x15_s5/train/T002967.png,data/corrupted/100k_blur_15x15_s5/train/T002967.png,7115,LOW,5%,1
T002975,249361,4312,data/corrupted/100k_blur_15x15_s5/train/T002975.png,data/corrupted/100k_blur_15x15_s5/train/T002975.png,4646,LOW,5%,1
T002988,249258,4312,data/corrupted/100k_blur_15x15_s5/train/T002988.png,data/corrupted/100k_blur_15x15_s5/train/T002988.png,1122,LOW,5%,1
T003020,248341,4290,data/corrupted/100k_blur_15x15_s5/train/T003020.png,data/corrupted/100k_blur_15x15_s5/train/T003020.png,385,LOW,5%,1
T003024,247990,4290,data/corrupted/100k_blur_15x15_s5/train/T003024.png,data/corrupted/100k_blur_15x15_s5/train/T003024.png,7372,LOW,5%,1
T003029,248095,4290,data/corrupted/100k_blur_15x15_s5/train/T003029.png,data/corrupted/100k_blur_15x15_s5/train/T003029.png,1466,LOW,5%,1
T003079,171099,2644,data/corrupted/100k_blur_15x15_s5/train/T003079.png,data/corrupted/100k_blur_15x15_s5/train/T003079.png,1008,LOW,5%,1
T003088,171028,2644,data/corrupted/100k_blur_15x15_s5/train/T003088.png,data/corrupted/100k_blur_15x15_s5/train/T003088.png,7529,LOW,5%,1
T003126,327928,6049,data/corrupted/100k_blur_15x15_s5/train/T003126.png,data/corrupted/100k_blur_15x15_s5/train/T003126.png,4329,LOW,5%,1
T003132,328249,6049,data/corrupted/100k_blur_15x15_s5/train/T003132.png,data/corrupted/100k_blur_15x15_s5/train/T003132.png,238,LOW,5%,1
T003138,328103,6049,data/corrupted/100k_blur_15x15_s5/train/T003138.png,data/corrupted/100k_blur_15x15_s5/train/T003138.png,3479,LOW,5%,1
T003173,83017,1005,data/corrupted/100k_blur_15x15_s5/train/T003173.png,data/corrupted/100k_blur_15x15_s5/train/T003173.png,2243,LOW,5%,1
T003199,82963,1005,data/corrupted/100k_blur_15x15_s5/train/T003199.png,data/corrupted/100k_blur_15x15_s5/train/T003199.png,863,LOW,5%,1
T003245,165363,2526,data/corrupted/100k_blur_15x15_s5/train/T003245.png,data/corrupted/100k_blur_15x15_s5/train/T003245.png,787,LOW,5%,1
T003246,165168,2526,data/corrupted/100k_blur_15x15_s5/train/T003246.png,data/corrupted/100k_blur_15x15_s5/train/T003246.png,808,LOW,5%,1
T003261,301169,5447,data/corrupted/100k_blur_15x15_s5/train/T003261.png,data/corrupted/100k_blur_15x15_s5/train/T003261.png,1791,LOW,5%,1
T003265,301056,5447,data/corrupted/100k_blur_15x15_s5/train/T003265.png,data/corrupted/100k_blur_15x15_s5/train/T003265.png,4844,LOW,5%,1
T003355,83769,1014,data/corrupted/100k_blur_15x15_s5/train/T003355.png,data/corrupted/100k_blur_15x15_s5/train/T003355.png,8715,LOW,5%,1
T003363,83831,1014,data/corrupted/100k_blur_15x15_s5/train/T003363.png,data/corrupted/100k_blur_15x15_s5/train/T003363.png,89,LOW,5%,1
T003378,83815,1014,data/corrupted/100k_blur_15x15_s5/train/T003378.png,data/corrupted/100k_blur_15x15_s5/train/T003378.png,3729,LOW,5%,1
T003407,58052,626,data/corrupted/100k_blur_15x15_s5/train/T003407.png,data/corrupted/100k_blur_15x15_s5/train/T003407.png,976,LOW,5%,1
T003423,58027,626,data/corrupted/100k_blur_15x15_s5/train/T003423.png,data/corrupted/100k_blur_15x15_s5/train/T003423.png,8545,LOW,5%,1
T003431,57836,626,data/corrupted/100k_blur_15x15_s5/train/T003431.png,data/corrupted/100k_blur_15x15_s5/train/T003431.png,6332,LOW,5%,1
T003433,57874,626,data/corrupted/100k_blur_15x15_s5/train/T003433.png,data/corrupted/100k_blur_15x15_s5/train/T003433.png,5991,LOW,5%,1
T003441,57835,626,data/corrupted/100k_blur_15x15_s5/train/T003441.png,data/corrupted/100k_blur_15x15_s5/train/T003441.png,8751,LOW,5%,1
T003443,57738,626,data/corrupted/100k_blur_15x15_s5/train/T003443.png,data/corrupted/100k_blur_15x15_s5/train/T003443.png,4064,LOW,5%,1
T003467,142268,2059,data/corrupted/100k_blur_15x15_s5/train/T003467.png,data/corrupted/100k_blur_15x15_s5/train/T003467.png,1422,LOW,5%,1
T003471,142468,2059,data/corrupted/100k_blur_15x15_s5/train/T003471.png,data/corrupted/100k_blur_15x15_s5/train/T003471.png,267,LOW,5%,1
T003472,142355,2059,data/corrupted/100k_blur_15x15_s5/train/T003472.png,data/corrupted/100k_blur_15x15_s5/train/T003472.png,7088,LOW,5%,1
T003474,142411,2059,data/corrupted/100k_blur_15x15_s5/train/T003474.png,data/corrupted/100k_blur_15x15_s5/train/T003474.png,4208,LOW,5%,1
T003502,358367,6723,data/corrupted/100k_blur_15x15_s5/train/T003502.png,data/corrupted/100k_blur_15x15_s5/train/T003502.png,3926,LOW,5%,1
T003508,358530,6723,data/corrupted/100k_blur_15x15_s5/train/T003508.png,data/corrupted/100k_blur_15x15_s5/train/T003508.png,7542,LOW,5%,1
T003550,362492,6811,data/corrupted/100k_blur_15x15_s5/train/T003550.png,data/corrupted/100k_blur_15x15_s5/train/T003550.png,7940,LOW,5%,1
T003590,362439,6811,data/corrupted/100k_blur_15x15_s5/train/T003590.png,data/corrupted/100k_blur_15x15_s5/train/T003590.png,4670,LOW,5%,1
T003620,320949,5889,data/corrupted/100k_blur_15x15_s5/train/T003620.png,data/corrupted/100k_blur_15x15_s5/train/T003620.png,2626,LOW,5%,1
T003650,305827,5547,data/corrupted/100k_blur_15x15_s5/train/T003650.png,data/corrupted/100k_blur_15x15_s5/train/T003650.png,8867,LOW,5%,1
T003682,305665,5547,data/corrupted/100k_blur_15x15_s5/train/T003682.png,data/corrupted/100k_blur_15x15_s5/train/T003682.png,4096,LOW,5%,1
T003684,305846,5547,data/corrupted/100k_blur_15x15_s5/train/T003684.png,data/corrupted/100k_blur_15x15_s5/train/T003684.png,10195,LOW,5%,1
T003696,305753,5547,data/corrupted/100k_blur_15x15_s5/train/T003696.png,data/corrupted/100k_blur_15x15_s5/train/T003696.png,4431,LOW,5%,1
T003701,421344,8401,data/corrupted/100k_blur_15x15_s5/train/T003701.png,data/corrupted/100k_blur_15x15_s5/train/T003701.png,596,LOW,5%,1
T003721,421190,8401,data/corrupted/100k_blur_15x15_s5/train/T003721.png,data/corrupted/100k_blur_15x15_s5/train/T003721.png,760,LOW,5%,1
T003734,421023,8401,data/corrupted/100k_blur_15x15_s5/train/T003734.png,data/corrupted/100k_blur_15x15_s5/train/T003734.png,10293,LOW,5%,1
T003776,37376,343,data/corrupted/100k_blur_15x15_s5/train/T003776.png,data/corrupted/100k_blur_15x15_s5/train/T003776.png,1727,LOW,5%,1
