image_id,true_identity,assigned_identity,noise_level,seed
T006607,3056,6606,5%,42
T006610,3056,3609,5%,42
T006658,46,1798,5%,42
T006674,46,6030,5%,42
T006705,4469,6059,5%,42
T006713,4469,1994,5%,42
T006801,7334,448,5%,42
T006845,7334,235,5%,42
T006861,852,863,5%,42
T006864,852,7049,5%,42
T006907,1168,903,5%,42
T006925,1168,1468,5%,42
T006928,1168,7372,5%,42
T006932,1168,5994,5%,42
T006958,2042,3611,5%,42
T006989,2042,5963,5%,42
T007011,6284,6513,5%,42
T007017,6284,226,5%,42
T007047,6284,1399,5%,42
T007068,7018,137,5%,42
T007110,3774,1223,5%,42
T007117,3774,926,5%,42
T007122,3774,5879,5%,42
T007166,4603,1379,5%,42
T007168,4603,1306,5%,42
T007171,4603,266,5%,42
T007185,4603,6796,5%,42
T007238,2881,5233,5%,42
T007244,2881,629,5%,42
T007252,3451,5746,5%,42
T007261,3451,7333,5%,42
T007273,3451,4048,5%,42
T007291,3451,3456,5%,42
T007321,1040,3003,5%,42
T007330,1040,168,5%,42
T007361,2842,9351,5%,42
T007409,6909,2434,5%,42
T007432,6909,1179,5%,42
T007436,6909,7673,5%,42
T007471,863,5368,5%,42
T007488,863,3459,5%,42
T007497,863,6796,5%,42
T007519,386,6754,5%,42
T007538,386,4862,5%,42
T007558,5708,5009,5%,42
T007646,871,1243,5%,42
T007666,359,1039,5%,42
T007688,359,1613,5%,42
T007727,7645,5985,5%,42
T007762,1183,9175,5%,42
T007768,1183,5944,5%,42
T007807,7031,9833,5%,42
T007826,7031,4285,5%,42
T007830,7031,6897,5%,42
T007848,7031,3708,5%,42
T007871,22,71,5%,42
T007945,2023,1008,5%,42
T007949,2023,155,5%,42
T007958,843,7766,5%,42
T007984,843,8401,5%,42
T007985,843,5592,5%,42
T008016,5086,7981,5%,42
T008025,5086,5319,5%,42
T008030,5086,3012,5%,42
T008077,5748,3585,5%,42
T008108,178,985,5%,42
T008139,178,2794,5%,42
T008157,1048,1102,5%,42
T008188,1048,3749,5%,42
T008189,1048,9952,5%,42
T008231,1150,6500,5%,42
T008237,1150,155,5%,42
T008257,9833,8664,5%,42
T008295,9833,291,5%,42
T008302,986,609,5%,42
T008329,986,607,5%,42
T008334,986,4489,5%,42
T008341,986,5610,5%,42
T008353,467,3232,5%,42
T008355,467,43,5%,42
T008362,467,8507,5%,42
T008401,6891,10188,5%,42
T008407,6891,12,5%,42
T008456,2397,684,5%,42
T008474,2397,5408,5%,42
T008475,2397,5120,5%,42
T008535,3134,3464,5%,42
T008540,3134,5627,5%,42
T008568,5834,8922,5%,42
T008596,5834,532,5%,42
T008597,5834,1005,5%,42
T008602,5944,3956,5%,42
T008606,5944,2023,5%,42
T008650,5225,7811,5%,42
T008666,5225,6709,5%,42
T008682,5225,8691,5%,42
T008698,5225,1891,5%,42
T008704,105,9351,5%,42
T008712,105,690,5%,42
T008783,976,2558,5%,42
T008788,976,4232,5%,42
T008863,3954,3927,5%,42
T008865,3954,2471,5%,42
T008881,3954,1130,5%,42
T008883,3954,1292,5%,42
T008897,3954,3610,5%,42
T008912,8855,8089,5%,42
T008914,8855,18,5%,42
T008935,8855,616,5%,42
T008936,8855,2637,5%,42
T008942,8855,2275,5%,42
T008951,31,7803,5%,42
T008964,31,1061,5%,42
T008992,31,5726,5%,42
T009009,404,2418,5%,42
T009019,404,2719,5%,42
T009020,404,589,5%,42
T009028,404,4432,5%,42
T009060,532,9272,5%,42
T009085,532,6558,5%,42
T009106,76,1088,5%,42
T009162,612,4888,5%,42
T009168,612,6334,5%,42
T009180,612,9512,5%,42
T009186,612,6374,5%,42
T009189,612,2881,5%,42
T009217,3982,509,5%,42
T009262,1668,9849,5%,42
T009283,1668,2493,5%,42
T009287,1668,998,5%,42
T009318,2420,529,5%,42
T009321,2420,5368,5%,42
T009334,2420,3524,5%,42
T009415,1197,2581,5%,42
T009419,1197,3366,5%,42
T009430,1197,7724,5%,42
T009453,2374,3330,5%,42
T009464,2374,2434,5%,42
T009502,206,5004,5%,42
T009505,206,8236,5%,42
T009512,206,4364,5%,42
T009515,206,10101,5%,42
T009517,206,3366,5%,42
T009518,206,1196,5%,42
T009540,206,4506,5%,42
T009552,5326,7357,5%,42
T009555,5326,5744,5%,42
T009592,5326,2964,5%,42
T009671,1241,54,5%,42
T009674,1241,4693,5%,42
T009684,1241,5587,5%,42
T009707,5713,4312,5%,42
T009734,5713,3469,5%,42
T009737,5713,2527,5%,42
T009757,6353,9082,5%,42
T009779,6353,1180,5%,42
T009785,6353,8207,5%,42
T009837,8,1188,5%,42
T009844,8,5937,5%,42
T009916,1123,8505,5%,42
T009952,277,4978,5%,42
T009963,277,125,5%,42
T009965,277,4210,5%,42
T009968,277,8926,5%,42
T010012,2575,880,5%,42
T010040,2575,1362,5%,42
T010076,101,609,5%,42
T010087,101,2042,5%,42
T010101,372,7630,5%,42
T010123,372,233,5%,42
T010148,372,8732,5%,42
T010192,6014,1938,5%,42
T010201,554,1168,5%,42
T010206,554,6409,5%,42
T010210,554,5643,5%,42
T010231,554,614,5%,42
T010237,554,3503,5%,42
T010250,899,6332,5%,42
T010272,899,90,5%,42
T010279,899,5812,5%,42
T010288,899,4420,5%,42
T010302,1082,7996,5%,42
T010317,1082,688,5%,42
T010346,1082,2608,5%,42
T010360,6079,1292,5%,42
T010369,6079,5955,5%,42
T010395,6079,1036,5%,42
T010412,97,56,5%,42
T010418,97,592,5%,42
T010446,97,8198,5%,42
T010452,764,1664,5%,42
T010478,764,571,5%,42
T010482,764,860,5%,42
T010546,587,9731,5%,42
T010570,858,1718,5%,42
T010572,858,2715,5%,42
T010607,1769,9771,5%,42
T010621,1769,256,5%,42
T010624,1769,9292,5%,42
T010631,1769,3914,5%,42
T010636,1769,207,5%,42
T010676,2584,4362,5%,42
T010682,2584,5510,5%,42
T010700,190,5366,5%,42
T010712,190,1574,5%,42
T010714,190,7951,5%,42
T010723,190,3928,5%,42
T010727,190,7724,5%,42
T010733,190,341,5%,42
T010768,3165,4416,5%,42
T010780,3165,8324,5%,42
T010815,4969,2121,5%,42
T010853,238,3259,5%,42
T010868,238,27,5%,42
T010869,238,10333,5%,42
T010890,238,6622,5%,42
T010950,4088,2085,5%,42
T010955,4088,2136,5%,42
T010957,4088,1299,5%,42
T010998,4088,4227,5%,42
T011002,5618,1031,5%,42
T011024,5618,145,5%,42
T011037,5618,6125,5%,42
T011067,203,1023,5%,42
T011079,203,49,5%,42
T011100,231,341,5%,42
T011125,231,953,5%,42
T011146,231,8573,5%,42
T011174,237,2961,5%,42
T011201,32,2526,5%,42
T011211,32,2697,5%,42
T011251,455,5393,5%,42
T011252,455,165,5%,42
T011282,455,8882,5%,42
T011326,1545,4537,5%,42
T011374,6934,637,5%,42
T011376,6934,2182,5%,42
T011381,6934,86,5%,42
T011383,6934,800,5%,42
T011387,6934,183,5%,42
T011409,763,714,5%,42
T011438,763,1524,5%,42
T011440,763,4546,5%,42
T011447,763,3884,5%,42
T011461,1629,7970,5%,42
T011533,5725,7849,5%,42
T011535,5725,10028,5%,42
T011540,5725,8866,5%,42
T011550,148,2787,5%,42
T011556,148,1361,5%,42
T011604,5500,3177,5%,42
T011668,5714,220,5%,42
T011678,5714,4285,5%,42
T011695,5714,3609,5%,42
T011710,5957,2446,5%,42
T011729,5957,7518,5%,42
T011794,384,1310,5%,42
T011795,384,6365,5%,42
T011824,2274,2719,5%,42
T011920,6119,4649,5%,42
T011943,6119,3470,5%,42
T011946,6119,2918,5%,42
T011968,8542,7610,5%,42
T011997,8542,6433,5%,42
T012010,9524,6513,5%,42
T012019,9524,6601,5%,42
T012031,9524,1514,5%,42
T012069,4982,370,5%,42
T012082,4982,254,5%,42
T012085,4982,704,5%,42
T012139,4178,3690,5%,42
T012198,6689,231,5%,42
T012214,7099,9323,5%,42
T012284,173,8399,5%,42
T012286,173,199,5%,42
T012301,392,1087,5%,42
T012303,392,2347,5%,42
T012305,392,209,5%,42
T012342,392,5671,5%,42
T012346,392,998,5%,42
T012353,2676,6094,5%,42
T012371,2676,7389,5%,42
T012396,2676,9063,5%,42
T012409,4862,84,5%,42
T012429,4862,6325,5%,42
T012487,6325,3457,5%,42
T012489,6325,5725,5%,42
T012494,6325,3272,5%,42
T012496,6325,8203,5%,42
T012588,209,2244,5%,42
T012592,209,196,5%,42
T012603,881,544,5%,42
T012614,881,9377,5%,42
T012630,881,6970,5%,42
T012645,881,974,5%,42
T012654,24,9853,5%,42
T012664,24,2289,5%,42
T012679,24,2108,5%,42
T012704,170,1204,5%,42
T012707,170,10120,5%,42
T012722,170,5171,5%,42
T012770,217,6811,5%,42
T012786,217,7894,5%,42
T012828,1084,3693,5%,42
T012837,1084,1649,5%,42
T012839,1084,6115,5%,42
T012840,1084,654,5%,42
T012846,1084,7422,5%,42
T012870,5926,217,5%,42
T012892,5926,858,5%,42
T012900,7359,9731,5%,42
T012944,7359,8507,5%,42
T012953,1784,3708,5%,42
T012979,1784,886,5%,42
T012991,1784,6373,5%,42
T012998,1784,3941,5%,42
T013005,5582,2107,5%,42
T013036,5582,975,5%,42
T013041,5582,5393,5%,42
T013124,4955,6743,5%,42
T013134,4955,9168,5%,42
T013154,1501,860,5%,42
T013160,1501,1848,5%,42
T013167,1501,5624,5%,42
T013183,1501,3456,5%,42
T013190,1501,3941,5%,42
T013192,1501,6514,5%,42
T013214,3118,5982,5%,42
T013253,3503,1755,5%,42
T013259,3503,2165,5%,42
T013268,3503,5065,5%,42
T013269,3503,5287,5%,42
T013272,3503,5312,5%,42
T013278,3503,1337,5%,42
T013288,3503,3088,5%,42
T013294,3503,5094,5%,42
T013318,6682,6575,5%,42
T013327,6682,8399,5%,42
T013340,6682,2646,5%,42
T013358,198,244,5%,42
T013360,198,7069,5%,42
T013367,198,684,5%,42
T013383,198,435,5%,42
T013407,1222,4393,5%,42
T013411,1222,3224,5%,42
T013415,1222,7845,5%,42
T013504,1918,595,5%,42
T013529,1918,4151,5%,42
T013546,1918,2243,5%,42
T013577,7300,7167,5%,42
T013598,7300,4393,5%,42
T013618,8700,2650,5%,42
T013651,3884,2549,5%,42
T013654,3884,365,5%,42
T013656,3884,4847,5%,42
T013657,3884,8617,5%,42
T013659,3884,2707,5%,42
T013664,3884,3524,5%,42
T013691,3884,5322,5%,42
T013702,3407,412,5%,42
T013723,3407,1306,5%,42
T013738,3407,858,5%,42
T013742,3407,3006,5%,42
T013783,8712,1250,5%,42
T013798,8712,464,5%,42
T013810,6349,5436,5%,42
T013826,6349,1039,5%,42
T013829,6349,2023,5%,42
T013844,6349,9941,5%,42
T013851,254,341,5%,42
T013855,254,7031,5%,42
T013870,254,573,5%,42
T013893,254,4312,5%,42
T013901,562,1523,5%,42
T013907,562,2510,5%,42
T013939,562,2526,5%,42
T013953,2875,2374,5%,42
T013971,2875,5048,5%,42
T013999,2875,5048,5%,42
T014011,5015,3989,5%,42
T014042,5015,159,5%,42
T014050,5120,4207,5%,42
T014053,5120,6079,5%,42
T014070,5120,1131,5%,42
T014093,5120,5364,5%,42
T014108,7402,3450,5%,42
T014154,1867,8381,5%,42
T014221,385,2733,5%,42
T014224,385,2059,5%,42
T014236,385,480,5%,42
T014252,473,764,5%,42
T014256,473,3609,5%,42
T014257,473,1240,5%,42
T014260,473,3973,5%,42
T014268,473,6238,5%,42
T014278,473,210,5%,42
T014295,473,1499,5%,42
T014303,638,2314,5%,42
T014332,638,172,5%,42
T014362,7030,4376,5%,42
T014373,7030,6750,5%,42
T014375,7030,2600,5%,42
T014418,2432,1130,5%,42
T014457,6181,8496,5%,42
T014460,6181,5812,5%,42
T014470,6181,5026,5%,42
T014473,6181,8663,5%,42
T014486,6181,3588,5%,42
T014496,6181,243,5%,42
T014545,9940,7665,5%,42
T014554,36,464,5%,42
T014586,36,1876,5%,42
T014597,36,2004,5%,42
T014629,6193,3153,5%,42
T014637,6193,2656,5%,42
T014655,157,9638,5%,42
T014671,157,173,5%,42
T014690,157,6151,5%,42
T014695,157,9118,5%,42
T014706,774,3759,5%,42
T014707,774,581,5%,42
T014757,3326,6747,5%,42
T014774,3326,3274,5%,42
T014785,3326,3114,5%,42
T014832,378,413,5%,42
T014867,458,2966,5%,42
T014872,458,7411,5%,42
T014895,458,3351,5%,42
T014904,9199,2112,5%,42
T014913,9199,6045,5%,42
T014915,9199,4955,5%,42
T014963,128,1867,5%,42
T014996,128,1838,5%,42
T015093,4347,3491,5%,42
T015112,33,177,5%,42
T015148,33,2271,5%,42
T015159,524,8664,5%,42
T015221,821,2059,5%,42
T015223,821,6172,5%,42
T015245,821,7987,5%,42
T015325,38,4649,5%,42
T015331,38,2042,5%,42
T015338,38,637,5%,42
T015345,38,6622,5%,42
T015380,58,943,5%,42
T015387,58,3516,5%,42
T015405,8857,10231,5%,42
T015420,8857,637,5%,42
T015432,8857,966,5%,42
T015437,8857,4325,5%,42
T015444,8857,2,5%,42
T015466,477,6573,5%,42
T015468,477,5042,5%,42
T015469,477,9118,5%,42
T015480,477,10122,5%,42
T015494,477,5769,5%,42
T015498,477,71,5%,42
T015499,477,3467,5%,42
T015556,5416,1802,5%,42
T015574,5416,3296,5%,42
T015575,5416,85,5%,42
T015599,5416,3690,5%,42
T015619,6709,258,5%,42
T015621,6709,311,5%,42
T015632,6709,4762,5%,42
T015652,1457,7226,5%,42
T015697,1457,6059,5%,42
T015711,174,3139,5%,42
T015805,2446,975,5%,42
T015816,2446,2194,5%,42
T015851,3520,6594,5%,42
T015891,3520,9833,5%,42
T015921,8819,5656,5%,42
T015946,8819,1202,5%,42
T015947,8819,2787,5%,42
T015963,245,4207,5%,42
T015968,245,3052,5%,42
T016062,1215,8542,5%,42
T016069,1215,1422,5%,42
T016077,1215,587,5%,42
T016140,3591,6063,5%,42
T016141,3591,2417,5%,42
T016168,3927,2240,5%,42
T016170,3927,238,5%,42
T016178,3927,4139,5%,42
T016181,3927,340,5%,42
T016195,3927,2710,5%,42
T016216,5320,6370,5%,42
T016226,5320,3936,5%,42
T016276,165,562,5%,42
T016284,165,179,5%,42
T016328,868,1398,5%,42
T016406,84,473,5%,42
T016417,84,2786,5%,42
T016455,251,4724,5%,42
T016465,251,2509,5%,42
T016493,251,5927,5%,42
T016494,251,233,5%,42
T016506,8075,7913,5%,42
T016592,2956,6520,5%,42
T016596,2956,3016,5%,42
T016624,5278,571,5%,42
T016648,5278,1236,5%,42
T016703,8778,4847,5%,42
T016723,8778,6622,5%,42
T016755,51,763,5%,42
T016767,51,5926,5%,42
T016777,51,5624,5%,42
T016785,51,5048,5%,42
T016839,659,5438,5%,42
T016840,659,7801,5%,42
T016846,659,5377,5%,42
T016879,1931,4169,5%,42
T016898,1931,118,5%,42
T016902,2164,5678,5%,42
T016925,2164,953,5%,42
T016932,2164,2108,5%,42
T016954,3761,6664,5%,42
T016979,3761,10080,5%,42
T017008,5549,5239,5%,42
T017057,5563,1215,5%,42
T017066,5563,3693,5%,42
T017069,5563,9119,5%,42
T017071,5563,881,5%,42
T017092,5563,7991,5%,42
T017105,35,168,5%,42
T017161,673,386,5%,42
T017193,673,5527,5%,42
T017202,3434,819,5%,42
T017243,3434,9124,5%,42
T017257,4193,8088,5%,42
T017258,4193,2964,5%,42
T017261,4193,290,5%,42
T017275,4193,3069,5%,42
T017276,4193,4027,5%,42
T017279,4193,5292,5%,42
T017302,4508,284,5%,42
T017314,4508,6023,5%,42
T017338,4508,3470,5%,42
T017415,2100,6261,5%,42
T017471,2329,6890,5%,42
T017484,2329,5879,5%,42
T017525,3348,129,5%,42
T017552,4537,1207,5%,42
T017592,4537,2715,5%,42
T017632,4622,1005,5%,42
T017672,923,2166,5%,42
T017690,923,1093,5%,42
T017691,923,6960,5%,42
T017696,923,7913,5%,42
T017717,412,1031,5%,42
T017745,412,2875,5%,42
T017753,5987,370,5%,42
T017770,5987,7601,5%,42
T017805,2444,6193,5%,42
T017820,2444,5744,5%,42
T017830,2444,4732,5%,42
T017855,3863,5987,5%,42
T017862,3863,8198,5%,42
T017863,3863,5708,5%,42
T017905,7803,6840,5%,42
T017983,654,4783,5%,42
T017992,654,6558,5%,42
T018019,2657,2000,5%,42
T018044,2657,3517,5%,42
T018047,2657,3954,5%,42
T018051,3715,3398,5%,42
T018054,3715,7120,5%,42
T018144,4706,3871,5%,42
T018166,4847,7432,5%,42
T018174,4847,184,5%,42
T018205,295,1866,5%,42
T018305,7389,8859,5%,42
T018377,9254,3154,5%,42
T018386,9254,4949,5%,42
T018403,585,8022,5%,42
T018434,585,3863,5%,42
T018439,585,2902,5%,42
T018452,1056,4387,5%,42
T018453,1056,1264,5%,42
T018454,1056,2867,5%,42
T018461,1056,6374,5%,42
T018469,1056,3158,5%,42
T018491,1056,3479,5%,42
T018492,1056,2319,5%,42
T018521,3585,2040,5%,42
T018544,3585,3326,5%,42
T018567,6638,2034,5%,42
T018620,6647,6274,5%,42
T018679,749,4969,5%,42
T018690,749,6631,5%,42
T018748,1574,2080,5%,42
T018753,2331,275,5%,42
T018790,2331,2938,5%,42
T018818,5084,8855,5%,42
T018822,5084,6271,5%,42
T018828,5084,1188,5%,42
T018869,5366,5326,5%,42
T018889,5366,677,5%,42
T018930,1801,372,5%,42
T018941,1801,5549,5%,42
T018969,3708,4111,5%,42
T018978,3708,6090,5%,42
T018997,3708,330,5%,42
T019006,3741,980,5%,42
T019008,3741,8532,5%,42
T019058,4489,2549,5%,42
T019059,4489,4215,5%,42
T019066,4489,5736,5%,42
T019113,6692,4790,5%,42
T019142,6692,4431,5%,42
T019153,496,1523,5%,42
T019161,496,704,5%,42
T019163,496,6970,5%,42
T019178,496,3586,5%,42
T019231,5177,5446,5%,42
T019242,5177,4968,5%,42
T019253,6602,3012,5%,42
T019264,6602,2613,5%,42
