image_id,image_path,low_quality_path,true_identity
T000062,data/splits/100k/images/train/T000062.png,data/corrupted/100k_blur_15x15_s5/train/T000062.png,3410
T000063,data/splits/100k/images/train/T000063.png,data/corrupted/100k_blur_15x15_s5/train/T000063.png,3410
T000064,data/splits/100k/images/train/T000064.png,data/corrupted/100k_blur_15x15_s5/train/T000064.png,3410
T000065,data/splits/100k/images/train/T000065.png,data/corrupted/100k_blur_15x15_s5/train/T000065.png,3410
T000066,data/splits/100k/images/train/T000066.png,data/corrupted/100k_blur_15x15_s5/train/T000066.png,3410
T000067,data/splits/100k/images/train/T000067.png,data/corrupted/100k_blur_15x15_s5/train/T000067.png,3410
T000068,data/splits/100k/images/train/T000068.png,data/corrupted/100k_blur_15x15_s5/train/T000068.png,3410
T000069,data/splits/100k/images/train/T000069.png,data/corrupted/100k_blur_15x15_s5/train/T000069.png,3410
T000070,data/splits/100k/images/train/T000070.png,data/corrupted/100k_blur_15x15_s5/train/T000070.png,3410
T000071,data/splits/100k/images/train/T000071.png,data/corrupted/100k_blur_15x15_s5/train/T000071.png,3410
T000072,data/splits/100k/images/train/T000072.png,data/corrupted/100k_blur_15x15_s5/train/T000072.png,3410
T000073,data/splits/100k/images/train/T000073.png,data/corrupted/100k_blur_15x15_s5/train/T000073.png,3410
T000074,data/splits/100k/images/train/T000074.png,data/corrupted/100k_blur_15x15_s5/train/T000074.png,3410
T000075,data/splits/100k/images/train/T000075.png,data/corrupted/100k_blur_15x15_s5/train/T000075.png,3410
T000076,data/splits/100k/images/train/T000076.png,data/corrupted/100k_blur_15x15_s5/train/T000076.png,3410
T000077,data/splits/100k/images/train/T000077.png,data/corrupted/100k_blur_15x15_s5/train/T000077.png,3410
T000078,data/splits/100k/images/train/T000078.png,data/corrupted/100k_blur_15x15_s5/train/T000078.png,3410
T000079,data/splits/100k/images/train/T000079.png,data/corrupted/100k_blur_15x15_s5/train/T000079.png,3410
T000080,data/splits/100k/images/train/T000080.png,data/corrupted/100k_blur_15x15_s5/train/T000080.png,3410
T000081,data/splits/100k/images/train/T000081.png,data/corrupted/100k_blur_15x15_s5/train/T000081.png,3410
T000082,data/splits/100k/images/train/T000082.png,data/corrupted/100k_blur_15x15_s5/train/T000082.png,3410
T000083,data/splits/100k/images/train/T000083.png,data/corrupted/100k_blur_15x15_s5/train/T000083.png,3410
T000084,data/splits/100k/images/train/T000084.png,data/corrupted/100k_blur_15x15_s5/train/T000084.png,3410
T000085,data/splits/100k/images/train/T000085.png,data/corrupted/100k_blur_15x15_s5/train/T000085.png,3410
T000086,data/splits/100k/images/train/T000086.png,data/corrupted/100k_blur_15x15_s5/train/T000086.png,3410
T000087,data/splits/100k/images/train/T000087.png,data/corrupted/100k_blur_15x15_s5/train/T000087.png,3410
T000088,data/splits/100k/images/train/T000088.png,data/corrupted/100k_blur_15x15_s5/train/T000088.png,3410
T000089,data/splits/100k/images/train/T000089.png,data/corrupted/100k_blur_15x15_s5/train/T000089.png,3410
T000090,data/splits/100k/images/train/T000090.png,data/corrupted/100k_blur_15x15_s5/train/T000090.png,3410
T000091,data/splits/100k/images/train/T000091.png,data/corrupted/100k_blur_15x15_s5/train/T000091.png,3410
T000092,data/splits/100k/images/train/T000092.png,data/corrupted/100k_blur_15x15_s5/train/T000092.png,3410
T000093,data/splits/100k/images/train/T000093.png,data/corrupted/100k_blur_15x15_s5/train/T000093.png,3410
T000094,data/splits/100k/images/train/T000094.png,data/corrupted/100k_blur_15x15_s5/train/T000094.png,3410
T000095,data/splits/100k/images/train/T000095.png,data/corrupted/100k_blur_15x15_s5/train/T000095.png,3410
T000096,data/splits/100k/images/train/T000096.png,data/corrupted/100k_blur_15x15_s5/train/T000096.png,3410
T000097,data/splits/100k/images/train/T000097.png,data/corrupted/100k_blur_15x15_s5/train/T000097.png,3410
T000098,data/splits/100k/images/train/T000098.png,data/corrupted/100k_blur_15x15_s5/train/T000098.png,3410
T000099,data/splits/100k/images/train/T000099.png,data/corrupted/100k_blur_15x15_s5/train/T000099.png,3410
T000100,data/splits/100k/images/train/T000100.png,data/corrupted/100k_blur_15x15_s5/train/T000100.png,138
T000101,data/splits/100k/images/train/T000101.png,data/corrupted/100k_blur_15x15_s5/train/T000101.png,138
T000102,data/splits/100k/images/train/T000102.png,data/corrupted/100k_blur_15x15_s5/train/T000102.png,138
T000103,data/splits/100k/images/train/T000103.png,data/corrupted/100k_blur_15x15_s5/train/T000103.png,138
T000104,data/splits/100k/images/train/T000104.png,data/corrupted/100k_blur_15x15_s5/train/T000104.png,138
T000105,data/splits/100k/images/train/T000105.png,data/corrupted/100k_blur_15x15_s5/train/T000105.png,138
T000106,data/splits/100k/images/train/T000106.png,data/corrupted/100k_blur_15x15_s5/train/T000106.png,138
T000107,data/splits/100k/images/train/T000107.png,data/corrupted/100k_blur_15x15_s5/train/T000107.png,138
T000108,data/splits/100k/images/train/T000108.png,data/corrupted/100k_blur_15x15_s5/train/T000108.png,138
T000109,data/splits/100k/images/train/T000109.png,data/corrupted/100k_blur_15x15_s5/train/T000109.png,138
T000110,data/splits/100k/images/train/T000110.png,data/corrupted/100k_blur_15x15_s5/train/T000110.png,138
T000111,data/splits/100k/images/train/T000111.png,data/corrupted/100k_blur_15x15_s5/train/T000111.png,138
T000112,data/splits/100k/images/train/T000112.png,data/corrupted/100k_blur_15x15_s5/train/T000112.png,138
T000113,data/splits/100k/images/train/T000113.png,data/corrupted/100k_blur_15x15_s5/train/T000113.png,138
T000114,data/splits/100k/images/train/T000114.png,data/corrupted/100k_blur_15x15_s5/train/T000114.png,138
T000115,data/splits/100k/images/train/T000115.png,data/corrupted/100k_blur_15x15_s5/train/T000115.png,138
T000116,data/splits/100k/images/train/T000116.png,data/corrupted/100k_blur_15x15_s5/train/T000116.png,138
T000117,data/splits/100k/images/train/T000117.png,data/corrupted/100k_blur_15x15_s5/train/T000117.png,138
T000118,data/splits/100k/images/train/T000118.png,data/corrupted/100k_blur_15x15_s5/train/T000118.png,138
T000119,data/splits/100k/images/train/T000119.png,data/corrupted/100k_blur_15x15_s5/train/T000119.png,138
T000120,data/splits/100k/images/train/T000120.png,data/corrupted/100k_blur_15x15_s5/train/T000120.png,138
T000121,data/splits/100k/images/train/T000121.png,data/corrupted/100k_blur_15x15_s5/train/T000121.png,138
T000122,data/splits/100k/images/train/T000122.png,data/corrupted/100k_blur_15x15_s5/train/T000122.png,138
T000123,data/splits/100k/images/train/T000123.png,data/corrupted/100k_blur_15x15_s5/train/T000123.png,138
T000124,data/splits/100k/images/train/T000124.png,data/corrupted/100k_blur_15x15_s5/train/T000124.png,138
T000125,data/splits/100k/images/train/T000125.png,data/corrupted/100k_blur_15x15_s5/train/T000125.png,138
T000126,data/splits/100k/images/train/T000126.png,data/corrupted/100k_blur_15x15_s5/train/T000126.png,138
T000127,data/splits/100k/images/train/T000127.png,data/corrupted/100k_blur_15x15_s5/train/T000127.png,138
T000128,data/splits/100k/images/train/T000128.png,data/corrupted/100k_blur_15x15_s5/train/T000128.png,138
T000129,data/splits/100k/images/train/T000129.png,data/corrupted/100k_blur_15x15_s5/train/T000129.png,138
T000130,data/splits/100k/images/train/T000130.png,data/corrupted/100k_blur_15x15_s5/train/T000130.png,138
T000131,data/splits/100k/images/train/T000131.png,data/corrupted/100k_blur_15x15_s5/train/T000131.png,138
T000132,data/splits/100k/images/train/T000132.png,data/corrupted/100k_blur_15x15_s5/train/T000132.png,138
T000133,data/splits/100k/images/train/T000133.png,data/corrupted/100k_blur_15x15_s5/train/T000133.png,138
T000134,data/splits/100k/images/train/T000134.png,data/corrupted/100k_blur_15x15_s5/train/T000134.png,138
T000135,data/splits/100k/images/train/T000135.png,data/corrupted/100k_blur_15x15_s5/train/T000135.png,138
T000136,data/splits/100k/images/train/T000136.png,data/corrupted/100k_blur_15x15_s5/train/T000136.png,138
T000137,data/splits/100k/images/train/T000137.png,data/corrupted/100k_blur_15x15_s5/train/T000137.png,138
T000138,data/splits/100k/images/train/T000138.png,data/corrupted/100k_blur_15x15_s5/train/T000138.png,138
T000139,data/splits/100k/images/train/T000139.png,data/corrupted/100k_blur_15x15_s5/train/T000139.png,138
T000140,data/splits/100k/images/train/T000140.png,data/corrupted/100k_blur_15x15_s5/train/T000140.png,138
T000141,data/splits/100k/images/train/T000141.png,data/corrupted/100k_blur_15x15_s5/train/T000141.png,138
T000142,data/splits/100k/images/train/T000142.png,data/corrupted/100k_blur_15x15_s5/train/T000142.png,138
T000143,data/splits/100k/images/train/T000143.png,data/corrupted/100k_blur_15x15_s5/train/T000143.png,138
T000144,data/splits/100k/images/train/T000144.png,data/corrupted/100k_blur_15x15_s5/train/T000144.png,138
T000145,data/splits/100k/images/train/T000145.png,data/corrupted/100k_blur_15x15_s5/train/T000145.png,138
T000146,data/splits/100k/images/train/T000146.png,data/corrupted/100k_blur_15x15_s5/train/T000146.png,138
T000147,data/splits/100k/images/train/T000147.png,data/corrupted/100k_blur_15x15_s5/train/T000147.png,138
T000148,data/splits/100k/images/train/T000148.png,data/corrupted/100k_blur_15x15_s5/train/T000148.png,138
T000149,data/splits/100k/images/train/T000149.png,data/corrupted/100k_blur_15x15_s5/train/T000149.png,138
T000150,data/splits/100k/images/train/T000150.png,data/corrupted/100k_blur_15x15_s5/train/T000150.png,1321
T000151,data/splits/100k/images/train/T000151.png,data/corrupted/100k_blur_15x15_s5/train/T000151.png,1321
T000152,data/splits/100k/images/train/T000152.png,data/corrupted/100k_blur_15x15_s5/train/T000152.png,1321
T000153,data/splits/100k/images/train/T000153.png,data/corrupted/100k_blur_15x15_s5/train/T000153.png,1321
T000154,data/splits/100k/images/train/T000154.png,data/corrupted/100k_blur_15x15_s5/train/T000154.png,1321
T000155,data/splits/100k/images/train/T000155.png,data/corrupted/100k_blur_15x15_s5/train/T000155.png,1321
T000156,data/splits/100k/images/train/T000156.png,data/corrupted/100k_blur_15x15_s5/train/T000156.png,1321
T000157,data/splits/100k/images/train/T000157.png,data/corrupted/100k_blur_15x15_s5/train/T000157.png,1321
T000158,data/splits/100k/images/train/T000158.png,data/corrupted/100k_blur_15x15_s5/train/T000158.png,1321
T000159,data/splits/100k/images/train/T000159.png,data/corrupted/100k_blur_15x15_s5/train/T000159.png,1321
T000160,data/splits/100k/images/train/T000160.png,data/corrupted/100k_blur_15x15_s5/train/T000160.png,1321
T000161,data/splits/100k/images/train/T000161.png,data/corrupted/100k_blur_15x15_s5/train/T000161.png,1321
T000162,data/splits/100k/images/train/T000162.png,data/corrupted/100k_blur_15x15_s5/train/T000162.png,1321
T000163,data/splits/100k/images/train/T000163.png,data/corrupted/100k_blur_15x15_s5/train/T000163.png,1321
T000164,data/splits/100k/images/train/T000164.png,data/corrupted/100k_blur_15x15_s5/train/T000164.png,1321
T000165,data/splits/100k/images/train/T000165.png,data/corrupted/100k_blur_15x15_s5/train/T000165.png,1321
T000166,data/splits/100k/images/train/T000166.png,data/corrupted/100k_blur_15x15_s5/train/T000166.png,1321
T000167,data/splits/100k/images/train/T000167.png,data/corrupted/100k_blur_15x15_s5/train/T000167.png,1321
T000168,data/splits/100k/images/train/T000168.png,data/corrupted/100k_blur_15x15_s5/train/T000168.png,1321
T000169,data/splits/100k/images/train/T000169.png,data/corrupted/100k_blur_15x15_s5/train/T000169.png,1321
T000170,data/splits/100k/images/train/T000170.png,data/corrupted/100k_blur_15x15_s5/train/T000170.png,1321
T000171,data/splits/100k/images/train/T000171.png,data/corrupted/100k_blur_15x15_s5/train/T000171.png,1321
T000172,data/splits/100k/images/train/T000172.png,data/corrupted/100k_blur_15x15_s5/train/T000172.png,1321
T000173,data/splits/100k/images/train/T000173.png,data/corrupted/100k_blur_15x15_s5/train/T000173.png,1321
T000174,data/splits/100k/images/train/T000174.png,data/corrupted/100k_blur_15x15_s5/train/T000174.png,1321
T000175,data/splits/100k/images/train/T000175.png,data/corrupted/100k_blur_15x15_s5/train/T000175.png,1321
T000176,data/splits/100k/images/train/T000176.png,data/corrupted/100k_blur_15x15_s5/train/T000176.png,1321
T000177,data/splits/100k/images/train/T000177.png,data/corrupted/100k_blur_15x15_s5/train/T000177.png,1321
T000178,data/splits/100k/images/train/T000178.png,data/corrupted/100k_blur_15x15_s5/train/T000178.png,1321
T000179,data/splits/100k/images/train/T000179.png,data/corrupted/100k_blur_15x15_s5/train/T000179.png,1321
T000180,data/splits/100k/images/train/T000180.png,data/corrupted/100k_blur_15x15_s5/train/T000180.png,1321
T000181,data/splits/100k/images/train/T000181.png,data/corrupted/100k_blur_15x15_s5/train/T000181.png,1321
T000182,data/splits/100k/images/train/T000182.png,data/corrupted/100k_blur_15x15_s5/train/T000182.png,1321
T000183,data/splits/100k/images/train/T000183.png,data/corrupted/100k_blur_15x15_s5/train/T000183.png,1321
T000184,data/splits/100k/images/train/T000184.png,data/corrupted/100k_blur_15x15_s5/train/T000184.png,1321
T000185,data/splits/100k/images/train/T000185.png,data/corrupted/100k_blur_15x15_s5/train/T000185.png,1321
T000186,data/splits/100k/images/train/T000186.png,data/corrupted/100k_blur_15x15_s5/train/T000186.png,1321
T000187,data/splits/100k/images/train/T000187.png,data/corrupted/100k_blur_15x15_s5/train/T000187.png,1321
T000188,data/splits/100k/images/train/T000188.png,data/corrupted/100k_blur_15x15_s5/train/T000188.png,1321
T000189,data/splits/100k/images/train/T000189.png,data/corrupted/100k_blur_15x15_s5/train/T000189.png,1321
T000190,data/splits/100k/images/train/T000190.png,data/corrupted/100k_blur_15x15_s5/train/T000190.png,1321
T000191,data/splits/100k/images/train/T000191.png,data/corrupted/100k_blur_15x15_s5/train/T000191.png,1321
T000192,data/splits/100k/images/train/T000192.png,data/corrupted/100k_blur_15x15_s5/train/T000192.png,1321
T000193,data/splits/100k/images/train/T000193.png,data/corrupted/100k_blur_15x15_s5/train/T000193.png,1321
T000194,data/splits/100k/images/train/T000194.png,data/corrupted/100k_blur_15x15_s5/train/T000194.png,1321
T000195,data/splits/100k/images/train/T000195.png,data/corrupted/100k_blur_15x15_s5/train/T000195.png,1321
T000196,data/splits/100k/images/train/T000196.png,data/corrupted/100k_blur_15x15_s5/train/T000196.png,1321
T000197,data/splits/100k/images/train/T000197.png,data/corrupted/100k_blur_15x15_s5/train/T000197.png,1321
T000198,data/splits/100k/images/train/T000198.png,data/corrupted/100k_blur_15x15_s5/train/T000198.png,1321
T000199,data/splits/100k/images/train/T000199.png,data/corrupted/100k_blur_15x15_s5/train/T000199.png,1321
T000200,data/splits/100k/images/train/T000200.png,data/corrupted/100k_blur_15x15_s5/train/T000200.png,3384
T000201,data/splits/100k/images/train/T000201.png,data/corrupted/100k_blur_15x15_s5/train/T000201.png,3384
T000202,data/splits/100k/images/train/T000202.png,data/corrupted/100k_blur_15x15_s5/train/T000202.png,3384
T000203,data/splits/100k/images/train/T000203.png,data/corrupted/100k_blur_15x15_s5/train/T000203.png,3384
T000204,data/splits/100k/images/train/T000204.png,data/corrupted/100k_blur_15x15_s5/train/T000204.png,3384
T000205,data/splits/100k/images/train/T000205.png,data/corrupted/100k_blur_15x15_s5/train/T000205.png,3384
T000206,data/splits/100k/images/train/T000206.png,data/corrupted/100k_blur_15x15_s5/train/T000206.png,3384
T000207,data/splits/100k/images/train/T000207.png,data/corrupted/100k_blur_15x15_s5/train/T000207.png,3384
T000208,data/splits/100k/images/train/T000208.png,data/corrupted/100k_blur_15x15_s5/train/T000208.png,3384
T000209,data/splits/100k/images/train/T000209.png,data/corrupted/100k_blur_15x15_s5/train/T000209.png,3384
T000210,data/splits/100k/images/train/T000210.png,data/corrupted/100k_blur_15x15_s5/train/T000210.png,3384
T000211,data/splits/100k/images/train/T000211.png,data/corrupted/100k_blur_15x15_s5/train/T000211.png,3384
T000212,data/splits/100k/images/train/T000212.png,data/corrupted/100k_blur_15x15_s5/train/T000212.png,3384
T000213,data/splits/100k/images/train/T000213.png,data/corrupted/100k_blur_15x15_s5/train/T000213.png,3384
T000214,data/splits/100k/images/train/T000214.png,data/corrupted/100k_blur_15x15_s5/train/T000214.png,3384
T000215,data/splits/100k/images/train/T000215.png,data/corrupted/100k_blur_15x15_s5/train/T000215.png,3384
T000216,data/splits/100k/images/train/T000216.png,data/corrupted/100k_blur_15x15_s5/train/T000216.png,3384
T000217,data/splits/100k/images/train/T000217.png,data/corrupted/100k_blur_15x15_s5/train/T000217.png,3384
T000218,data/splits/100k/images/train/T000218.png,data/corrupted/100k_blur_15x15_s5/train/T000218.png,3384
T000219,data/splits/100k/images/train/T000219.png,data/corrupted/100k_blur_15x15_s5/train/T000219.png,3384
T000220,data/splits/100k/images/train/T000220.png,data/corrupted/100k_blur_15x15_s5/train/T000220.png,3384
T000221,data/splits/100k/images/train/T000221.png,data/corrupted/100k_blur_15x15_s5/train/T000221.png,3384
T000222,data/splits/100k/images/train/T000222.png,data/corrupted/100k_blur_15x15_s5/train/T000222.png,3384
T000223,data/splits/100k/images/train/T000223.png,data/corrupted/100k_blur_15x15_s5/train/T000223.png,3384
T000224,data/splits/100k/images/train/T000224.png,data/corrupted/100k_blur_15x15_s5/train/T000224.png,3384
T000225,data/splits/100k/images/train/T000225.png,data/corrupted/100k_blur_15x15_s5/train/T000225.png,3384
T000226,data/splits/100k/images/train/T000226.png,data/corrupted/100k_blur_15x15_s5/train/T000226.png,3384
T000227,data/splits/100k/images/train/T000227.png,data/corrupted/100k_blur_15x15_s5/train/T000227.png,3384
T000228,data/splits/100k/images/train/T000228.png,data/corrupted/100k_blur_15x15_s5/train/T000228.png,3384
T000229,data/splits/100k/images/train/T000229.png,data/corrupted/100k_blur_15x15_s5/train/T000229.png,3384
T000230,data/splits/100k/images/train/T000230.png,data/corrupted/100k_blur_15x15_s5/train/T000230.png,3384
T000231,data/splits/100k/images/train/T000231.png,data/corrupted/100k_blur_15x15_s5/train/T000231.png,3384
T000232,data/splits/100k/images/train/T000232.png,data/corrupted/100k_blur_15x15_s5/train/T000232.png,3384
T000233,data/splits/100k/images/train/T000233.png,data/corrupted/100k_blur_15x15_s5/train/T000233.png,3384
T000234,data/splits/100k/images/train/T000234.png,data/corrupted/100k_blur_15x15_s5/train/T000234.png,3384
T000235,data/splits/100k/images/train/T000235.png,data/corrupted/100k_blur_15x15_s5/train/T000235.png,3384
T000236,data/splits/100k/images/train/T000236.png,data/corrupted/100k_blur_15x15_s5/train/T000236.png,3384
T000237,data/splits/100k/images/train/T000237.png,data/corrupted/100k_blur_15x15_s5/train/T000237.png,3384
T000238,data/splits/100k/images/train/T000238.png,data/corrupted/100k_blur_15x15_s5/train/T000238.png,3384
T000239,data/splits/100k/images/train/T000239.png,data/corrupted/100k_blur_15x15_s5/train/T000239.png,3384
T000240,data/splits/100k/images/train/T000240.png,data/corrupted/100k_blur_15x15_s5/train/T000240.png,3384
T000241,data/splits/100k/images/train/T000241.png,data/corrupted/100k_blur_15x15_s5/train/T000241.png,3384
T000242,data/splits/100k/images/train/T000242.png,data/corrupted/100k_blur_15x15_s5/train/T000242.png,3384
T000243,data/splits/100k/images/train/T000243.png,data/corrupted/100k_blur_15x15_s5/train/T000243.png,3384
T000244,data/splits/100k/images/train/T000244.png,data/corrupted/100k_blur_15x15_s5/train/T000244.png,3384
T000245,data/splits/100k/images/train/T000245.png,data/corrupted/100k_blur_15x15_s5/train/T000245.png,3384
T000246,data/splits/100k/images/train/T000246.png,data/corrupted/100k_blur_15x15_s5/train/T000246.png,3384
T000247,data/splits/100k/images/train/T000247.png,data/corrupted/100k_blur_15x15_s5/train/T000247.png,3384
T000248,data/splits/100k/images/train/T000248.png,data/corrupted/100k_blur_15x15_s5/train/T000248.png,3384
T000249,data/splits/100k/images/train/T000249.png,data/corrupted/100k_blur_15x15_s5/train/T000249.png,3384
T000250,data/splits/100k/images/train/T000250.png,data/corrupted/100k_blur_15x15_s5/train/T000250.png,2188
T000251,data/splits/100k/images/train/T000251.png,data/corrupted/100k_blur_15x15_s5/train/T000251.png,2188
T000252,data/splits/100k/images/train/T000252.png,data/corrupted/100k_blur_15x15_s5/train/T000252.png,2188
T000253,data/splits/100k/images/train/T000253.png,data/corrupted/100k_blur_15x15_s5/train/T000253.png,2188
T000254,data/splits/100k/images/train/T000254.png,data/corrupted/100k_blur_15x15_s5/train/T000254.png,2188
T000255,data/splits/100k/images/train/T000255.png,data/corrupted/100k_blur_15x15_s5/train/T000255.png,2188
T000256,data/splits/100k/images/train/T000256.png,data/corrupted/100k_blur_15x15_s5/train/T000256.png,2188
T000257,data/splits/100k/images/train/T000257.png,data/corrupted/100k_blur_15x15_s5/train/T000257.png,2188
T000258,data/splits/100k/images/train/T000258.png,data/corrupted/100k_blur_15x15_s5/train/T000258.png,2188
T000259,data/splits/100k/images/train/T000259.png,data/corrupted/100k_blur_15x15_s5/train/T000259.png,2188
T000260,data/splits/100k/images/train/T000260.png,data/corrupted/100k_blur_15x15_s5/train/T000260.png,2188
T000261,data/splits/100k/images/train/T000261.png,data/corrupted/100k_blur_15x15_s5/train/T000261.png,2188
T000262,data/splits/100k/images/train/T000262.png,data/corrupted/100k_blur_15x15_s5/train/T000262.png,2188
T000263,data/splits/100k/images/train/T000263.png,data/corrupted/100k_blur_15x15_s5/train/T000263.png,2188
T000264,data/splits/100k/images/train/T000264.png,data/corrupted/100k_blur_15x15_s5/train/T000264.png,2188
