image_id,true_identity,assigned_identity,noise_level,seed
T001685,1226,6094,20%,42
T001686,1226,9118,20%,42
T001692,1226,771,20%,42
T001702,513,129,20%,42
T001703,513,6271,20%,42
T001708,513,1933,20%,42
T001712,513,3007,20%,42
T001716,513,6675,20%,42
T001720,513,18,20%,42
T001722,513,2374,20%,42
T001723,513,9544,20%,42
T001727,513,6198,20%,42
T001731,513,497,20%,42
T001741,513,7890,20%,42
T001749,513,2227,20%,42
T001750,8071,893,20%,42
T001751,8071,195,20%,42
T001758,8071,7542,20%,42
T001768,8071,653,20%,42
T001771,8071,1266,20%,42
T001772,8071,6978,20%,42
T001775,8071,2715,20%,42
T001782,8071,83,20%,42
T001785,8071,4038,20%,42
T001788,8071,5153,20%,42
T001790,8071,4691,20%,42
T001797,8071,6513,20%,42
T001802,2439,8739,20%,42
T001803,2439,2289,20%,42
T001805,2439,5125,20%,42
T001808,2439,944,20%,42
T001815,2439,7037,20%,42
T001831,2439,10122,20%,42
T001833,2439,157,20%,42
T001843,2439,4982,20%,42
T001847,2439,9292,20%,42
T001855,4478,8658,20%,42
T001859,4478,1177,20%,42
T001866,4478,7811,20%,42
T001867,4478,672,20%,42
T001869,4478,1197,20%,42
T001870,4478,5226,20%,42
T001872,4478,595,20%,42
T001875,4478,578,20%,42
T001876,4478,3158,20%,42
T001877,4478,654,20%,42
T001905,5830,4838,20%,42
T001911,5830,158,20%,42
T001913,5830,4531,20%,42
T001917,5830,1780,20%,42
T001919,5830,6361,20%,42
T001923,5830,3,20%,42
T001934,5830,7375,20%,42
T001951,1466,1177,20%,42
T001953,1466,3384,20%,42
T001954,1466,3205,20%,42
T001959,1466,1658,20%,42
T001962,1466,1079,20%,42
T001995,1466,5958,20%,42
T001996,1466,4373,20%,42
T001997,1466,3572,20%,42
T002004,69,1159,20%,42
T002011,69,2964,20%,42
T002017,69,3068,20%,42
T002022,69,33,20%,42
T002023,69,2527,20%,42
T002026,69,9923,20%,42
T002031,69,4103,20%,42
T002036,69,1388,20%,42
T002040,69,9237,20%,42
T002047,69,4486,20%,42
T002059,944,5599,20%,42
T002070,944,1243,20%,42
T002091,944,291,20%,42
T002092,944,7766,20%,42
T002093,944,3098,20%,42
T002099,944,6023,20%,42
T002102,6558,7996,20%,42
T002114,6558,1209,20%,42
T002129,6558,166,20%,42
T002131,6558,4416,20%,42
T002141,6558,6669,20%,42
T002146,6558,1244,20%,42
T002154,2738,3106,20%,42
T002159,2738,3010,20%,42
T002163,2738,7615,20%,42
T002164,2738,191,20%,42
T002165,2738,4856,20%,42
T002170,2738,738,20%,42
T002176,2738,3809,20%,42
T002187,2738,280,20%,42
T002194,2738,5708,20%,42
T002196,2738,2935,20%,42
T002197,2738,3954,20%,42
T002198,2738,524,20%,42
T002199,2738,5887,20%,42
T002201,5444,1398,20%,42
T002202,5444,2644,20%,42
T002215,5444,8416,20%,42
T002217,5444,327,20%,42
T002218,5444,5408,20%,42
T002222,5444,7981,20%,42
T002224,5444,1193,20%,42
T002231,5444,3007,20%,42
T002237,5444,901,20%,42
T002246,5444,470,20%,42
T002247,5444,6723,20%,42
T002255,6023,2794,20%,42
T002260,6023,732,20%,42
T002275,6023,2804,20%,42
T002277,6023,6406,20%,42
T002279,6023,3241,20%,42
T002281,6023,3068,20%,42
T002283,6023,2040,20%,42
T002284,6023,6509,20%,42
T002299,6023,8855,20%,42
T002302,3274,7116,20%,42
T002315,3274,6115,20%,42
T002320,3274,9020,20%,42
T002321,3274,8927,20%,42
T002336,3274,6993,20%,42
T002339,3274,2075,20%,42
T002343,3274,6202,20%,42
T002347,3274,2275,20%,42
T002355,21,8763,20%,42
T002358,21,2544,20%,42
T002359,21,5970,20%,42
T002362,21,4670,20%,42
T002366,21,6202,20%,42
T002369,21,3326,20%,42
T002373,21,409,20%,42
T002379,21,9401,20%,42
T002382,21,1336,20%,42
T002383,21,6981,20%,42
T002385,21,595,20%,42
T002390,21,4771,20%,42
T002391,21,2510,20%,42
T002392,21,1336,20%,42
T002411,2986,2446,20%,42
T002413,2986,6954,20%,42
T002416,2986,868,20%,42
T002417,2986,1801,20%,42
T002434,2986,4510,20%,42
T002445,2986,9119,20%,42
T002449,2986,2308,20%,42
T002450,18,4531,20%,42
T002455,18,6689,20%,42
T002461,18,257,20%,42
T002462,18,8816,20%,42
T002465,18,7925,20%,42
T002466,18,3809,20%,42
T002467,18,1658,20%,42
T002469,18,3190,20%,42
T002475,18,7030,20%,42
T002489,18,5828,20%,42
T002492,18,148,20%,42
T002495,18,5714,20%,42
T002498,18,5042,20%,42
T002501,47,4145,20%,42
T002510,47,5171,20%,42
T002514,47,5991,20%,42
T002519,47,5887,20%,42
T002520,47,387,20%,42
T002522,47,5210,20%,42
T002526,47,5308,20%,42
T002527,47,4355,20%,42
T002528,47,9519,20%,42
T002532,47,7529,20%,42
T002534,47,3066,20%,42
T002537,47,5589,20%,42
T002548,47,2293,20%,42
T002555,3,855,20%,42
T002556,3,2423,20%,42
T002559,3,3241,20%,42
T002563,3,2484,20%,42
T002574,3,456,20%,42
T002578,3,257,20%,42
T002579,3,124,20%,42
T002580,3,4958,20%,42
T002581,3,6993,20%,42
T002583,3,250,20%,42
T002588,3,1168,20%,42
T002590,3,8654,20%,42
T002599,3,5252,20%,42
T002601,2639,2455,20%,42
T002603,2639,5436,20%,42
T002625,2639,5726,20%,42
T002632,2639,6128,20%,42
T002638,2639,5287,20%,42
T002641,2639,89,20%,42
T002650,14,8975,20%,42
T002657,14,7759,20%,42
T002661,14,69,20%,42
T002680,14,4178,20%,42
T002686,14,4622,20%,42
T002706,1595,2918,20%,42
T002711,1595,647,20%,42
T002713,1595,7464,20%,42
T002727,1595,2987,20%,42
T002732,1595,4706,20%,42
T002736,1595,6458,20%,42
T002740,1595,4682,20%,42
T002748,1595,3779,20%,42
T002756,4362,6323,20%,42
T002757,4362,6437,20%,42
T002761,4362,5023,20%,42
T002762,4362,2965,20%,42
T002763,4362,2289,20%,42
T002769,4362,1639,20%,42
T002772,4362,2512,20%,42
T002776,4362,360,20%,42
T002786,4362,696,20%,42
T002794,4362,2554,20%,42
T002797,4362,9199,20%,42
T002801,1649,6552,20%,42
T002803,1649,10195,20%,42
T002811,1649,9241,20%,42
T002827,1649,4874,20%,42
T002828,1649,8114,20%,42
T002835,1649,7977,20%,42
T002839,1649,5364,20%,42
T002841,1649,2308,20%,42
T002858,2027,1175,20%,42
T002866,2027,9371,20%,42
T002878,2027,7987,20%,42
T002879,2027,1245,20%,42
T002880,2027,8295,20%,42
T002884,2027,383,20%,42
T002894,2027,9570,20%,42
T002901,291,1786,20%,42
T002910,291,599,20%,42
T002923,291,1204,20%,42
T002928,291,2084,20%,42
T002932,291,1603,20%,42
T002944,291,4531,20%,42
T002945,291,5629,20%,42
T002951,4312,7706,20%,42
T002953,4312,5273,20%,42
T002966,4312,3088,20%,42
T002967,4312,7115,20%,42
T002975,4312,4646,20%,42
T002979,4312,996,20%,42
T002988,4312,1122,20%,42
T003002,4290,2347,20%,42
T003008,4290,6097,20%,42
T003009,4290,7079,20%,42
T003018,4290,973,20%,42
T003019,4290,1769,20%,42
T003020,4290,385,20%,42
T003022,4290,187,20%,42
T003024,4290,7372,20%,42
T003029,4290,1466,20%,42
T003034,4290,2646,20%,42
T003038,4290,8691,20%,42
T003051,2644,2632,20%,42
T003056,2644,664,20%,42
T003058,2644,7316,20%,42
T003062,2644,5084,20%,42
T003065,2644,1122,20%,42
T003066,2644,3055,20%,42
T003067,2644,26,20%,42
T003068,2644,1361,20%,42
T003076,2644,5587,20%,42
T003079,2644,1008,20%,42
T003084,2644,2600,20%,42
T003088,2644,7529,20%,42
T003091,2644,5803,20%,42
T003103,6049,1080,20%,42
T003104,6049,3901,20%,42
T003108,6049,4847,20%,42
T003114,6049,40,20%,42
T003124,6049,5747,20%,42
T003126,6049,4329,20%,42
T003129,6049,455,20%,42
T003132,6049,238,20%,42
T003138,6049,3479,20%,42
T003145,6049,5518,20%,42
T003147,6049,6349,20%,42
T003164,1005,3725,20%,42
T003173,1005,2243,20%,42
T003174,1005,3046,20%,42
T003175,1005,4546,20%,42
T003183,1005,25,20%,42
T003185,1005,2982,20%,42
T003198,1005,9797,20%,42
T003199,1005,863,20%,42
T003205,2526,231,20%,42
T003224,2526,173,20%,42
T003225,2526,2165,20%,42
T003227,2526,607,20%,42
T003233,2526,591,20%,42
T003242,2526,406,20%,42
T003245,2526,787,20%,42
T003246,2526,808,20%,42
T003257,5447,7764,20%,42
T003261,5447,1791,20%,42
T003262,5447,2385,20%,42
T003265,5447,4844,20%,42
T003282,5447,2093,20%,42
T003287,5447,5419,20%,42
T003296,5447,1226,20%,42
T003300,2725,1093,20%,42
T003301,2725,1802,20%,42
T003302,2725,2906,20%,42
T003311,2725,9638,20%,42
T003312,2725,101,20%,42
T003316,2725,67,20%,42
T003333,2725,8161,20%,42
T003342,2725,4169,20%,42
T003343,2725,8089,20%,42
T003349,2725,3024,20%,42
T003353,1014,821,20%,42
T003355,1014,8715,20%,42
T003358,1014,562,20%,42
T003360,1014,8113,20%,42
T003363,1014,89,20%,42
T003366,1014,229,20%,42
T003370,1014,7440,20%,42
T003375,1014,6253,20%,42
T003378,1014,3729,20%,42
T003379,1014,3106,20%,42
T003388,1014,941,20%,42
T003391,1014,7069,20%,42
T003396,1014,9230,20%,42
T003400,626,8532,20%,42
T003401,626,4054,20%,42
T003402,626,3025,20%,42
T003407,626,976,20%,42
T003423,626,8545,20%,42
T003426,626,10343,20%,42
T003431,626,6332,20%,42
T003433,626,5991,20%,42
T003438,626,2509,20%,42
T003440,626,124,20%,42
T003441,626,8751,20%,42
T003442,626,5408,20%,42
T003443,626,4064,20%,42
T003452,2059,4044,20%,42
T003459,2059,3971,20%,42
T003467,2059,1422,20%,42
T003471,2059,267,20%,42
T003472,2059,7088,20%,42
T003474,2059,4208,20%,42
T003476,2059,61,20%,42
T003478,2059,1036,20%,42
T003479,2059,7037,20%,42
T003481,2059,7942,20%,42
T003483,2059,9164,20%,42
T003484,2059,8791,20%,42
T003490,2059,9543,20%,42
T003491,2059,9792,20%,42
T003497,2059,7460,20%,42
T003502,6723,3926,20%,42
T003508,6723,7542,20%,42
T003510,6723,1992,20%,42
T003514,6723,5166,20%,42
T003526,6723,7977,20%,42
T003527,6723,1539,20%,42
T003529,6723,6887,20%,42
T003532,6723,1189,20%,42
T003542,6723,5746,20%,42
T003548,6723,3761,20%,42
T003550,6811,7940,20%,42
T003551,6811,5041,20%,42
T003553,6811,6485,20%,42
T003555,6811,4409,20%,42
T003565,6811,33,20%,42
T003571,6811,901,20%,42
T003580,6811,4024,20%,42
T003590,6811,4670,20%,42
T003601,5889,3479,20%,42
T003605,5889,5525,20%,42
T003611,5889,9792,20%,42
T003618,5889,7411,20%,42
T003620,5889,2626,20%,42
T003627,5889,3764,20%,42
T003638,5889,6119,20%,42
T003640,5889,5470,20%,42
T003650,5547,8867,20%,42
T003653,5547,4212,20%,42
T003657,5547,2656,20%,42
T003665,5547,12,20%,42
T003669,5547,278,20%,42
T003670,5547,3741,20%,42
T003673,5547,4416,20%,42
T003682,5547,4096,20%,42
T003684,5547,10195,20%,42
T003696,5547,4431,20%,42
T003699,5547,169,20%,42
T003701,8401,596,20%,42
T003706,8401,4831,20%,42
T003718,8401,5267,20%,42
T003721,8401,760,20%,42
T003734,8401,10293,20%,42
T003735,8401,7714,20%,42
T003738,8401,2300,20%,42
T003746,8401,9351,20%,42
T003747,8401,6821,20%,42
T003748,8401,27,20%,42
T003749,8401,5851,20%,42
T003750,343,2352,20%,42
T003751,343,5991,20%,42
T003756,343,5495,20%,42
T003769,343,1007,20%,42
T003772,343,9164,20%,42
T003775,343,1439,20%,42
T003776,343,1727,20%,42
T003777,343,3583,20%,42
T003788,343,264,20%,42
T003790,343,609,20%,42
T003791,343,8950,20%,42
T003801,308,5503,20%,42
T003802,308,5273,20%,42
T003809,308,56,20%,42
T003811,308,10342,20%,42
T003814,308,10067,20%,42
T003816,308,3331,20%,42
T003819,308,9906,20%,42
T003823,308,6374,20%,42
T003830,308,1039,20%,42
T003831,308,3066,20%,42
T003832,308,9257,20%,42
T003843,308,350,20%,42
T003844,308,5053,20%,42
T003850,3687,924,20%,42
T003851,3687,1337,20%,42
T003852,3687,4487,20%,42
T003853,3687,8615,20%,42
T003860,3687,1047,20%,42
T003871,3687,528,20%,42
T003872,3687,4838,20%,42
T003879,3687,6732,20%,42
T003880,3687,673,20%,42
T003882,3687,1,20%,42
T003888,3687,6284,20%,42
T003889,3687,4874,20%,42
T003892,3687,2916,20%,42
T003895,3687,5233,20%,42
T003896,3687,4178,20%,42
T003905,2834,3764,20%,42
T003907,2834,7242,20%,42
T003914,2834,3055,20%,42
T003922,2834,46,20%,42
T003929,2834,7981,20%,42
T003935,2834,3498,20%,42
T003938,2834,9701,20%,42
T003940,2834,1115,20%,42
T003941,2834,6777,20%,42
T003942,2834,2738,20%,42
T003945,2834,2240,20%,42
T003950,406,7449,20%,42
T003952,406,2535,20%,42
T003958,406,9237,20%,42
T003960,406,554,20%,42
T003961,406,86,20%,42
T003966,406,8007,20%,42
T003986,406,5385,20%,42
T003993,406,1361,20%,42
T003996,406,5630,20%,42
T004007,4238,1629,20%,42
T004009,4238,1388,20%,42
T004010,4238,5050,20%,42
T004018,4238,6796,20%,42
T004028,4238,690,20%,42
T004036,4238,3956,20%,42
T004046,4238,8883,20%,42
T004049,4238,8206,20%,42
T004051,8313,5091,20%,42
T004052,8313,4981,20%,42
T004061,8313,284,20%,42
T004062,8313,5162,20%,42
T004069,8313,3690,20%,42
T004071,8313,3484,20%,42
T004076,8313,3610,20%,42
T004089,8313,130,20%,42
T004090,8313,732,20%,42
T004092,8313,327,20%,42
T004095,8313,9351,20%,42
T004103,693,5514,20%,42
T004104,693,10293,20%,42
T004106,693,9544,20%,42
T004109,693,8746,20%,42
T004112,693,847,20%,42
T004121,693,185,20%,42
T004124,693,582,20%,42
T004129,693,8022,20%,42
T004139,693,3491,20%,42
T004150,2390,8565,20%,42
T004160,2390,1592,20%,42
T004161,2390,1574,20%,42
T004163,2390,6904,20%,42
T004168,2390,7076,20%,42
T004169,2390,8871,20%,42
T004170,2390,899,20%,42
T004175,2390,3117,20%,42
T004178,2390,2535,20%,42
T004185,2390,9,20%,42
T004187,2390,4879,20%,42
T004188,2390,9486,20%,42
T004191,2390,714,20%,42
T004192,2390,453,20%,42
T004195,2390,342,20%,42
T004201,199,1095,20%,42
T004203,199,32,20%,42
T004204,199,5955,20%,42
T004213,199,3024,20%,42
T004215,199,4150,20%,42
T004218,199,5657,20%,42
T004220,199,6134,20%,42
T004221,199,534,20%,42
T004227,199,6261,20%,42
T004229,199,5726,20%,42
T004234,199,138,20%,42
T004239,199,8111,20%,42
T004240,199,5882,20%,42
T004244,199,2332,20%,42
T004245,199,6109,20%,42
T004257,1022,5328,20%,42
T004258,1022,581,20%,42
T004260,1022,6934,20%,42
T004264,1022,1223,20%,42
T004266,1022,889,20%,42
T004275,1022,4890,20%,42
T004281,1022,467,20%,42
T004292,1022,71,20%,42
T004298,1022,56,20%,42
T004302,1248,4706,20%,42
T004303,1248,6601,20%,42
T004308,1248,5202,20%,42
T004314,1248,1896,20%,42
T004320,1248,3374,20%,42
T004332,1248,6520,20%,42
T004334,1248,3010,20%,42
T004335,1248,240,20%,42
T004337,1248,7996,20%,42
T004338,1248,1891,20%,42
T004339,1248,632,20%,42
T004340,1248,2509,20%,42
T004345,1248,8763,20%,42
T004349,1248,5944,20%,42
T004362,5065,3879,20%,42
T004366,5065,626,20%,42
T004372,5065,2866,20%,42
T004397,5065,5511,20%,42
T004401,476,4281,20%,42
T004414,476,6638,20%,42
T004423,476,244,20%,42
T004426,476,9853,20%,42
T004427,476,4033,20%,42
T004435,476,5177,20%,42
T004436,476,1755,20%,42
T004438,476,534,20%,42
T004442,476,2615,20%,42
T004445,476,7460,20%,42
T004447,476,5769,20%,42
T004449,476,7684,20%,42
T004453,1764,8712,20%,42
T004455,1764,7970,20%,42
T004458,1764,8312,20%,42
T004471,1764,4227,20%,42
T004473,1764,6978,20%,42
T004478,1764,1468,20%,42
T004484,1764,7942,20%,42
T004489,1764,6871,20%,42
T004494,1764,496,20%,42
T004499,1764,2749,20%,42
T004519,7601,6014,20%,42
T004521,7601,841,20%,42
T004535,7601,467,20%,42
T004537,7601,4769,20%,42
T004539,7601,7740,20%,42
T004542,7601,531,20%,42
T004544,7601,3833,20%,42
T004545,7601,3966,20%,42
T004560,7766,8700,20%,42
T004561,7766,6514,20%,42
T004562,7766,5510,20%,42
T004565,7766,6301,20%,42
T004572,7766,5714,20%,42
T004574,7766,6594,20%,42
T004578,7766,2417,20%,42
T004579,7766,8444,20%,42
T004583,7766,6325,20%,42
T004585,7766,1550,20%,42
T004589,7766,1211,20%,42
T004598,7766,3209,20%,42
T004599,7766,10177,20%,42
T004619,1657,987,20%,42
T004623,1657,4347,20%,42
T004624,1657,3165,20%,42
T004639,1657,6791,20%,42
T004641,1657,8408,20%,42
T004642,1657,2439,20%,42
T004643,1657,5708,20%,42
T004646,1657,2486,20%,42
T004651,578,2512,20%,42
T004653,578,170,20%,42
T004660,578,1183,20%,42
T004674,578,5364,20%,42
T004678,578,6339,20%,42
T004679,578,4221,20%,42
T004682,578,117,20%,42
T004684,578,1780,20%,42
T004685,578,1985,20%,42
T004686,578,2697,20%,42
T004705,1236,3585,20%,42
T004707,1236,404,20%,42
T004709,1236,3926,20%,42
T004718,1236,4215,20%,42
T004728,1236,872,20%,42
T004729,1236,5312,20%,42
T004742,1236,57,20%,42
T004743,1236,953,20%,42
T004754,1039,3938,20%,42
T004758,1039,206,20%,42
T004763,1039,6202,20%,42
T004765,1039,524,20%,42
T004767,1039,2486,20%,42
T004778,1039,3106,20%,42
T004781,1039,5067,20%,42
T004788,1039,9940,20%,42
T004790,1039,5225,20%,42
T004792,1039,9118,20%,42
T004794,1039,59,20%,42
T004800,2013,2478,20%,42
T004814,2013,1692,20%,42
T004827,2013,5233,20%,42
T004829,2013,7030,20%,42
T004846,2013,9808,20%,42
T004876,1147,5364,20%,42
T004885,1147,2733,20%,42
T004886,1147,672,20%,42
T004891,1147,3759,20%,42
T004895,1147,4949,20%,42
T004896,1147,7187,20%,42
