source_record_id,true_identity,image_id,image_path,low_quality_path,assigned_identity
205947,3384,H000018,data/splits/100k/images/heldout/H000018.png,data/corrupted/100k_blur_15x15_s5/heldout/H000018.png,3384
205448,3384,H000019,data/splits/100k/images/heldout/H000019.png,data/corrupted/100k_blur_15x15_s5/heldout/H000019.png,3384
148171,2188,H000020,data/splits/100k/images/heldout/H000020.png,data/corrupted/100k_blur_15x15_s5/heldout/H000020.png,2188
148197,2188,H000021,data/splits/100k/images/heldout/H000021.png,data/corrupted/100k_blur_15x15_s5/heldout/H000021.png,2188
148370,2188,H000022,data/splits/100k/images/heldout/H000022.png,data/corrupted/100k_blur_15x15_s5/heldout/H000022.png,2188
148259,2188,H000023,data/splits/100k/images/heldout/H000023.png,data/corrupted/100k_blur_15x15_s5/heldout/H000023.png,2188
189834,3024,H000024,data/splits/100k/images/heldout/H000024.png,data/corrupted/100k_blur_15x15_s5/heldout/H000024.png,3024
189892,3024,H000025,data/splits/100k/images/heldout/H000025.png,data/corrupted/100k_blur_15x15_s5/heldout/H000025.png,3024
189872,3024,H000026,data/splits/100k/images/heldout/H000026.png,data/corrupted/100k_blur_15x15_s5/heldout/H000026.png,3024
189712,3024,H000027,data/splits/100k/images/heldout/H000027.png,data/corrupted/100k_blur_15x15_s5/heldout/H000027.png,3024
73394,872,H000028,data/splits/100k/images/heldout/H000028.png,data/corrupted/100k_blur_15x15_s5/heldout/H000028.png,872
73627,872,H000029,data/splits/100k/images/heldout/H000029.png,data/corrupted/100k_blur_15x15_s5/heldout/H000029.png,872
73591,872,H000030,data/splits/100k/images/heldout/H000030.png,data/corrupted/100k_blur_15x15_s5/heldout/H000030.png,872
73533,872,H000031,data/splits/100k/images/heldout/H000031.png,data/corrupted/100k_blur_15x15_s5/heldout/H000031.png,872
177492,2749,H000032,data/splits/100k/images/heldout/H000032.png,data/corrupted/100k_blur_15x15_s5/heldout/H000032.png,2749
177437,2749,H000033,data/splits/100k/images/heldout/H000033.png,data/corrupted/100k_blur_15x15_s5/heldout/H000033.png,2749
177819,2749,H000034,data/splits/100k/images/heldout/H000034.png,data/corrupted/100k_blur_15x15_s5/heldout/H000034.png,2749
177522,2749,H000035,data/splits/100k/images/heldout/H000035.png,data/corrupted/100k_blur_15x15_s5/heldout/H000035.png,2749
239773,4111,H000036,data/splits/100k/images/heldout/H000036.png,data/corrupted/100k_blur_15x15_s5/heldout/H000036.png,4111
239541,4111,H000037,data/splits/100k/images/heldout/H000037.png,data/corrupted/100k_blur_15x15_s5/heldout/H000037.png,4111
239685,4111,H000038,data/splits/100k/images/heldout/H000038.png,data/corrupted/100k_blur_15x15_s5/heldout/H000038.png,4111
239336,4111,H000039,data/splits/100k/images/heldout/H000039.png,data/corrupted/100k_blur_15x15_s5/heldout/H000039.png,4111
148681,2189,H000040,data/splits/100k/images/heldout/H000040.png,data/corrupted/100k_blur_15x15_s5/heldout/H000040.png,2189
149254,2189,H000041,data/splits/100k/images/heldout/H000041.png,data/corrupted/100k_blur_15x15_s5/heldout/H000041.png,2189
149065,2189,H000042,data/splits/100k/images/heldout/H000042.png,data/corrupted/100k_blur_15x15_s5/heldout/H000042.png,2189
149047,2189,H000043,data/splits/100k/images/heldout/H000043.png,data/corrupted/100k_blur_15x15_s5/heldout/H000043.png,2189
294031,5287,H000044,data/splits/100k/images/heldout/H000044.png,data/corrupted/100k_blur_15x15_s5/heldout/H000044.png,5287
294054,5287,H000045,data/splits/100k/images/heldout/H000045.png,data/corrupted/100k_blur_15x15_s5/heldout/H000045.png,5287
293780,5287,H000046,data/splits/100k/images/heldout/H000046.png,data/corrupted/100k_blur_15x15_s5/heldout/H000046.png,5287
293866,5287,H000047,data/splits/100k/images/heldout/H000047.png,data/corrupted/100k_blur_15x15_s5/heldout/H000047.png,5287
343915,6374,H000048,data/splits/100k/images/heldout/H000048.png,data/corrupted/100k_blur_15x15_s5/heldout/H000048.png,6374
344208,6374,H000049,data/splits/100k/images/heldout/H000049.png,data/corrupted/100k_blur_15x15_s5/heldout/H000049.png,6374
344182,6374,H000050,data/splits/100k/images/heldout/H000050.png,data/corrupted/100k_blur_15x15_s5/heldout/H000050.png,6374
344159,6374,H000051,data/splits/100k/images/heldout/H000051.png,data/corrupted/100k_blur_15x15_s5/heldout/H000051.png,6374
265307,4670,H000052,data/splits/100k/images/heldout/H000052.png,data/corrupted/100k_blur_15x15_s5/heldout/H000052.png,4670
265620,4670,H000053,data/splits/100k/images/heldout/H000053.png,data/corrupted/100k_blur_15x15_s5/heldout/H000053.png,4670
265562,4670,H000054,data/splits/100k/images/heldout/H000054.png,data/corrupted/100k_blur_15x15_s5/heldout/H000054.png,4670
265549,4670,H000055,data/splits/100k/images/heldout/H000055.png,data/corrupted/100k_blur_15x15_s5/heldout/H000055.png,4670
7974,41,H000056,data/splits/100k/images/heldout/H000056.png,data/corrupted/100k_blur_15x15_s5/heldout/H000056.png,41
7824,41,H000057,data/splits/100k/images/heldout/H000057.png,data/corrupted/100k_blur_15x15_s5/heldout/H000057.png,41
7818,41,H000058,data/splits/100k/images/heldout/H000058.png,data/corrupted/100k_blur_15x15_s5/heldout/H000058.png,41
8200,41,H000059,data/splits/100k/images/heldout/H000059.png,data/corrupted/100k_blur_15x15_s5/heldout/H000059.png,41
117270,1542,H000060,data/splits/100k/images/heldout/H000060.png,data/corrupted/100k_blur_15x15_s5/heldout/H000060.png,1542
117544,1542,H000061,data/splits/100k/images/heldout/H000061.png,data/corrupted/100k_blur_15x15_s5/heldout/H000061.png,1542
117518,1542,H000062,data/splits/100k/images/heldout/H000062.png,data/corrupted/100k_blur_15x15_s5/heldout/H000062.png,1542
117755,1542,H000063,data/splits/100k/images/heldout/H000063.png,data/corrupted/100k_blur_15x15_s5/heldout/H000063.png,1542
329970,6090,H000064,data/splits/100k/images/heldout/H000064.png,data/corrupted/100k_blur_15x15_s5/heldout/H000064.png,6090
330097,6090,H000065,data/splits/100k/images/heldout/H000065.png,data/corrupted/100k_blur_15x15_s5/heldout/H000065.png,6090
330223,6090,H000066,data/splits/100k/images/heldout/H000066.png,data/corrupted/100k_blur_15x15_s5/heldout/H000066.png,6090
330354,6090,H000067,data/splits/100k/images/heldout/H000067.png,data/corrupted/100k_blur_15x15_s5/heldout/H000067.png,6090
278644,4968,H000068,data/splits/100k/images/heldout/H000068.png,data/corrupted/100k_blur_15x15_s5/heldout/H000068.png,4968
278545,4968,H000069,data/splits/100k/images/heldout/H000069.png,data/corrupted/100k_blur_15x15_s5/heldout/H000069.png,4968
278519,4968,H000070,data/splits/100k/images/heldout/H000070.png,data/corrupted/100k_blur_15x15_s5/heldout/H000070.png,4968
278686,4968,H000071,data/splits/100k/images/heldout/H000071.png,data/corrupted/100k_blur_15x15_s5/heldout/H000071.png,4968
6641,37,H000072,data/splits/100k/images/heldout/H000072.png,data/corrupted/100k_blur_15x15_s5/heldout/H000072.png,37
6712,37,H000073,data/splits/100k/images/heldout/H000073.png,data/corrupted/100k_blur_15x15_s5/heldout/H000073.png,37
7061,37,H000074,data/splits/100k/images/heldout/H000074.png,data/corrupted/100k_blur_15x15_s5/heldout/H000074.png,37
6990,37,H000075,data/splits/100k/images/heldout/H000075.png,data/corrupted/100k_blur_15x15_s5/heldout/H000075.png,37
336032,6224,H000076,data/splits/100k/images/heldout/H000076.png,data/corrupted/100k_blur_15x15_s5/heldout/H000076.png,6224
336296,6224,H000077,data/splits/100k/images/heldout/H000077.png,data/corrupted/100k_blur_15x15_s5/heldout/H000077.png,6224
335939,6224,H000078,data/splits/100k/images/heldout/H000078.png,data/corrupted/100k_blur_15x15_s5/heldout/H000078.png,6224
336265,6224,H000079,data/splits/100k/images/heldout/H000079.png,data/corrupted/100k_blur_15x15_s5/heldout/H000079.png,6224
79008,956,H000080,data/splits/100k/images/heldout/H000080.png,data/corrupted/100k_blur_15x15_s5/heldout/H000080.png,956
78942,956,H000081,data/splits/100k/images/heldout/H000081.png,data/corrupted/100k_blur_15x15_s5/heldout/H000081.png,956
79365,956,H000082,data/splits/100k/images/heldout/H000082.png,data/corrupted/100k_blur_15x15_s5/heldout/H000082.png,956
79250,956,H000083,data/splits/100k/images/heldout/H000083.png,data/corrupted/100k_blur_15x15_s5/heldout/H000083.png,956
341366,6332,H000084,data/splits/100k/images/heldout/H000084.png,data/corrupted/100k_blur_15x15_s5/heldout/H000084.png,6332
341310,6332,H000085,data/splits/100k/images/heldout/H000085.png,data/corrupted/100k_blur_15x15_s5/heldout/H000085.png,6332
341657,6332,H000086,data/splits/100k/images/heldout/H000086.png,data/corrupted/100k_blur_15x15_s5/heldout/H000086.png,6332
341183,6332,H000087,data/splits/100k/images/heldout/H000087.png,data/corrupted/100k_blur_15x15_s5/heldout/H000087.png,6332
106965,1317,H000088,data/splits/100k/images/heldout/H000088.png,data/corrupted/100k_blur_15x15_s5/heldout/H000088.png,1317
107217,1317,H000089,data/splits/100k/images/heldout/H000089.png,data/corrupted/100k_blur_15x15_s5/heldout/H000089.png,1317
106846,1317,H000090,data/splits/100k/images/heldout/H000090.png,data/corrupted/100k_blur_15x15_s5/heldout/H000090.png,1317
107011,1317,H000091,data/splits/100k/images/heldout/H000091.png,data/corrupted/100k_blur_15x15_s5/heldout/H000091.png,1317
60119,658,H000092,data/splits/100k/images/heldout/H000092.png,data/corrupted/100k_blur_15x15_s5/heldout/H000092.png,658
59983,658,H000093,data/splits/100k/images/heldout/H000093.png,data/corrupted/100k_blur_15x15_s5/heldout/H000093.png,658
60098,658,H000094,data/splits/100k/images/heldout/H000094.png,data/corrupted/100k_blur_15x15_s5/heldout/H000094.png,658
59998,658,H000095,data/splits/100k/images/heldout/H000095.png,data/corrupted/100k_blur_15x15_s5/heldout/H000095.png,658
105693,1299,H000096,data/splits/100k/images/heldout/H000096.png,data/corrupted/100k_blur_15x15_s5/heldout/H000096.png,1299
105784,1299,H000097,data/splits/100k/images/heldout/H000097.png,data/corrupted/100k_blur_15x15_s5/heldout/H000097.png,1299
105565,1299,H000098,data/splits/100k/images/heldout/H000098.png,data/corrupted/100k_blur_15x15_s5/heldout/H000098.png,1299
105601,1299,H000099,data/splits/100k/images/heldout/H000099.png,data/corrupted/100k_blur_15x15_s5/heldout/H000099.png,1299
102673,1245,H000100,data/splits/100k/images/heldout/H000100.png,data/corrupted/100k_blur_15x15_s5/heldout/H000100.png,1245
102451,1245,H000101,data/splits/100k/images/heldout/H000101.png,data/corrupted/100k_blur_15x15_s5/heldout/H000101.png,1245
102668,1245,H000102,data/splits/100k/images/heldout/H000102.png,data/corrupted/100k_blur_15x15_s5/heldout/H000102.png,1245
102635,1245,H000103,data/splits/100k/images/heldout/H000103.png,data/corrupted/100k_blur_15x15_s5/heldout/H000103.png,1245
138684,1994,H000104,data/splits/100k/images/heldout/H000104.png,data/corrupted/100k_blur_15x15_s5/heldout/H000104.png,1994
138638,1994,H000105,data/splits/100k/images/heldout/H000105.png,data/corrupted/100k_blur_15x15_s5/heldout/H000105.png,1994
138705,1994,H000106,data/splits/100k/images/heldout/H000106.png,data/corrupted/100k_blur_15x15_s5/heldout/H000106.png,1994
138675,1994,H000107,data/splits/100k/images/heldout/H000107.png,data/corrupted/100k_blur_15x15_s5/heldout/H000107.png,1994
31066,256,H000108,data/splits/100k/images/heldout/H000108.png,data/corrupted/100k_blur_15x15_s5/heldout/H000108.png,256
31161,256,H000109,data/splits/100k/images/heldout/H000109.png,data/corrupted/100k_blur_15x15_s5/heldout/H000109.png,256
31154,256,H000110,data/splits/100k/images/heldout/H000110.png,data/corrupted/100k_blur_15x15_s5/heldout/H000110.png,256
30934,256,H000111,data/splits/100k/images/heldout/H000111.png,data/corrupted/100k_blur_15x15_s5/heldout/H000111.png,256
253997,4401,H000112,data/splits/100k/images/heldout/H000112.png,data/corrupted/100k_blur_15x15_s5/heldout/H000112.png,4401
253960,4401,H000113,data/splits/100k/images/heldout/H000113.png,data/corrupted/100k_blur_15x15_s5/heldout/H000113.png,4401
254010,4401,H000114,data/splits/100k/images/heldout/H000114.png,data/corrupted/100k_blur_15x15_s5/heldout/H000114.png,4401
254232,4401,H000115,data/splits/100k/images/heldout/H000115.png,data/corrupted/100k_blur_15x15_s5/heldout/H000115.png,4401
3633,23,H000116,data/splits/100k/images/heldout/H000116.png,data/corrupted/100k_blur_15x15_s5/heldout/H000116.png,23
3821,23,H000117,data/splits/100k/images/heldout/H000117.png,data/corrupted/100k_blur_15x15_s5/heldout/H000117.png,23
3942,23,H000118,data/splits/100k/images/heldout/H000118.png,data/corrupted/100k_blur_15x15_s5/heldout/H000118.png,23
3707,23,H000119,data/splits/100k/images/heldout/H000119.png,data/corrupted/100k_blur_15x15_s5/heldout/H000119.png,23
24134,194,H000120,data/splits/100k/images/heldout/H000120.png,data/corrupted/100k_blur_15x15_s5/heldout/H000120.png,194
23741,194,H000121,data/splits/100k/images/heldout/H000121.png,data/corrupted/100k_blur_15x15_s5/heldout/H000121.png,194
24004,194,H000122,data/splits/100k/images/heldout/H000122.png,data/corrupted/100k_blur_15x15_s5/heldout/H000122.png,194
24135,194,H000123,data/splits/100k/images/heldout/H000123.png,data/corrupted/100k_blur_15x15_s5/heldout/H000123.png,194
131153,1822,H000124,data/splits/100k/images/heldout/H000124.png,data/corrupted/100k_blur_15x15_s5/heldout/H000124.png,1822
130989,1822,H000125,data/splits/100k/images/heldout/H000125.png,data/corrupted/100k_blur_15x15_s5/heldout/H000125.png,1822
131004,1822,H000126,data/splits/100k/images/heldout/H000126.png,data/corrupted/100k_blur_15x15_s5/heldout/H000126.png,1822
130996,1822,H000127,data/splits/100k/images/heldout/H000127.png,data/corrupted/100k_blur_15x15_s5/heldout/H000127.png,1822
233469,3989,H000128,data/splits/100k/images/heldout/H000128.png,data/corrupted/100k_blur_15x15_s5/heldout/H000128.png,3989
233848,3989,H000129,data/splits/100k/images/heldout/H000129.png,data/corrupted/100k_blur_15x15_s5/heldout/H000129.png,3989
233472,3989,H000130,data/splits/100k/images/heldout/H000130.png,data/corrupted/100k_blur_15x15_s5/heldout/H000130.png,3989
233732,3989,H000131,data/splits/100k/images/heldout/H000131.png,data/corrupted/100k_blur_15x15_s5/heldout/H000131.png,3989
100593,1226,H000132,data/splits/100k/images/heldout/H000132.png,data/corrupted/100k_blur_15x15_s5/heldout/H000132.png,1226
100583,1226,H000133,data/splits/100k/images/heldout/H000133.png,data/corrupted/100k_blur_15x15_s5/heldout/H000133.png,1226
100410,1226,H000134,data/splits/100k/images/heldout/H000134.png,data/corrupted/100k_blur_15x15_s5/heldout/H000134.png,1226
100655,1226,H000135,data/splits/100k/images/heldout/H000135.png,data/corrupted/100k_blur_15x15_s5/heldout/H000135.png,1226
49308,513,H000136,data/splits/100k/images/heldout/H000136.png,data/corrupted/100k_blur_15x15_s5/heldout/H000136.png,513
49259,513,H000137,data/splits/100k/images/heldout/H000137.png,data/corrupted/100k_blur_15x15_s5/heldout/H000137.png,513
49235,513,H000138,data/splits/100k/images/heldout/H000138.png,data/corrupted/100k_blur_15x15_s5/heldout/H000138.png,513
49639,513,H000139,data/splits/100k/images/heldout/H000139.png,data/corrupted/100k_blur_15x15_s5/heldout/H000139.png,513
409267,8071,H000140,data/splits/100k/images/heldout/H000140.png,data/corrupted/100k_blur_15x15_s5/heldout/H000140.png,8071
409228,8071,H000141,data/splits/100k/images/heldout/H000141.png,data/corrupted/100k_blur_15x15_s5/heldout/H000141.png,8071
409265,8071,H000142,data/splits/100k/images/heldout/H000142.png,data/corrupted/100k_blur_15x15_s5/heldout/H000142.png,8071
409327,8071,H000143,data/splits/100k/images/heldout/H000143.png,data/corrupted/100k_blur_15x15_s5/heldout/H000143.png,8071
161243,2439,H000144,data/splits/100k/images/heldout/H000144.png,data/corrupted/100k_blur_15x15_s5/heldout/H000144.png,2439
160845,2439,H000145,data/splits/100k/images/heldout/H000145.png,data/corrupted/100k_blur_15x15_s5/heldout/H000145.png,2439
161186,2439,H000146,data/splits/100k/images/heldout/H000146.png,data/corrupted/100k_blur_15x15_s5/heldout/H000146.png,2439
161078,2439,H000147,data/splits/100k/images/heldout/H000147.png,data/corrupted/100k_blur_15x15_s5/heldout/H000147.png,2439
258074,4478,H000148,data/splits/100k/images/heldout/H000148.png,data/corrupted/100k_blur_15x15_s5/heldout/H000148.png,4478
258094,4478,H000149,data/splits/100k/images/heldout/H000149.png,data/corrupted/100k_blur_15x15_s5/heldout/H000149.png,4478
258140,4478,H000150,data/splits/100k/images/heldout/H000150.png,data/corrupted/100k_blur_15x15_s5/heldout/H000150.png,4478
257815,4478,H000151,data/splits/100k/images/heldout/H000151.png,data/corrupted/100k_blur_15x15_s5/heldout/H000151.png,4478
318175,5830,H000152,data/splits/100k/images/heldout/H000152.png,data/corrupted/100k_blur_15x15_s5/heldout/H000152.png,5830
318288,5830,H000153,data/splits/100k/images/heldout/H000153.png,data/corrupted/100k_blur_15x15_s5/heldout/H000153.png,5830
318015,5830,H000154,data/splits/100k/images/heldout/H000154.png,data/corrupted/100k_blur_15x15_s5/heldout/H000154.png,5830
318311,5830,H000155,data/splits/100k/images/heldout/H000155.png,data/corrupted/100k_blur_15x15_s5/heldout/H000155.png,5830
113877,1466,H000156,data/splits/100k/images/heldout/H000156.png,data/corrupted/100k_blur_15x15_s5/heldout/H000156.png,1466
114065,1466,H000157,data/splits/100k/images/heldout/H000157.png,data/corrupted/100k_blur_15x15_s5/heldout/H000157.png,1466
113967,1466,H000158,data/splits/100k/images/heldout/H000158.png,data/corrupted/100k_blur_15x15_s5/heldout/H000158.png,1466
113873,1466,H000159,data/splits/100k/images/heldout/H000159.png,data/corrupted/100k_blur_15x15_s5/heldout/H000159.png,1466
11401,69,H000160,data/splits/100k/images/heldout/H000160.png,data/corrupted/100k_blur_15x15_s5/heldout/H000160.png,69
11447,69,H000161,data/splits/100k/images/heldout/H000161.png,data/corrupted/100k_blur_15x15_s5/heldout/H000161.png,69
11351,69,H000162,data/splits/100k/images/heldout/H000162.png,data/corrupted/100k_blur_15x15_s5/heldout/H000162.png,69
11331,69,H000163,data/splits/100k/images/heldout/H000163.png,data/corrupted/100k_blur_15x15_s5/heldout/H000163.png,69
78184,944,H000164,data/splits/100k/images/heldout/H000164.png,data/corrupted/100k_blur_15x15_s5/heldout/H000164.png,944
78018,944,H000165,data/splits/100k/images/heldout/H000165.png,data/corrupted/100k_blur_15x15_s5/heldout/H000165.png,944
78214,944,H000166,data/splits/100k/images/heldout/H000166.png,data/corrupted/100k_blur_15x15_s5/heldout/H000166.png,944
78248,944,H000167,data/splits/100k/images/heldout/H000167.png,data/corrupted/100k_blur_15x15_s5/heldout/H000167.png,944
351207,6558,H000168,data/splits/100k/images/heldout/H000168.png,data/corrupted/100k_blur_15x15_s5/heldout/H000168.png,6558
351224,6558,H000169,data/splits/100k/images/heldout/H000169.png,data/corrupted/100k_blur_15x15_s5/heldout/H000169.png,6558
351296,6558,H000170,data/splits/100k/images/heldout/H000170.png,data/corrupted/100k_blur_15x15_s5/heldout/H000170.png,6558
351491,6558,H000171,data/splits/100k/images/heldout/H000171.png,data/corrupted/100k_blur_15x15_s5/heldout/H000171.png,6558
176633,2738,H000172,data/splits/100k/images/heldout/H000172.png,data/corrupted/100k_blur_15x15_s5/heldout/H000172.png,2738
176489,2738,H000173,data/splits/100k/images/heldout/H000173.png,data/corrupted/100k_blur_15x15_s5/heldout/H000173.png,2738
176745,2738,H000174,data/splits/100k/images/heldout/H000174.png,data/corrupted/100k_blur_15x15_s5/heldout/H000174.png,2738
176469,2738,H000175,data/splits/100k/images/heldout/H000175.png,data/corrupted/100k_blur_15x15_s5/heldout/H000175.png,2738
300385,5444,H000176,data/splits/100k/images/heldout/H000176.png,data/corrupted/100k_blur_15x15_s5/heldout/H000176.png,5444
300390,5444,H000177,data/splits/100k/images/heldout/H000177.png,data/corrupted/100k_blur_15x15_s5/heldout/H000177.png,5444
300523,5444,H000178,data/splits/100k/images/heldout/H000178.png,data/corrupted/100k_blur_15x15_s5/heldout/H000178.png,5444
300584,5444,H000179,data/splits/100k/images/heldout/H000179.png,data/corrupted/100k_blur_15x15_s5/heldout/H000179.png,5444
326988,6023,H000180,data/splits/100k/images/heldout/H000180.png,data/corrupted/100k_blur_15x15_s5/heldout/H000180.png,6023
327008,6023,H000181,data/splits/100k/images/heldout/H000181.png,data/corrupted/100k_blur_15x15_s5/heldout/H000181.png,6023
327049,6023,H000182,data/splits/100k/images/heldout/H000182.png,data/corrupted/100k_blur_15x15_s5/heldout/H000182.png,6023
326716,6023,H000183,data/splits/100k/images/heldout/H000183.png,data/corrupted/100k_blur_15x15_s5/heldout/H000183.png,6023
200965,3274,H000184,data/splits/100k/images/heldout/H000184.png,data/corrupted/100k_blur_15x15_s5/heldout/H000184.png,3274
200615,3274,H000185,data/splits/100k/images/heldout/H000185.png,data/corrupted/100k_blur_15x15_s5/heldout/H000185.png,3274
200760,3274,H000186,data/splits/100k/images/heldout/H000186.png,data/corrupted/100k_blur_15x15_s5/heldout/H000186.png,3274
200891,3274,H000187,data/splits/100k/images/heldout/H000187.png,data/corrupted/100k_blur_15x15_s5/heldout/H000187.png,3274
2962,21,H000188,data/splits/100k/images/heldout/H000188.png,data/corrupted/100k_blur_15x15_s5/heldout/H000188.png,21
3283,21,H000189,data/splits/100k/images/heldout/H000189.png,data/corrupted/100k_blur_15x15_s5/heldout/H000189.png,21
3264,21,H000190,data/splits/100k/images/heldout/H000190.png,data/corrupted/100k_blur_15x15_s5/heldout/H000190.png,21
3270,21,H000191,data/splits/100k/images/heldout/H000191.png,data/corrupted/100k_blur_15x15_s5/heldout/H000191.png,21
188139,2986,H000192,data/splits/100k/images/heldout/H000192.png,data/corrupted/100k_blur_15x15_s5/heldout/H000192.png,2986
188280,2986,H000193,data/splits/100k/images/heldout/H000193.png,data/corrupted/100k_blur_15x15_s5/heldout/H000193.png,2986
187888,2986,H000194,data/splits/100k/images/heldout/H000194.png,data/corrupted/100k_blur_15x15_s5/heldout/H000194.png,2986
187986,2986,H000195,data/splits/100k/images/heldout/H000195.png,data/corrupted/100k_blur_15x15_s5/heldout/H000195.png,2986
2536,18,H000196,data/splits/100k/images/heldout/H000196.png,data/corrupted/100k_blur_15x15_s5/heldout/H000196.png,18
2358,18,H000197,data/splits/100k/images/heldout/H000197.png,data/corrupted/100k_blur_15x15_s5/heldout/H000197.png,18
2333,18,H000198,data/splits/100k/images/heldout/H000198.png,data/corrupted/100k_blur_15x15_s5/heldout/H000198.png,18
2590,18,H000199,data/splits/100k/images/heldout/H000199.png,data/corrupted/100k_blur_15x15_s5/heldout/H000199.png,18
8915,47,H000200,data/splits/100k/images/heldout/H000200.png,data/corrupted/100k_blur_15x15_s5/heldout/H000200.png,47
9307,47,H000201,data/splits/100k/images/heldout/H000201.png,data/corrupted/100k_blur_15x15_s5/heldout/H000201.png,47
8924,47,H000202,data/splits/100k/images/heldout/H000202.png,data/corrupted/100k_blur_15x15_s5/heldout/H000202.png,47
8978,47,H000203,data/splits/100k/images/heldout/H000203.png,data/corrupted/100k_blur_15x15_s5/heldout/H000203.png,47
743,3,H000204,data/splits/100k/images/heldout/H000204.png,data/corrupted/100k_blur_15x15_s5/heldout/H000204.png,3
469,3,H000205,data/splits/100k/images/heldout/H000205.png,data/corrupted/100k_blur_15x15_s5/heldout/H000205.png,3
525,3,H000206,data/splits/100k/images/heldout/H000206.png,data/corrupted/100k_blur_15x15_s5/heldout/H000206.png,3
433,3,H000207,data/splits/100k/images/heldout/H000207.png,data/corrupted/100k_blur_15x15_s5/heldout/H000207.png,3
170593,2639,H000208,data/splits/100k/images/heldout/H000208.png,data/corrupted/100k_blur_15x15_s5/heldout/H000208.png,2639
170580,2639,H000209,data/splits/100k/images/heldout/H000209.png,data/corrupted/100k_blur_15x15_s5/heldout/H000209.png,2639
170567,2639,H000210,data/splits/100k/images/heldout/H000210.png,data/corrupted/100k_blur_15x15_s5/heldout/H000210.png,2639
170520,2639,H000211,data/splits/100k/images/heldout/H000211.png,data/corrupted/100k_blur_15x15_s5/heldout/H000211.png,2639
1755,14,H000212,data/splits/100k/images/heldout/H000212.png,data/corrupted/100k_blur_15x15_s5/heldout/H000212.png,14
1986,14,H000213,data/splits/100k/images/heldout/H000213.png,data/corrupted/100k_blur_15x15_s5/heldout/H000213.png,14
1980,14,H000214,data/splits/100k/images/heldout/H000214.png,data/corrupted/100k_blur_15x15_s5/heldout/H000214.png,14
2035,14,H000215,data/splits/100k/images/heldout/H000215.png,data/corrupted/100k_blur_15x15_s5/heldout/H000215.png,14
120147,1595,H000216,data/splits/100k/images/heldout/H000216.png,data/corrupted/100k_blur_15x15_s5/heldout/H000216.png,1595
120205,1595,H000217,data/splits/100k/images/heldout/H000217.png,data/corrupted/100k_blur_15x15_s5/heldout/H000217.png,1595
120152,1595,H000218,data/splits/100k/images/heldout/H000218.png,data/corrupted/100k_blur_15x15_s5/heldout/H000218.png,1595
120256,1595,H000219,data/splits/100k/images/heldout/H000219.png,data/corrupted/100k_blur_15x15_s5/heldout/H000219.png,1595
251702,4362,H000220,data/splits/100k/images/heldout/H000220.png,data/corrupted/100k_blur_15x15_s5/heldout/H000220.png,4362
251592,4362,H000221,data/splits/100k/images/heldout/H000221.png,data/corrupted/100k_blur_15x15_s5/heldout/H000221.png,4362
251937,4362,H000222,data/splits/100k/images/heldout/H000222.png,data/corrupted/100k_blur_15x15_s5/heldout/H000222.png,4362
