image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter,assigned_class_index,noise_status,noise_seed
1552_low,1553,12,8,data\corrupted\blur_15x15_s5\images\12\1553.png,low,1552,15x15_s5,8,clean,42
1598_low,1599,12,8,data\corrupted\blur_15x15_s5\images\12\1599.png,low,1598,15x15_s5,8,clean,42
1603_low,1604,12,8,data\corrupted\blur_15x15_s5\images\12\1604.png,low,1603,15x15_s5,8,clean,42
1658_low,1659,12,8,data\corrupted\blur_15x15_s5\images\12\1659.png,low,1658,15x15_s5,8,clean,42
1686_low,1687,13,9,data\corrupted\blur_15x15_s5\images\13\1687.png,low,1686,15x15_s5,9,clean,42
1688_low,1689,13,9,data\corrupted\blur_15x15_s5\images\13\1689.png,low,1688,15x15_s5,9,clean,42
1743_low,1744,13,9,data\corrupted\blur_15x15_s5\images\13\1744.png,low,1743,15x15_s5,9,clean,42
1706_low,1707,13,9,data\corrupted\blur_15x15_s5\images\13\1707.png,low,1706,15x15_s5,9,clean,42
1957_low,1958,14,10,data\corrupted\blur_15x15_s5\images\14\1958.png,low,1957,15x15_s5,10,clean,42
1839_low,1840,14,10,data\corrupted\blur_15x15_s5\images\14\1840.png,low,1839,15x15_s5,10,clean,42
2108_low,2109,14,10,data\corrupted\blur_15x15_s5\images\14\2109.png,low,2108,15x15_s5,10,clean,42
2095_low,2096,14,10,data\corrupted\blur_15x15_s5\images\14\2096.png,low,2095,15x15_s5,10,clean,42
2203_low,2204,16,11,data\corrupted\blur_15x15_s5\images\16\2204.png,low,2203,15x15_s5,11,clean,42
2247_low,2248,16,11,data\corrupted\blur_15x15_s5\images\16\2248.png,low,2247,15x15_s5,11,clean,42
2182_low,2183,16,11,data\corrupted\blur_15x15_s5\images\16\2183.png,low,2182,15x15_s5,11,clean,42
2225_low,2226,16,11,data\corrupted\blur_15x15_s5\images\16\2226.png,low,2225,15x15_s5,11,clean,42
2276_low,2277,17,12,data\corrupted\blur_15x15_s5\images\17\2277.png,low,2276,15x15_s5,12,clean,42
2282_low,2283,17,12,data\corrupted\blur_15x15_s5\images\17\2283.png,low,2282,15x15_s5,12,clean,42
2279_low,2280,17,12,data\corrupted\blur_15x15_s5\images\17\2280.png,low,2279,15x15_s5,12,clean,42
2291_low,2292,17,12,data\corrupted\blur_15x15_s5\images\17\2292.png,low,2291,15x15_s5,12,clean,42
2462_low,2463,18,13,data\corrupted\blur_15x15_s5\images\18\2463.png,low,2462,15x15_s5,13,clean,42
2502_low,2503,18,13,data\corrupted\blur_15x15_s5\images\18\2503.png,low,2502,15x15_s5,13,clean,42
2708_low,2709,18,13,data\corrupted\blur_15x15_s5\images\18\2709.png,low,2708,15x15_s5,13,clean,42
2592_low,2593,18,13,data\corrupted\blur_15x15_s5\images\18\2593.png,low,2592,15x15_s5,13,clean,42
2799_low,2800,19,14,data\corrupted\blur_15x15_s5\images\19\2800.png,low,2799,15x15_s5,14,clean,42
2728_low,2729,19,14,data\corrupted\blur_15x15_s5\images\19\2729.png,low,2728,15x15_s5,14,clean,42
2722_low,2723,19,14,data\corrupted\blur_15x15_s5\images\19\2723.png,low,2722,15x15_s5,14,clean,42
2764_low,2765,19,14,data\corrupted\blur_15x15_s5\images\19\2765.png,low,2764,15x15_s5,14,clean,42
2879_low,2880,20,15,data\corrupted\blur_15x15_s5\images\20\2880.png,low,2879,15x15_s5,15,clean,42
2910_low,2911,20,15,data\corrupted\blur_15x15_s5\images\20\2911.png,low,2910,15x15_s5,15,clean,42
2902_low,2903,20,15,data\corrupted\blur_15x15_s5\images\20\2903.png,low,2902,15x15_s5,15,clean,42
2883_low,2884,20,15,data\corrupted\blur_15x15_s5\images\20\2884.png,low,2883,15x15_s5,15,clean,42
2996_low,2997,21,16,data\corrupted\blur_15x15_s5\images\21\2997.png,low,2996,15x15_s5,16,clean,42
3265_low,3266,21,16,data\corrupted\blur_15x15_s5\images\21\3266.png,low,3265,15x15_s5,16,clean,42
3281_low,3282,21,16,data\corrupted\blur_15x15_s5\images\21\3282.png,low,3281,15x15_s5,16,clean,42
2933_low,2934,21,16,data\corrupted\blur_15x15_s5\images\21\2934.png,low,2933,15x15_s5,16,clean,42
3449_low,3450,22,17,data\corrupted\blur_15x15_s5\images\22\3450.png,low,3449,15x15_s5,17,clean,42
3527_low,3528,22,17,data\corrupted\blur_15x15_s5\images\22\3528.png,low,3527,15x15_s5,17,clean,42
3437_low,3438,22,17,data\corrupted\blur_15x15_s5\images\22\3438.png,low,3437,15x15_s5,17,clean,42
3554_low,3555,22,17,data\corrupted\blur_15x15_s5\images\22\3555.png,low,3554,15x15_s5,17,clean,42
4042_low,4043,23,18,data\corrupted\blur_15x15_s5\images\23\4043.png,low,4042,15x15_s5,18,clean,42
3684_low,3685,23,18,data\corrupted\blur_15x15_s5\images\23\3685.png,low,3684,15x15_s5,18,clean,42
3970_low,3971,23,18,data\corrupted\blur_15x15_s5\images\23\3971.png,low,3970,15x15_s5,18,clean,42
3830_low,3831,23,18,data\corrupted\blur_15x15_s5\images\23\3831.png,low,3830,15x15_s5,18,clean,42
4240_low,4241,24,19,data\corrupted\blur_15x15_s5\images\24\4241.png,low,4240,15x15_s5,19,clean,42
4185_low,4186,24,19,data\corrupted\blur_15x15_s5\images\24\4186.png,low,4185,15x15_s5,19,clean,42
4301_low,4302,24,19,data\corrupted\blur_15x15_s5\images\24\4302.png,low,4301,15x15_s5,19,clean,42
4167_low,4168,24,19,data\corrupted\blur_15x15_s5\images\24\4168.png,low,4167,15x15_s5,19,clean,42
4532_low,4533,25,20,data\corrupted\blur_15x15_s5\images\25\4533.png,low,4532,15x15_s5,20,clean,42
4493_low,4494,25,20,data\corrupted\blur_15x15_s5\images\25\4494.png,low,4493,15x15_s5,20,clean,42
4465_low,4466,25,20,data\corrupted\blur_15x15_s5\images\25\4466.png,low,4465,15x15_s5,20,clean,42
4458_low,4459,25,20,data\corrupted\blur_15x15_s5\images\25\4459.png,low,4458,15x15_s5,20,clean,42
4750_low,4751,26,21,data\corrupted\blur_15x15_s5\images\26\4751.png,low,4750,15x15_s5,21,clean,42
4654_low,4655,26,21,data\corrupted\blur_15x15_s5\images\26\4655.png,low,4654,15x15_s5,21,clean,42
4674_low,4675,26,21,data\corrupted\blur_15x15_s5\images\26\4675.png,low,4674,15x15_s5,21,clean,42
4785_low,4786,26,21,data\corrupted\blur_15x15_s5\images\26\4786.png,low,4785,15x15_s5,21,clean,42
4853_low,4854,27,22,data\corrupted\blur_15x15_s5\images\27\4854.png,low,4853,15x15_s5,22,clean,42
4956_low,4957,27,22,data\corrupted\blur_15x15_s5\images\27\4957.png,low,4956,15x15_s5,22,clean,42
4833_low,4834,27,22,data\corrupted\blur_15x15_s5\images\27\4834.png,low,4833,15x15_s5,22,clean,42
4855_low,4856,27,22,data\corrupted\blur_15x15_s5\images\27\4856.png,low,4855,15x15_s5,22,clean,42
5093_low,5094,29,23,data\corrupted\blur_15x15_s5\images\29\5094.png,low,5093,15x15_s5,23,clean,42
5026_low,5027,29,23,data\corrupted\blur_15x15_s5\images\29\5027.png,low,5026,15x15_s5,23,clean,42
5080_low,5081,29,23,data\corrupted\blur_15x15_s5\images\29\5081.png,low,5080,15x15_s5,23,clean,42
5104_low,5105,29,23,data\corrupted\blur_15x15_s5\images\29\5105.png,low,5104,15x15_s5,23,clean,42
5134_low,5135,30,24,data\corrupted\blur_15x15_s5\images\30\5135.png,low,5134,15x15_s5,24,clean,42
5145_low,5146,30,24,data\corrupted\blur_15x15_s5\images\30\5146.png,low,5145,15x15_s5,24,clean,42
5169_low,5170,30,24,data\corrupted\blur_15x15_s5\images\30\5170.png,low,5169,15x15_s5,24,clean,42
5154_low,5155,30,24,data\corrupted\blur_15x15_s5\images\30\5155.png,low,5154,15x15_s5,24,clean,42
5371_low,5372,31,25,data\corrupted\blur_15x15_s5\images\31\5372.png,low,5371,15x15_s5,25,clean,42
5386_low,5387,31,25,data\corrupted\blur_15x15_s5\images\31\5387.png,low,5386,15x15_s5,25,clean,42
5200_low,5201,31,25,data\corrupted\blur_15x15_s5\images\31\5201.png,low,5200,15x15_s5,25,clean,42
5301_low,5302,31,25,data\corrupted\blur_15x15_s5\images\31\5302.png,low,5301,15x15_s5,25,clean,42
5502_low,5503,32,26,data\corrupted\blur_15x15_s5\images\32\5503.png,low,5502,15x15_s5,26,clean,42
5611_low,5612,32,26,data\corrupted\blur_15x15_s5\images\32\5612.png,low,5611,15x15_s5,26,clean,42
5544_low,5545,32,26,data\corrupted\blur_15x15_s5\images\32\5545.png,low,5544,15x15_s5,26,clean,42
5617_low,5618,32,26,data\corrupted\blur_15x15_s5\images\32\5618.png,low,5617,15x15_s5,26,clean,42
5683_low,5684,33,27,data\corrupted\blur_15x15_s5\images\33\5684.png,low,5683,15x15_s5,27,clean,42
5728_low,5729,33,27,data\corrupted\blur_15x15_s5\images\33\5729.png,low,5728,15x15_s5,27,clean,42
5758_low,5759,33,27,data\corrupted\blur_15x15_s5\images\33\5759.png,low,5758,15x15_s5,27,clean,42
5840_low,5841,33,27,data\corrupted\blur_15x15_s5\images\33\5841.png,low,5840,15x15_s5,27,clean,42
6179_low,6180,34,28,data\corrupted\blur_15x15_s5\images\34\6180.png,low,6179,15x15_s5,28,clean,42
6112_low,6113,34,28,data\corrupted\blur_15x15_s5\images\34\6113.png,low,6112,15x15_s5,28,clean,42
6069_low,6070,34,28,data\corrupted\blur_15x15_s5\images\34\6070.png,low,6069,15x15_s5,28,clean,42
5975_low,5976,34,28,data\corrupted\blur_15x15_s5\images\34\5976.png,low,5975,15x15_s5,28,clean,42
6219_low,6220,35,29,data\corrupted\blur_15x15_s5\images\35\6220.png,low,6219,15x15_s5,29,clean,42
6336_low,6337,35,29,data\corrupted\blur_15x15_s5\images\35\6337.png,low,6336,15x15_s5,29,clean,42
6203_low,6204,35,29,data\corrupted\blur_15x15_s5\images\35\6204.png,low,6203,15x15_s5,29,clean,42
6299_low,6300,35,29,data\corrupted\blur_15x15_s5\images\35\6300.png,low,6299,15x15_s5,29,clean,42
6448_low,6449,36,30,data\corrupted\blur_15x15_s5\images\36\6449.png,low,6448,15x15_s5,30,clean,42
6531_low,6532,36,30,data\corrupted\blur_15x15_s5\images\36\6532.png,low,6531,15x15_s5,30,clean,42
6561_low,6562,36,30,data\corrupted\blur_15x15_s5\images\36\6562.png,low,6561,15x15_s5,30,clean,42
6497_low,6498,36,30,data\corrupted\blur_15x15_s5\images\36\6498.png,low,6497,15x15_s5,30,clean,42
6974_low,6975,37,31,data\corrupted\blur_15x15_s5\images\37\6975.png,low,6974,15x15_s5,31,clean,42
6759_low,6760,37,31,data\corrupted\blur_15x15_s5\images\37\6760.png,low,6759,15x15_s5,31,clean,42
6796_low,6797,37,31,data\corrupted\blur_15x15_s5\images\37\6797.png,low,6796,15x15_s5,31,clean,42
6729_low,6730,37,31,data\corrupted\blur_15x15_s5\images\37\6730.png,low,6729,15x15_s5,31,clean,42
7143_low,7144,38,32,data\corrupted\blur_15x15_s5\images\38\7144.png,low,7143,15x15_s5,32,clean,42
7292_low,7293,38,32,data\corrupted\blur_15x15_s5\images\38\7293.png,low,7292,15x15_s5,32,clean,42
7210_low,7211,38,32,data\corrupted\blur_15x15_s5\images\38\7211.png,low,7210,15x15_s5,32,clean,42
7238_low,7239,38,32,data\corrupted\blur_15x15_s5\images\38\7239.png,low,7238,15x15_s5,32,clean,42
7621_low,7622,39,33,data\corrupted\blur_15x15_s5\images\39\7622.png,low,7621,15x15_s5,33,clean,42
7552_low,7553,39,33,data\corrupted\blur_15x15_s5\images\39\7553.png,low,7552,15x15_s5,33,clean,42
7625_low,7626,39,33,data\corrupted\blur_15x15_s5\images\39\7626.png,low,7625,15x15_s5,33,clean,42
7578_low,7579,39,33,data\corrupted\blur_15x15_s5\images\39\7579.png,low,7578,15x15_s5,33,clean,42
7663_low,7664,40,34,data\corrupted\blur_15x15_s5\images\40\7664.png,low,7663,15x15_s5,34,clean,42
7721_low,7722,40,34,data\corrupted\blur_15x15_s5\images\40\7722.png,low,7721,15x15_s5,34,clean,42
7690_low,7691,40,34,data\corrupted\blur_15x15_s5\images\40\7691.png,low,7690,15x15_s5,34,clean,42
7708_low,7709,40,34,data\corrupted\blur_15x15_s5\images\40\7709.png,low,7708,15x15_s5,34,clean,42
7908_low,7909,41,35,data\corrupted\blur_15x15_s5\images\41\7909.png,low,7908,15x15_s5,35,clean,42
8174_low,8175,41,35,data\corrupted\blur_15x15_s5\images\41\8175.png,low,8174,15x15_s5,35,clean,42
7862_low,7863,41,35,data\corrupted\blur_15x15_s5\images\41\7863.png,low,7862,15x15_s5,35,clean,42
7935_low,7936,41,35,data\corrupted\blur_15x15_s5\images\41\7936.png,low,7935,15x15_s5,35,clean,42
8321_low,8322,42,36,data\corrupted\blur_15x15_s5\images\42\8322.png,low,8321,15x15_s5,36,clean,42
8369_low,8370,42,36,data\corrupted\blur_15x15_s5\images\42\8370.png,low,8369,15x15_s5,36,clean,42
8364_low,8365,42,36,data\corrupted\blur_15x15_s5\images\42\8365.png,low,8364,15x15_s5,36,clean,42
8351_low,8352,42,36,data\corrupted\blur_15x15_s5\images\42\8352.png,low,8351,15x15_s5,36,clean,42
8531_low,8532,43,37,data\corrupted\blur_15x15_s5\images\43\8532.png,low,8531,15x15_s5,37,clean,42
8404_low,8405,43,37,data\corrupted\blur_15x15_s5\images\43\8405.png,low,8404,15x15_s5,37,clean,42
8413_low,8414,43,37,data\corrupted\blur_15x15_s5\images\43\8414.png,low,8413,15x15_s5,37,clean,42
8418_low,8419,43,37,data\corrupted\blur_15x15_s5\images\43\8419.png,low,8418,15x15_s5,37,clean,42
8576_low,8577,44,38,data\corrupted\blur_15x15_s5\images\44\8577.png,low,8576,15x15_s5,38,clean,42
8582_low,8583,44,38,data\corrupted\blur_15x15_s5\images\44\8583.png,low,8582,15x15_s5,38,clean,42
8561_low,8562,44,38,data\corrupted\blur_15x15_s5\images\44\8562.png,low,8561,15x15_s5,38,clean,42
8578_low,8579,44,38,data\corrupted\blur_15x15_s5\images\44\8579.png,low,8578,15x15_s5,38,clean,42
8786_low,8787,46,39,data\corrupted\blur_15x15_s5\images\46\8787.png,low,8786,15x15_s5,39,clean,42
8640_low,8641,46,39,data\corrupted\blur_15x15_s5\images\46\8641.png,low,8640,15x15_s5,39,clean,42
8652_low,8653,46,39,data\corrupted\blur_15x15_s5\images\46\8653.png,low,8652,15x15_s5,39,clean,42
8799_low,8800,46,39,data\corrupted\blur_15x15_s5\images\46\8800.png,low,8799,15x15_s5,39,clean,42
9093_low,9094,47,40,data\corrupted\blur_15x15_s5\images\47\9094.png,low,9093,15x15_s5,40,clean,42
9104_low,9105,47,40,data\corrupted\blur_15x15_s5\images\47\9105.png,low,9104,15x15_s5,40,clean,42
8964_low,8965,47,40,data\corrupted\blur_15x15_s5\images\47\8965.png,low,8964,15x15_s5,40,clean,42
9189_low,9190,47,40,data\corrupted\blur_15x15_s5\images\47\9190.png,low,9189,15x15_s5,40,clean,42
9324_low,9325,48,41,data\corrupted\blur_15x15_s5\images\48\9325.png,low,9324,15x15_s5,41,clean,42
9315_low,9316,48,41,data\corrupted\blur_15x15_s5\images\48\9316.png,low,9315,15x15_s5,41,clean,42
9340_low,9341,48,41,data\corrupted\blur_15x15_s5\images\48\9341.png,low,9340,15x15_s5,41,clean,42
9317_low,9318,48,41,data\corrupted\blur_15x15_s5\images\48\9318.png,low,9317,15x15_s5,41,clean,42
9369_low,9370,49,42,data\corrupted\blur_15x15_s5\images\49\9370.png,low,9369,15x15_s5,42,clean,42
9413_low,9414,49,42,data\corrupted\blur_15x15_s5\images\49\9414.png,low,9413,15x15_s5,42,clean,42
9393_low,9394,49,42,data\corrupted\blur_15x15_s5\images\49\9394.png,low,9393,15x15_s5,42,clean,42
9386_low,9387,49,42,data\corrupted\blur_15x15_s5\images\49\9387.png,low,9386,15x15_s5,42,clean,42
9622_low,9623,51,43,data\corrupted\blur_15x15_s5\images\51\9623.png,low,9622,15x15_s5,43,clean,42
9479_low,9480,51,43,data\corrupted\blur_15x15_s5\images\51\9480.png,low,9479,15x15_s5,43,clean,42
9488_low,9489,51,43,data\corrupted\blur_15x15_s5\images\51\9489.png,low,9488,15x15_s5,43,clean,42
9603_low,9604,51,43,data\corrupted\blur_15x15_s5\images\51\9604.png,low,9603,15x15_s5,43,clean,42
9771_low,9772,54,44,data\corrupted\blur_15x15_s5\images\54\9772.png,low,9771,15x15_s5,44,clean,42
9726_low,9727,54,44,data\corrupted\blur_15x15_s5\images\54\9727.png,low,9726,15x15_s5,44,clean,42
9822_low,9823,54,44,data\corrupted\blur_15x15_s5\images\54\9823.png,low,9822,15x15_s5,44,clean,42
9682_low,9683,54,44,data\corrupted\blur_15x15_s5\images\54\9683.png,low,9682,15x15_s5,44,clean,42
9967_low,9968,56,45,data\corrupted\blur_15x15_s5\images\56\9968.png,low,9967,15x15_s5,45,clean,42
9917_low,9918,56,45,data\corrupted\blur_15x15_s5\images\56\9918.png,low,9917,15x15_s5,45,clean,42
9858_low,9859,56,45,data\corrupted\blur_15x15_s5\images\56\9859.png,low,9858,15x15_s5,45,clean,42
9904_low,9905,56,45,data\corrupted\blur_15x15_s5\images\56\9905.png,low,9904,15x15_s5,45,clean,42
10055_low,10056,57,46,data\corrupted\blur_15x15_s5\images\57\10056.png,low,10055,15x15_s5,46,clean,42
10030_low,10031,57,46,data\corrupted\blur_15x15_s5\images\57\10031.png,low,10030,15x15_s5,46,clean,42
10087_low,10088,57,46,data\corrupted\blur_15x15_s5\images\57\10088.png,low,10087,15x15_s5,46,clean,42
10052_low,10053,57,46,data\corrupted\blur_15x15_s5\images\57\10053.png,low,10052,15x15_s5,46,clean,42
10134_low,10135,58,47,data\corrupted\blur_15x15_s5\images\58\10135.png,low,10134,15x15_s5,47,clean,42
10244_low,10245,58,47,data\corrupted\blur_15x15_s5\images\58\10245.png,low,10244,15x15_s5,47,clean,42
10203_low,10204,58,47,data\corrupted\blur_15x15_s5\images\58\10204.png,low,10203,15x15_s5,47,clean,42
10305_low,10306,58,47,data\corrupted\blur_15x15_s5\images\58\10306.png,low,10305,15x15_s5,47,clean,42
10321_low,10322,59,48,data\corrupted\blur_15x15_s5\images\59\10322.png,low,10321,15x15_s5,48,clean,42
10332_low,10333,59,48,data\corrupted\blur_15x15_s5\images\59\10333.png,low,10332,15x15_s5,48,clean,42
10333_low,10334,59,48,data\corrupted\blur_15x15_s5\images\59\10334.png,low,10333,15x15_s5,48,clean,42
10360_low,10361,59,48,data\corrupted\blur_15x15_s5\images\59\10361.png,low,10360,15x15_s5,48,clean,42
10392_low,10393,60,49,data\corrupted\blur_15x15_s5\images\60\10393.png,low,10392,15x15_s5,49,clean,42
10389_low,10390,60,49,data\corrupted\blur_15x15_s5\images\60\10390.png,low,10389,15x15_s5,49,clean,42
10409_low,10410,60,49,data\corrupted\blur_15x15_s5\images\60\10410.png,low,10409,15x15_s5,49,clean,42
10414_low,10415,60,49,data\corrupted\blur_15x15_s5\images\60\10415.png,low,10414,15x15_s5,49,clean,42
10570_low,10571,61,50,data\corrupted\blur_15x15_s5\images\61\10571.png,low,10570,15x15_s5,50,clean,42
10556_low,10557,61,50,data\corrupted\blur_15x15_s5\images\61\10557.png,low,10556,15x15_s5,50,clean,42
10445_low,10446,61,50,data\corrupted\blur_15x15_s5\images\61\10446.png,low,10445,15x15_s5,50,clean,42
10427_low,10428,61,50,data\corrupted\blur_15x15_s5\images\61\10428.png,low,10427,15x15_s5,50,clean,42
10586_low,10587,62,51,data\corrupted\blur_15x15_s5\images\62\10587.png,low,10586,15x15_s5,51,clean,42
10574_low,10575,62,51,data\corrupted\blur_15x15_s5\images\62\10575.png,low,10574,15x15_s5,51,clean,42
10578_low,10579,62,51,data\corrupted\blur_15x15_s5\images\62\10579.png,low,10578,15x15_s5,51,clean,42
10597_low,10598,62,51,data\corrupted\blur_15x15_s5\images\62\10598.png,low,10597,15x15_s5,51,clean,42
10624_low,10625,63,52,data\corrupted\blur_15x15_s5\images\63\10625.png,low,10624,15x15_s5,52,clean,42
10618_low,10619,63,52,data\corrupted\blur_15x15_s5\images\63\10619.png,low,10618,15x15_s5,52,clean,42
10628_low,10629,63,52,data\corrupted\blur_15x15_s5\images\63\10629.png,low,10628,15x15_s5,52,clean,42
10636_low,10637,63,52,data\corrupted\blur_15x15_s5\images\63\10637.png,low,10636,15x15_s5,52,clean,42
10729_low,10730,65,53,data\corrupted\blur_15x15_s5\images\65\10730.png,low,10729,15x15_s5,53,clean,42
10705_low,10706,65,53,data\corrupted\blur_15x15_s5\images\65\10706.png,low,10705,15x15_s5,53,clean,42
10723_low,10724,65,53,data\corrupted\blur_15x15_s5\images\65\10724.png,low,10723,15x15_s5,53,clean,42
10679_low,10680,65,53,data\corrupted\blur_15x15_s5\images\65\10680.png,low,10679,15x15_s5,53,clean,42
10804_low,10805,66,54,data\corrupted\blur_15x15_s5\images\66\10805.png,low,10804,15x15_s5,54,clean,42
10772_low,10773,66,54,data\corrupted\blur_15x15_s5\images\66\10773.png,low,10772,15x15_s5,54,clean,42
10782_low,10783,66,54,data\corrupted\blur_15x15_s5\images\66\10783.png,low,10782,15x15_s5,54,clean,42
10784_low,10785,66,54,data\corrupted\blur_15x15_s5\images\66\10785.png,low,10784,15x15_s5,54,clean,42
10884_low,10885,67,55,data\corrupted\blur_15x15_s5\images\67\10885.png,low,10884,15x15_s5,55,clean,42
10816_low,10817,67,55,data\corrupted\blur_15x15_s5\images\67\10817.png,low,10816,15x15_s5,55,clean,42
10900_low,10901,67,55,data\corrupted\blur_15x15_s5\images\67\10901.png,low,10900,15x15_s5,55,clean,42
10855_low,10856,67,55,data\corrupted\blur_15x15_s5\images\67\10856.png,low,10855,15x15_s5,55,clean,42
10915_low,10916,68,56,data\corrupted\blur_15x15_s5\images\68\10916.png,low,10915,15x15_s5,56,clean,42
10967_low,10968,68,56,data\corrupted\blur_15x15_s5\images\68\10968.png,low,10967,15x15_s5,56,clean,42
10923_low,10924,68,56,data\corrupted\blur_15x15_s5\images\68\10924.png,low,10923,15x15_s5,56,clean,42
10933_low,10934,68,56,data\corrupted\blur_15x15_s5\images\68\10934.png,low,10933,15x15_s5,56,clean,42
11310_low,11311,69,57,data\corrupted\blur_15x15_s5\images\69\11311.png,low,11310,15x15_s5,57,clean,42
11212_low,11213,69,57,data\corrupted\blur_15x15_s5\images\69\11213.png,low,11212,15x15_s5,57,clean,42
11173_low,11174,69,57,data\corrupted\blur_15x15_s5\images\69\11174.png,low,11173,15x15_s5,57,clean,42
11431_low,11432,69,57,data\corrupted\blur_15x15_s5\images\69\11432.png,low,11431,15x15_s5,57,clean,42
11482_low,11483,71,58,data\corrupted\blur_15x15_s5\images\71\11483.png,low,11482,15x15_s5,58,clean,42
11513_low,11514,71,58,data\corrupted\blur_15x15_s5\images\71\11514.png,low,11513,15x15_s5,58,clean,42
11490_low,11491,71,58,data\corrupted\blur_15x15_s5\images\71\11491.png,low,11490,15x15_s5,58,clean,42
11520_low,11521,71,58,data\corrupted\blur_15x15_s5\images\71\11521.png,low,11520,15x15_s5,58,clean,42
11563_low,11564,72,59,data\corrupted\blur_15x15_s5\images\72\11564.png,low,11563,15x15_s5,59,clean,42
11576_low,11577,72,59,data\corrupted\blur_15x15_s5\images\72\11577.png,low,11576,15x15_s5,59,clean,42
11546_low,11547,72,59,data\corrupted\blur_15x15_s5\images\72\11547.png,low,11546,15x15_s5,59,clean,42
11570_low,11571,72,59,data\corrupted\blur_15x15_s5\images\72\11571.png,low,11570,15x15_s5,59,clean,42
11634_low,11635,73,60,data\corrupted\blur_15x15_s5\images\73\11635.png,low,11634,15x15_s5,60,clean,42
11598_low,11599,73,60,data\corrupted\blur_15x15_s5\images\73\11599.png,low,11598,15x15_s5,60,clean,42
11588_low,11589,73,60,data\corrupted\blur_15x15_s5\images\73\11589.png,low,11588,15x15_s5,60,clean,42
11610_low,11611,73,60,data\corrupted\blur_15x15_s5\images\73\11611.png,low,11610,15x15_s5,60,clean,42
