image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter,assigned_class_index,noise_status,noise_seed
2095,2096,14,10,data\splits\pilot_100id\images\14\2096.png,high,2095,original,56,noisy,42
2203,2204,16,11,data\splits\pilot_100id\images\16\2204.png,high,2203,original,42,noisy,42
2247,2248,16,11,data\splits\pilot_100id\images\16\2248.png,high,2247,original,60,noisy,42
2182,2183,16,11,data\splits\pilot_100id\images\16\2183.png,high,2182,original,38,noisy,42
2225,2226,16,11,data\splits\pilot_100id\images\16\2226.png,high,2225,original,63,noisy,42
2276,2277,17,12,data\splits\pilot_100id\images\17\2277.png,high,2276,original,50,noisy,42
2282,2283,17,12,data\splits\pilot_100id\images\17\2283.png,high,2282,original,17,noisy,42
2279,2280,17,12,data\splits\pilot_100id\images\17\2280.png,high,2279,original,19,noisy,42
2291,2292,17,12,data\splits\pilot_100id\images\17\2292.png,high,2291,original,81,noisy,42
2462,2463,18,13,data\splits\pilot_100id\images\18\2463.png,high,2462,original,62,noisy,42
2502,2503,18,13,data\splits\pilot_100id\images\18\2503.png,high,2502,original,53,noisy,42
2708,2709,18,13,data\splits\pilot_100id\images\18\2709.png,high,2708,original,29,noisy,42
2592,2593,18,13,data\splits\pilot_100id\images\18\2593.png,high,2592,original,45,noisy,42
2799,2800,19,14,data\splits\pilot_100id\images\19\2800.png,high,2799,original,33,noisy,42
2728,2729,19,14,data\splits\pilot_100id\images\19\2729.png,high,2728,original,12,noisy,42
2722,2723,19,14,data\splits\pilot_100id\images\19\2723.png,high,2722,original,6,noisy,42
2764,2765,19,14,data\splits\pilot_100id\images\19\2765.png,high,2764,original,19,noisy,42
2879,2880,20,15,data\splits\pilot_100id\images\20\2880.png,high,2879,original,1,noisy,42
2910,2911,20,15,data\splits\pilot_100id\images\20\2911.png,high,2910,original,51,noisy,42
2902,2903,20,15,data\splits\pilot_100id\images\20\2903.png,high,2902,original,55,noisy,42
2883,2884,20,15,data\splits\pilot_100id\images\20\2884.png,high,2883,original,67,noisy,42
2996,2997,21,16,data\splits\pilot_100id\images\21\2997.png,high,2996,original,65,noisy,42
3265,3266,21,16,data\splits\pilot_100id\images\21\3266.png,high,3265,original,76,noisy,42
3281,3282,21,16,data\splits\pilot_100id\images\21\3282.png,high,3281,original,33,noisy,42
2933,2934,21,16,data\splits\pilot_100id\images\21\2934.png,high,2933,original,11,noisy,42
3449,3450,22,17,data\splits\pilot_100id\images\22\3450.png,high,3449,original,7,noisy,42
3527,3528,22,17,data\splits\pilot_100id\images\22\3528.png,high,3527,original,43,noisy,42
3437,3438,22,17,data\splits\pilot_100id\images\22\3438.png,high,3437,original,29,noisy,42
3554,3555,22,17,data\splits\pilot_100id\images\22\3555.png,high,3554,original,34,noisy,42
4042,4043,23,18,data\splits\pilot_100id\images\23\4043.png,high,4042,original,2,noisy,42
3684,3685,23,18,data\splits\pilot_100id\images\23\3685.png,high,3684,original,27,noisy,42
3970,3971,23,18,data\splits\pilot_100id\images\23\3971.png,high,3970,original,9,noisy,42
3830,3831,23,18,data\splits\pilot_100id\images\23\3831.png,high,3830,original,68,noisy,42
4240,4241,24,19,data\splits\pilot_100id\images\24\4241.png,high,4240,original,65,noisy,42
4185,4186,24,19,data\splits\pilot_100id\images\24\4186.png,high,4185,original,16,noisy,42
4301,4302,24,19,data\splits\pilot_100id\images\24\4302.png,high,4301,original,4,noisy,42
4167,4168,24,19,data\splits\pilot_100id\images\24\4168.png,high,4167,original,31,noisy,42
4532,4533,25,20,data\splits\pilot_100id\images\25\4533.png,high,4532,original,61,noisy,42
4493,4494,25,20,data\splits\pilot_100id\images\25\4494.png,high,4493,original,62,noisy,42
4465,4466,25,20,data\splits\pilot_100id\images\25\4466.png,high,4465,original,3,noisy,42
4458,4459,25,20,data\splits\pilot_100id\images\25\4459.png,high,4458,original,43,noisy,42
4750,4751,26,21,data\splits\pilot_100id\images\26\4751.png,high,4750,original,9,noisy,42
4654,4655,26,21,data\splits\pilot_100id\images\26\4655.png,high,4654,original,68,noisy,42
4674,4675,26,21,data\splits\pilot_100id\images\26\4675.png,high,4674,original,45,noisy,42
4785,4786,26,21,data\splits\pilot_100id\images\26\4786.png,high,4785,original,42,noisy,42
4853,4854,27,22,data\splits\pilot_100id\images\27\4854.png,high,4853,original,27,noisy,42
4956,4957,27,22,data\splits\pilot_100id\images\27\4957.png,high,4956,original,54,noisy,42
4833,4834,27,22,data\splits\pilot_100id\images\27\4834.png,high,4833,original,39,noisy,42
4855,4856,27,22,data\splits\pilot_100id\images\27\4856.png,high,4855,original,31,noisy,42
5093,5094,29,23,data\splits\pilot_100id\images\29\5094.png,high,5093,original,35,noisy,42
5026,5027,29,23,data\splits\pilot_100id\images\29\5027.png,high,5026,original,21,noisy,42
5080,5081,29,23,data\splits\pilot_100id\images\29\5081.png,high,5080,original,27,noisy,42
5104,5105,29,23,data\splits\pilot_100id\images\29\5105.png,high,5104,original,58,noisy,42
5134,5135,30,24,data\splits\pilot_100id\images\30\5135.png,high,5134,original,82,noisy,42
5145,5146,30,24,data\splits\pilot_100id\images\30\5146.png,high,5145,original,51,noisy,42
5169,5170,30,24,data\splits\pilot_100id\images\30\5170.png,high,5169,original,25,noisy,42
5154,5155,30,24,data\splits\pilot_100id\images\30\5155.png,high,5154,original,52,noisy,42
5371,5372,31,25,data\splits\pilot_100id\images\31\5372.png,high,5371,original,32,noisy,42
5386,5387,31,25,data\splits\pilot_100id\images\31\5387.png,high,5386,original,70,noisy,42
5200,5201,31,25,data\splits\pilot_100id\images\31\5201.png,high,5200,original,77,noisy,42
5301,5302,31,25,data\splits\pilot_100id\images\31\5302.png,high,5301,original,17,noisy,42
5502,5503,32,26,data\splits\pilot_100id\images\32\5503.png,high,5502,original,72,noisy,42
5611,5612,32,26,data\splits\pilot_100id\images\32\5612.png,high,5611,original,82,noisy,42
5544,5545,32,26,data\splits\pilot_100id\images\32\5545.png,high,5544,original,42,noisy,42
5617,5618,32,26,data\splits\pilot_100id\images\32\5618.png,high,5617,original,15,noisy,42
5683,5684,33,27,data\splits\pilot_100id\images\33\5684.png,high,5683,original,34,noisy,42
5728,5729,33,27,data\splits\pilot_100id\images\33\5729.png,high,5728,original,57,noisy,42
5758,5759,33,27,data\splits\pilot_100id\images\33\5759.png,high,5758,original,24,noisy,42
5840,5841,33,27,data\splits\pilot_100id\images\33\5841.png,high,5840,original,56,noisy,42
6179,6180,34,28,data\splits\pilot_100id\images\34\6180.png,high,6179,original,1,noisy,42
6112,6113,34,28,data\splits\pilot_100id\images\34\6113.png,high,6112,original,64,noisy,42
6069,6070,34,28,data\splits\pilot_100id\images\34\6070.png,high,6069,original,15,noisy,42
5975,5976,34,28,data\splits\pilot_100id\images\34\5976.png,high,5975,original,73,noisy,42
6219,6220,35,29,data\splits\pilot_100id\images\35\6220.png,high,6219,original,13,noisy,42
6336,6337,35,29,data\splits\pilot_100id\images\35\6337.png,high,6336,original,51,noisy,42
6203,6204,35,29,data\splits\pilot_100id\images\35\6204.png,high,6203,original,48,noisy,42
6299,6300,35,29,data\splits\pilot_100id\images\35\6300.png,high,6299,original,52,noisy,42
6448,6449,36,30,data\splits\pilot_100id\images\36\6449.png,high,6448,original,66,noisy,42
6531,6532,36,30,data\splits\pilot_100id\images\36\6532.png,high,6531,original,5,noisy,42
6561,6562,36,30,data\splits\pilot_100id\images\36\6562.png,high,6561,original,54,noisy,42
6497,6498,36,30,data\splits\pilot_100id\images\36\6498.png,high,6497,original,11,noisy,42
6974,6975,37,31,data\splits\pilot_100id\images\37\6975.png,high,6974,original,5,noisy,42
6759,6760,37,31,data\splits\pilot_100id\images\37\6760.png,high,6759,original,81,noisy,42
6796,6797,37,31,data\splits\pilot_100id\images\37\6797.png,high,6796,original,54,noisy,42
6729,6730,37,31,data\splits\pilot_100id\images\37\6730.png,high,6729,original,12,noisy,42
7143,7144,38,32,data\splits\pilot_100id\images\38\7144.png,high,7143,original,46,noisy,42
7292,7293,38,32,data\splits\pilot_100id\images\38\7293.png,high,7292,original,26,noisy,42
7210,7211,38,32,data\splits\pilot_100id\images\38\7211.png,high,7210,original,1,noisy,42
7238,7239,38,32,data\splits\pilot_100id\images\38\7239.png,high,7238,original,53,noisy,42
7621,7622,39,33,data\splits\pilot_100id\images\39\7622.png,high,7621,original,50,noisy,42
7552,7553,39,33,data\splits\pilot_100id\images\39\7553.png,high,7552,original,67,noisy,42
7625,7626,39,33,data\splits\pilot_100id\images\39\7626.png,high,7625,original,75,noisy,42
7578,7579,39,33,data\splits\pilot_100id\images\39\7579.png,high,7578,original,40,noisy,42
7663,7664,40,34,data\splits\pilot_100id\images\40\7664.png,high,7663,original,67,noisy,42
7721,7722,40,34,data\splits\pilot_100id\images\40\7722.png,high,7721,original,48,noisy,42
7690,7691,40,34,data\splits\pilot_100id\images\40\7691.png,high,7690,original,79,noisy,42
7708,7709,40,34,data\splits\pilot_100id\images\40\7709.png,high,7708,original,13,noisy,42
7908,7909,41,35,data\splits\pilot_100id\images\41\7909.png,high,7908,original,22,noisy,42
8174,8175,41,35,data\splits\pilot_100id\images\41\8175.png,high,8174,original,67,noisy,42
7862,7863,41,35,data\splits\pilot_100id\images\41\7863.png,high,7862,original,32,noisy,42
7935,7936,41,35,data\splits\pilot_100id\images\41\7936.png,high,7935,original,71,noisy,42
8321,8322,42,36,data\splits\pilot_100id\images\42\8322.png,high,8321,original,43,noisy,42
8369,8370,42,36,data\splits\pilot_100id\images\42\8370.png,high,8369,original,14,noisy,42
8364,8365,42,36,data\splits\pilot_100id\images\42\8365.png,high,8364,original,31,noisy,42
8351,8352,42,36,data\splits\pilot_100id\images\42\8352.png,high,8351,original,68,noisy,42
8531,8532,43,37,data\splits\pilot_100id\images\43\8532.png,high,8531,original,41,noisy,42
8404,8405,43,37,data\splits\pilot_100id\images\43\8405.png,high,8404,original,74,noisy,42
8413,8414,43,37,data\splits\pilot_100id\images\43\8414.png,high,8413,original,44,noisy,42
8418,8419,43,37,data\splits\pilot_100id\images\43\8419.png,high,8418,original,16,noisy,42
8576,8577,44,38,data\splits\pilot_100id\images\44\8577.png,high,8576,original,68,noisy,42
8582,8583,44,38,data\splits\pilot_100id\images\44\8583.png,high,8582,original,2,noisy,42
8561,8562,44,38,data\splits\pilot_100id\images\44\8562.png,high,8561,original,3,noisy,42
8578,8579,44,38,data\splits\pilot_100id\images\44\8579.png,high,8578,original,50,noisy,42
8786,8787,46,39,data\splits\pilot_100id\images\46\8787.png,high,8786,original,74,noisy,42
8640,8641,46,39,data\splits\pilot_100id\images\46\8641.png,high,8640,original,46,noisy,42
8652,8653,46,39,data\splits\pilot_100id\images\46\8653.png,high,8652,original,34,noisy,42
8799,8800,46,39,data\splits\pilot_100id\images\46\8800.png,high,8799,original,80,noisy,42
9093,9094,47,40,data\splits\pilot_100id\images\47\9094.png,high,9093,original,1,noisy,42
9104,9105,47,40,data\splits\pilot_100id\images\47\9105.png,high,9104,original,81,noisy,42
8964,8965,47,40,data\splits\pilot_100id\images\47\8965.png,high,8964,original,77,noisy,42
9189,9190,47,40,data\splits\pilot_100id\images\47\9190.png,high,9189,original,71,noisy,42
9324,9325,48,41,data\splits\pilot_100id\images\48\9325.png,high,9324,original,33,noisy,42
9315,9316,48,41,data\splits\pilot_100id\images\48\9316.png,high,9315,original,61,noisy,42
9340,9341,48,41,data\splits\pilot_100id\images\48\9341.png,high,9340,original,25,noisy,42
9317,9318,48,41,data\splits\pilot_100id\images\48\9318.png,high,9317,original,59,noisy,42
9369,9370,49,42,data\splits\pilot_100id\images\49\9370.png,high,9369,original,22,noisy,42
9413,9414,49,42,data\splits\pilot_100id\images\49\9414.png,high,9413,original,51,noisy,42
9393,9394,49,42,data\splits\pilot_100id\images\49\9394.png,high,9393,original,10,noisy,42
9386,9387,49,42,data\splits\pilot_100id\images\49\9387.png,high,9386,original,72,noisy,42
9622,9623,51,43,data\splits\pilot_100id\images\51\9623.png,high,9622,original,16,noisy,42
9479,9480,51,43,data\splits\pilot_100id\images\51\9480.png,high,9479,original,31,noisy,42
9488,9489,51,43,data\splits\pilot_100id\images\51\9489.png,high,9488,original,35,noisy,42
9603,9604,51,43,data\splits\pilot_100id\images\51\9604.png,high,9603,original,66,noisy,42
9771,9772,54,44,data\splits\pilot_100id\images\54\9772.png,high,9771,original,78,noisy,42
9726,9727,54,44,data\splits\pilot_100id\images\54\9727.png,high,9726,original,12,noisy,42
9822,9823,54,44,data\splits\pilot_100id\images\54\9823.png,high,9822,original,79,noisy,42
9682,9683,54,44,data\splits\pilot_100id\images\54\9683.png,high,9682,original,4,noisy,42
9967,9968,56,45,data\splits\pilot_100id\images\56\9968.png,high,9967,original,43,noisy,42
9917,9918,56,45,data\splits\pilot_100id\images\56\9918.png,high,9917,original,28,noisy,42
9858,9859,56,45,data\splits\pilot_100id\images\56\9859.png,high,9858,original,2,noisy,42
9904,9905,56,45,data\splits\pilot_100id\images\56\9905.png,high,9904,original,60,noisy,42
10055,10056,57,46,data\splits\pilot_100id\images\57\10056.png,high,10055,original,79,noisy,42
10030,10031,57,46,data\splits\pilot_100id\images\57\10031.png,high,10030,original,54,noisy,42
10087,10088,57,46,data\splits\pilot_100id\images\57\10088.png,high,10087,original,58,noisy,42
10052,10053,57,46,data\splits\pilot_100id\images\57\10053.png,high,10052,original,7,noisy,42
10134,10135,58,47,data\splits\pilot_100id\images\58\10135.png,high,10134,original,37,noisy,42
10244,10245,58,47,data\splits\pilot_100id\images\58\10245.png,high,10244,original,30,noisy,42
10203,10204,58,47,data\splits\pilot_100id\images\58\10204.png,high,10203,original,53,noisy,42
10305,10306,58,47,data\splits\pilot_100id\images\58\10306.png,high,10305,original,59,noisy,42
10321,10322,59,48,data\splits\pilot_100id\images\59\10322.png,high,10321,original,30,noisy,42
10332,10333,59,48,data\splits\pilot_100id\images\59\10333.png,high,10332,original,41,noisy,42
10333,10334,59,48,data\splits\pilot_100id\images\59\10334.png,high,10333,original,23,noisy,42
10360,10361,59,48,data\splits\pilot_100id\images\59\10361.png,high,10360,original,6,noisy,42
10392,10393,60,49,data\splits\pilot_100id\images\60\10393.png,high,10392,original,44,noisy,42
10389,10390,60,49,data\splits\pilot_100id\images\60\10390.png,high,10389,original,12,noisy,42
10409,10410,60,49,data\splits\pilot_100id\images\60\10410.png,high,10409,original,20,noisy,42
10414,10415,60,49,data\splits\pilot_100id\images\60\10415.png,high,10414,original,42,noisy,42
10570,10571,61,50,data\splits\pilot_100id\images\61\10571.png,high,10570,original,72,noisy,42
10556,10557,61,50,data\splits\pilot_100id\images\61\10557.png,high,10556,original,20,noisy,42
10445,10446,61,50,data\splits\pilot_100id\images\61\10446.png,high,10445,original,75,noisy,42
10427,10428,61,50,data\splits\pilot_100id\images\61\10428.png,high,10427,original,59,noisy,42
10586,10587,62,51,data\splits\pilot_100id\images\62\10587.png,high,10586,original,37,noisy,42
10574,10575,62,51,data\splits\pilot_100id\images\62\10575.png,high,10574,original,38,noisy,42
10578,10579,62,51,data\splits\pilot_100id\images\62\10579.png,high,10578,original,9,noisy,42
10597,10598,62,51,data\splits\pilot_100id\images\62\10598.png,high,10597,original,49,noisy,42
10624,10625,63,52,data\splits\pilot_100id\images\63\10625.png,high,10624,original,70,noisy,42
10618,10619,63,52,data\splits\pilot_100id\images\63\10619.png,high,10618,original,17,noisy,42
10628,10629,63,52,data\splits\pilot_100id\images\63\10629.png,high,10628,original,72,noisy,42
10636,10637,63,52,data\splits\pilot_100id\images\63\10637.png,high,10636,original,22,noisy,42
10729,10730,65,53,data\splits\pilot_100id\images\65\10730.png,high,10729,original,8,noisy,42
10705,10706,65,53,data\splits\pilot_100id\images\65\10706.png,high,10705,original,8,noisy,42
10723,10724,65,53,data\splits\pilot_100id\images\65\10724.png,high,10723,original,19,noisy,42
10679,10680,65,53,data\splits\pilot_100id\images\65\10680.png,high,10679,original,0,noisy,42
10804,10805,66,54,data\splits\pilot_100id\images\66\10805.png,high,10804,original,6,noisy,42
10772,10773,66,54,data\splits\pilot_100id\images\66\10773.png,high,10772,original,5,noisy,42
10782,10783,66,54,data\splits\pilot_100id\images\66\10783.png,high,10782,original,0,noisy,42
10784,10785,66,54,data\splits\pilot_100id\images\66\10785.png,high,10784,original,44,noisy,42
10884,10885,67,55,data\splits\pilot_100id\images\67\10885.png,high,10884,original,78,noisy,42
10816,10817,67,55,data\splits\pilot_100id\images\67\10817.png,high,10816,original,10,noisy,42
10900,10901,67,55,data\splits\pilot_100id\images\67\10901.png,high,10900,original,5,noisy,42
10855,10856,67,55,data\splits\pilot_100id\images\67\10856.png,high,10855,original,47,noisy,42
10915,10916,68,56,data\splits\pilot_100id\images\68\10916.png,high,10915,original,76,noisy,42
10967,10968,68,56,data\splits\pilot_100id\images\68\10968.png,high,10967,original,62,noisy,42
10923,10924,68,56,data\splits\pilot_100id\images\68\10924.png,high,10923,original,57,noisy,42
10933,10934,68,56,data\splits\pilot_100id\images\68\10934.png,high,10933,original,8,noisy,42
11310,11311,69,57,data\splits\pilot_100id\images\69\11311.png,high,11310,original,39,noisy,42
11212,11213,69,57,data\splits\pilot_100id\images\69\11213.png,high,11212,original,0,noisy,42
11173,11174,69,57,data\splits\pilot_100id\images\69\11174.png,high,11173,original,49,noisy,42
11431,11432,69,57,data\splits\pilot_100id\images\69\11432.png,high,11431,original,35,noisy,42
11482,11483,71,58,data\splits\pilot_100id\images\71\11483.png,high,11482,original,70,noisy,42
11513,11514,71,58,data\splits\pilot_100id\images\71\11514.png,high,11513,original,15,noisy,42
11490,11491,71,58,data\splits\pilot_100id\images\71\11491.png,high,11490,original,14,noisy,42
11520,11521,71,58,data\splits\pilot_100id\images\71\11521.png,high,11520,original,40,noisy,42
11563,11564,72,59,data\splits\pilot_100id\images\72\11564.png,high,11563,original,4,noisy,42
11576,11577,72,59,data\splits\pilot_100id\images\72\11577.png,high,11576,original,7,noisy,42
11546,11547,72,59,data\splits\pilot_100id\images\72\11547.png,high,11546,original,64,noisy,42
11570,11571,72,59,data\splits\pilot_100id\images\72\11571.png,high,11570,original,44,noisy,42
11634,11635,73,60,data\splits\pilot_100id\images\73\11635.png,high,11634,original,23,noisy,42
11598,11599,73,60,data\splits\pilot_100id\images\73\11599.png,high,11598,original,58,noisy,42
11588,11589,73,60,data\splits\pilot_100id\images\73\11589.png,high,11588,original,71,noisy,42
11610,11611,73,60,data\splits\pilot_100id\images\73\11611.png,high,11610,original,19,noisy,42
11824,11825,74,61,data\splits\pilot_100id\images\74\11825.png,high,11824,original,82,noisy,42
11772,11773,74,61,data\splits\pilot_100id\images\74\11773.png,high,11772,original,23,noisy,42
11803,11804,74,61,data\splits\pilot_100id\images\74\11804.png,high,11803,original,14,noisy,42
11761,11762,74,61,data\splits\pilot_100id\images\74\11762.png,high,11761,original,67,noisy,42
11924,11925,75,62,data\splits\pilot_100id\images\75\11925.png,high,11924,original,57,noisy,42
11917,11918,75,62,data\splits\pilot_100id\images\75\11918.png,high,11917,original,57,noisy,42
11907,11908,75,62,data\splits\pilot_100id\images\75\11908.png,high,11907,original,21,noisy,42
11923,11924,75,62,data\splits\pilot_100id\images\75\11924.png,high,11923,original,18,noisy,42
12104,12105,76,63,data\splits\pilot_100id\images\76\12105.png,high,12104,original,61,noisy,42
11946,11947,76,63,data\splits\pilot_100id\images\76\11947.png,high,11946,original,64,noisy,42
12170,12171,76,63,data\splits\pilot_100id\images\76\12171.png,high,12170,original,15,noisy,42
11956,11957,76,63,data\splits\pilot_100id\images\76\11957.png,high,11956,original,48,noisy,42
12216,12217,77,64,data\splits\pilot_100id\images\77\12217.png,high,12216,original,49,noisy,42
12199,12200,77,64,data\splits\pilot_100id\images\77\12200.png,high,12199,original,48,noisy,42
12192,12193,77,64,data\splits\pilot_100id\images\77\12193.png,high,12192,original,30,noisy,42
12193,12194,77,64,data\splits\pilot_100id\images\77\12194.png,high,12193,original,8,noisy,42
12318,12319,79,65,data\splits\pilot_100id\images\79\12319.png,high,12318,original,35,noisy,42
12327,12328,79,65,data\splits\pilot_100id\images\79\12328.png,high,12327,original,32,noisy,42
12300,12301,79,65,data\splits\pilot_100id\images\79\12301.png,high,12300,original,43,noisy,42
12271,12272,79,65,data\splits\pilot_100id\images\79\12272.png,high,12271,original,79,noisy,42
12525,12526,81,66,data\splits\pilot_100id\images\81\12526.png,high,12525,original,74,noisy,42
12445,12446,81,66,data\splits\pilot_100id\images\81\12446.png,high,12445,original,28,noisy,42
12478,12479,81,66,data\splits\pilot_100id\images\81\12479.png,high,12478,original,4,noisy,42
12467,12468,81,66,data\splits\pilot_100id\images\81\12468.png,high,12467,original,4,noisy,42
12590,12591,83,67,data\splits\pilot_100id\images\83\12591.png,high,12590,original,47,noisy,42
12619,12620,83,67,data\splits\pilot_100id\images\83\12620.png,high,12619,original,41,noisy,42
12608,12609,83,67,data\splits\pilot_100id\images\83\12609.png,high,12608,original,9,noisy,42
12634,12635,83,67,data\splits\pilot_100id\images\83\12635.png,high,12634,original,23,noisy,42
12841,12842,84,68,data\splits\pilot_100id\images\84\12842.png,high,12841,original,72,noisy,42
12777,12778,84,68,data\splits\pilot_100id\images\84\12778.png,high,12777,original,47,noisy,42
12684,12685,84,68,data\splits\pilot_100id\images\84\12685.png,high,12684,original,18,noisy,42
12690,12691,84,68,data\splits\pilot_100id\images\84\12691.png,high,12690,original,46,noisy,42
12881,12882,85,69,data\splits\pilot_100id\images\85\12882.png,high,12881,original,25,noisy,42
12948,12949,85,69,data\splits\pilot_100id\images\85\12949.png,high,12948,original,21,noisy,42
13100,13101,85,69,data\splits\pilot_100id\images\85\13101.png,high,13100,original,75,noisy,42
13062,13063,85,69,data\splits\pilot_100id\images\85\13063.png,high,13062,original,81,noisy,42
13454,13455,86,70,data\splits\pilot_100id\images\86\13455.png,high,13454,original,54,noisy,42
13348,13349,86,70,data\splits\pilot_100id\images\86\13349.png,high,13348,original,80,noisy,42
13472,13473,86,70,data\splits\pilot_100id\images\86\13473.png,high,13472,original,56,noisy,42
13455,13456,86,70,data\splits\pilot_100id\images\86\13456.png,high,13455,original,6,noisy,42
13503,13504,87,71,data\splits\pilot_100id\images\87\13504.png,high,13503,original,57,noisy,42
13530,13531,87,71,data\splits\pilot_100id\images\87\13531.png,high,13530,original,0,noisy,42
13540,13541,87,71,data\splits\pilot_100id\images\87\13541.png,high,13540,original,50,noisy,42
13508,13509,87,71,data\splits\pilot_100id\images\87\13509.png,high,13508,original,40,noisy,42
13611,13612,88,72,data\splits\pilot_100id\images\88\13612.png,high,13611,original,11,noisy,42
13788,13789,88,72,data\splits\pilot_100id\images\88\13789.png,high,13788,original,76,noisy,42
13861,13862,88,72,data\splits\pilot_100id\images\88\13862.png,high,13861,original,18,noisy,42
13656,13657,88,72,data\splits\pilot_100id\images\88\13657.png,high,13656,original,20,noisy,42
13876,13877,89,73,data\splits\pilot_100id\images\89\13877.png,high,13876,original,44,noisy,42
13888,13889,89,73,data\splits\pilot_100id\images\89\13889.png,high,13888,original,74,noisy,42
13878,13879,89,73,data\splits\pilot_100id\images\89\13879.png,high,13878,original,45,noisy,42
13881,13882,89,73,data\splits\pilot_100id\images\89\13882.png,high,13881,original,19,noisy,42
13973,13974,90,74,data\splits\pilot_100id\images\90\13974.png,high,13973,original,55,noisy,42
13981,13982,90,74,data\splits\pilot_100id\images\90\13982.png,high,13981,original,55,noisy,42
14030,14031,90,74,data\splits\pilot_100id\images\90\14031.png,high,14030,original,63,noisy,42
14016,14017,90,74,data\splits\pilot_100id\images\90\14017.png,high,14016,original,25,noisy,42
14096,14097,92,75,data\splits\pilot_100id\images\92\14097.png,high,14096,original,78,noisy,42
14095,14096,92,75,data\splits\pilot_100id\images\92\14096.png,high,14095,original,38,noisy,42
14113,14114,92,75,data\splits\pilot_100id\images\92\14114.png,high,14113,original,24,noisy,42
