image_id,source_record_id,true_identity,image_path,low_quality_path,assigned_identity,quality_condition,noise_level,is_noisy
T000018,68697,819,data/splits/100k/images/train/T000018.png,data/corrupted/100k_blur_15x15_s5/train/T000018.png,819,HIGH,0%,0
T000019,68950,819,data/splits/100k/images/train/T000019.png,data/corrupted/100k_blur_15x15_s5/train/T000019.png,819,HIGH,0%,0
T000020,68561,819,data/splits/100k/images/train/T000020.png,data/corrupted/100k_blur_15x15_s5/train/T000020.png,819,HIGH,0%,0
T000021,68489,819,data/splits/100k/images/train/T000021.png,data/corrupted/100k_blur_15x15_s5/train/T000021.png,819,HIGH,0%,0
T000022,68789,819,data/splits/100k/images/train/T000022.png,data/corrupted/100k_blur_15x15_s5/train/T000022.png,819,HIGH,0%,0
T000023,69027,819,data/splits/100k/images/train/T000023.png,data/corrupted/100k_blur_15x15_s5/train/T000023.png,819,HIGH,0%,0
T000024,68461,819,data/splits/100k/images/train/T000024.png,data/corrupted/100k_blur_15x15_s5/train/T000024.png,819,HIGH,0%,0
T000025,68452,819,data/splits/100k/images/train/T000025.png,data/corrupted/100k_blur_15x15_s5/train/T000025.png,819,HIGH,0%,0
T000026,68688,819,data/splits/100k/images/train/T000026.png,data/corrupted/100k_blur_15x15_s5/train/T000026.png,819,HIGH,0%,0
T000027,68980,819,data/splits/100k/images/train/T000027.png,data/corrupted/100k_blur_15x15_s5/train/T000027.png,819,HIGH,0%,0
T000028,68630,819,data/splits/100k/images/train/T000028.png,data/corrupted/100k_blur_15x15_s5/train/T000028.png,819,HIGH,0%,0
T000029,68500,819,data/splits/100k/images/train/T000029.png,data/corrupted/100k_blur_15x15_s5/train/T000029.png,819,HIGH,0%,0
T000030,68856,819,data/splits/100k/images/train/T000030.png,data/corrupted/100k_blur_15x15_s5/train/T000030.png,819,HIGH,0%,0
T000031,68722,819,data/splits/100k/images/train/T000031.png,data/corrupted/100k_blur_15x15_s5/train/T000031.png,819,HIGH,0%,0
T000032,68596,819,data/splits/100k/images/train/T000032.png,data/corrupted/100k_blur_15x15_s5/train/T000032.png,819,HIGH,0%,0
T000033,68753,819,data/splits/100k/images/train/T000033.png,data/corrupted/100k_blur_15x15_s5/train/T000033.png,819,HIGH,0%,0
T000034,69120,819,data/splits/100k/images/train/T000034.png,data/corrupted/100k_blur_15x15_s5/train/T000034.png,819,HIGH,0%,0
T000035,68445,819,data/splits/100k/images/train/T000035.png,data/corrupted/100k_blur_15x15_s5/train/T000035.png,819,HIGH,0%,0
T000036,69019,819,data/splits/100k/images/train/T000036.png,data/corrupted/100k_blur_15x15_s5/train/T000036.png,819,HIGH,0%,0
T000037,68815,819,data/splits/100k/images/train/T000037.png,data/corrupted/100k_blur_15x15_s5/train/T000037.png,819,HIGH,0%,0
T000038,68485,819,data/splits/100k/images/train/T000038.png,data/corrupted/100k_blur_15x15_s5/train/T000038.png,819,HIGH,0%,0
T000039,69125,819,data/splits/100k/images/train/T000039.png,data/corrupted/100k_blur_15x15_s5/train/T000039.png,819,HIGH,0%,0
T000040,68487,819,data/splits/100k/images/train/T000040.png,data/corrupted/100k_blur_15x15_s5/train/T000040.png,819,HIGH,0%,0
T000041,69079,819,data/splits/100k/images/train/T000041.png,data/corrupted/100k_blur_15x15_s5/train/T000041.png,819,HIGH,0%,0
T000042,69074,819,data/splits/100k/images/train/T000042.png,data/corrupted/100k_blur_15x15_s5/train/T000042.png,819,HIGH,0%,0
T000043,68559,819,data/splits/100k/images/train/T000043.png,data/corrupted/100k_blur_15x15_s5/train/T000043.png,819,HIGH,0%,0
T000044,69018,819,data/splits/100k/images/train/T000044.png,data/corrupted/100k_blur_15x15_s5/train/T000044.png,819,HIGH,0%,0
T000045,68632,819,data/splits/100k/images/train/T000045.png,data/corrupted/100k_blur_15x15_s5/train/T000045.png,819,HIGH,0%,0
T000046,68949,819,data/splits/100k/images/train/T000046.png,data/corrupted/100k_blur_15x15_s5/train/T000046.png,819,HIGH,0%,0
T000047,69162,819,data/splits/100k/images/train/T000047.png,data/corrupted/100k_blur_15x15_s5/train/T000047.png,819,HIGH,0%,0
T000048,68816,819,data/splits/100k/images/train/T000048.png,data/corrupted/100k_blur_15x15_s5/train/T000048.png,819,HIGH,0%,0
T000049,68989,819,data/splits/100k/images/train/T000049.png,data/corrupted/100k_blur_15x15_s5/train/T000049.png,819,HIGH,0%,0
T000050,207135,3410,data/splits/100k/images/train/T000050.png,data/corrupted/100k_blur_15x15_s5/train/T000050.png,3410,HIGH,0%,0
T000051,207382,3410,data/splits/100k/images/train/T000051.png,data/corrupted/100k_blur_15x15_s5/train/T000051.png,3410,HIGH,0%,0
T000052,207465,3410,data/splits/100k/images/train/T000052.png,data/corrupted/100k_blur_15x15_s5/train/T000052.png,3410,HIGH,0%,0
T000053,207466,3410,data/splits/100k/images/train/T000053.png,data/corrupted/100k_blur_15x15_s5/train/T000053.png,3410,HIGH,0%,0
T000054,207692,3410,data/splits/100k/images/train/T000054.png,data/corrupted/100k_blur_15x15_s5/train/T000054.png,3410,HIGH,0%,0
T000055,207468,3410,data/splits/100k/images/train/T000055.png,data/corrupted/100k_blur_15x15_s5/train/T000055.png,3410,HIGH,0%,0
T000056,207464,3410,data/splits/100k/images/train/T000056.png,data/corrupted/100k_blur_15x15_s5/train/T000056.png,3410,HIGH,0%,0
T000057,207354,3410,data/splits/100k/images/train/T000057.png,data/corrupted/100k_blur_15x15_s5/train/T000057.png,3410,HIGH,0%,0
T000058,207375,3410,data/splits/100k/images/train/T000058.png,data/corrupted/100k_blur_15x15_s5/train/T000058.png,3410,HIGH,0%,0
T000059,207810,3410,data/splits/100k/images/train/T000059.png,data/corrupted/100k_blur_15x15_s5/train/T000059.png,3410,HIGH,0%,0
T000060,207452,3410,data/splits/100k/images/train/T000060.png,data/corrupted/100k_blur_15x15_s5/train/T000060.png,3410,HIGH,0%,0
T000061,207751,3410,data/splits/100k/images/train/T000061.png,data/corrupted/100k_blur_15x15_s5/train/T000061.png,3410,HIGH,0%,0
T000062,207179,3410,data/splits/100k/images/train/T000062.png,data/corrupted/100k_blur_15x15_s5/train/T000062.png,3410,HIGH,0%,0
T000063,207287,3410,data/splits/100k/images/train/T000063.png,data/corrupted/100k_blur_15x15_s5/train/T000063.png,3410,HIGH,0%,0
T000064,207144,3410,data/splits/100k/images/train/T000064.png,data/corrupted/100k_blur_15x15_s5/train/T000064.png,3410,HIGH,0%,0
T000065,207578,3410,data/splits/100k/images/train/T000065.png,data/corrupted/100k_blur_15x15_s5/train/T000065.png,3410,HIGH,0%,0
T000066,207320,3410,data/splits/100k/images/train/T000066.png,data/corrupted/100k_blur_15x15_s5/train/T000066.png,3410,HIGH,0%,0
T000067,207134,3410,data/splits/100k/images/train/T000067.png,data/corrupted/100k_blur_15x15_s5/train/T000067.png,3410,HIGH,0%,0
T000068,207289,3410,data/splits/100k/images/train/T000068.png,data/corrupted/100k_blur_15x15_s5/train/T000068.png,3410,HIGH,0%,0
T000069,207282,3410,data/splits/100k/images/train/T000069.png,data/corrupted/100k_blur_15x15_s5/train/T000069.png,3410,HIGH,0%,0
T000070,207204,3410,data/splits/100k/images/train/T000070.png,data/corrupted/100k_blur_15x15_s5/train/T000070.png,3410,HIGH,0%,0
T000071,207171,3410,data/splits/100k/images/train/T000071.png,data/corrupted/100k_blur_15x15_s5/train/T000071.png,3410,HIGH,0%,0
T000072,207643,3410,data/splits/100k/images/train/T000072.png,data/corrupted/100k_blur_15x15_s5/train/T000072.png,3410,HIGH,0%,0
T000073,207389,3410,data/splits/100k/images/train/T000073.png,data/corrupted/100k_blur_15x15_s5/train/T000073.png,3410,HIGH,0%,0
T000074,207633,3410,data/splits/100k/images/train/T000074.png,data/corrupted/100k_blur_15x15_s5/train/T000074.png,3410,HIGH,0%,0
T000075,207798,3410,data/splits/100k/images/train/T000075.png,data/corrupted/100k_blur_15x15_s5/train/T000075.png,3410,HIGH,0%,0
T000076,207458,3410,data/splits/100k/images/train/T000076.png,data/corrupted/100k_blur_15x15_s5/train/T000076.png,3410,HIGH,0%,0
T000077,207351,3410,data/splits/100k/images/train/T000077.png,data/corrupted/100k_blur_15x15_s5/train/T000077.png,3410,HIGH,0%,0
T000078,207318,3410,data/splits/100k/images/train/T000078.png,data/corrupted/100k_blur_15x15_s5/train/T000078.png,3410,HIGH,0%,0
T000079,207173,3410,data/splits/100k/images/train/T000079.png,data/corrupted/100k_blur_15x15_s5/train/T000079.png,3410,HIGH,0%,0
T000080,207438,3410,data/splits/100k/images/train/T000080.png,data/corrupted/100k_blur_15x15_s5/train/T000080.png,3410,HIGH,0%,0
T000081,207385,3410,data/splits/100k/images/train/T000081.png,data/corrupted/100k_blur_15x15_s5/train/T000081.png,3410,HIGH,0%,0
T000082,207485,3410,data/splits/100k/images/train/T000082.png,data/corrupted/100k_blur_15x15_s5/train/T000082.png,3410,HIGH,0%,0
T000083,207276,3410,data/splits/100k/images/train/T000083.png,data/corrupted/100k_blur_15x15_s5/train/T000083.png,3410,HIGH,0%,0
T000084,207668,3410,data/splits/100k/images/train/T000084.png,data/corrupted/100k_blur_15x15_s5/train/T000084.png,3410,HIGH,0%,0
T000085,207218,3410,data/splits/100k/images/train/T000085.png,data/corrupted/100k_blur_15x15_s5/train/T000085.png,3410,HIGH,0%,0
T000086,207620,3410,data/splits/100k/images/train/T000086.png,data/corrupted/100k_blur_15x15_s5/train/T000086.png,3410,HIGH,0%,0
T000087,207319,3410,data/splits/100k/images/train/T000087.png,data/corrupted/100k_blur_15x15_s5/train/T000087.png,3410,HIGH,0%,0
T000088,207582,3410,data/splits/100k/images/train/T000088.png,data/corrupted/100k_blur_15x15_s5/train/T000088.png,3410,HIGH,0%,0
T000089,207298,3410,data/splits/100k/images/train/T000089.png,data/corrupted/100k_blur_15x15_s5/train/T000089.png,3410,HIGH,0%,0
T000090,207757,3410,data/splits/100k/images/train/T000090.png,data/corrupted/100k_blur_15x15_s5/train/T000090.png,3410,HIGH,0%,0
T000091,207445,3410,data/splits/100k/images/train/T000091.png,data/corrupted/100k_blur_15x15_s5/train/T000091.png,3410,HIGH,0%,0
T000092,207608,3410,data/splits/100k/images/train/T000092.png,data/corrupted/100k_blur_15x15_s5/train/T000092.png,3410,HIGH,0%,0
T000093,207848,3410,data/splits/100k/images/train/T000093.png,data/corrupted/100k_blur_15x15_s5/train/T000093.png,3410,HIGH,0%,0
T000094,207373,3410,data/splits/100k/images/train/T000094.png,data/corrupted/100k_blur_15x15_s5/train/T000094.png,3410,HIGH,0%,0
T000095,207388,3410,data/splits/100k/images/train/T000095.png,data/corrupted/100k_blur_15x15_s5/train/T000095.png,3410,HIGH,0%,0
T000096,207557,3410,data/splits/100k/images/train/T000096.png,data/corrupted/100k_blur_15x15_s5/train/T000096.png,3410,HIGH,0%,0
T000097,207750,3410,data/splits/100k/images/train/T000097.png,data/corrupted/100k_blur_15x15_s5/train/T000097.png,3410,HIGH,0%,0
T000098,207212,3410,data/splits/100k/images/train/T000098.png,data/corrupted/100k_blur_15x15_s5/train/T000098.png,3410,HIGH,0%,0
T000099,207569,3410,data/splits/100k/images/train/T000099.png,data/corrupted/100k_blur_15x15_s5/train/T000099.png,3410,HIGH,0%,0
T000100,18324,138,data/splits/100k/images/train/T000100.png,data/corrupted/100k_blur_15x15_s5/train/T000100.png,138,HIGH,0%,0
T000101,18147,138,data/splits/100k/images/train/T000101.png,data/corrupted/100k_blur_15x15_s5/train/T000101.png,138,HIGH,0%,0
T000102,17940,138,data/splits/100k/images/train/T000102.png,data/corrupted/100k_blur_15x15_s5/train/T000102.png,138,HIGH,0%,0
T000103,18078,138,data/splits/100k/images/train/T000103.png,data/corrupted/100k_blur_15x15_s5/train/T000103.png,138,HIGH,0%,0
T000104,18091,138,data/splits/100k/images/train/T000104.png,data/corrupted/100k_blur_15x15_s5/train/T000104.png,138,HIGH,0%,0
T000105,18319,138,data/splits/100k/images/train/T000105.png,data/corrupted/100k_blur_15x15_s5/train/T000105.png,138,HIGH,0%,0
T000106,18440,138,data/splits/100k/images/train/T000106.png,data/corrupted/100k_blur_15x15_s5/train/T000106.png,138,HIGH,0%,0
T000107,18282,138,data/splits/100k/images/train/T000107.png,data/corrupted/100k_blur_15x15_s5/train/T000107.png,138,HIGH,0%,0
T000108,18019,138,data/splits/100k/images/train/T000108.png,data/corrupted/100k_blur_15x15_s5/train/T000108.png,138,HIGH,0%,0
T000109,18288,138,data/splits/100k/images/train/T000109.png,data/corrupted/100k_blur_15x15_s5/train/T000109.png,138,HIGH,0%,0
T000110,18310,138,data/splits/100k/images/train/T000110.png,data/corrupted/100k_blur_15x15_s5/train/T000110.png,138,HIGH,0%,0
T000111,18492,138,data/splits/100k/images/train/T000111.png,data/corrupted/100k_blur_15x15_s5/train/T000111.png,138,HIGH,0%,0
T000112,18178,138,data/splits/100k/images/train/T000112.png,data/corrupted/100k_blur_15x15_s5/train/T000112.png,138,HIGH,0%,0
T000113,18042,138,data/splits/100k/images/train/T000113.png,data/corrupted/100k_blur_15x15_s5/train/T000113.png,138,HIGH,0%,0
T000114,18170,138,data/splits/100k/images/train/T000114.png,data/corrupted/100k_blur_15x15_s5/train/T000114.png,138,HIGH,0%,0
T000115,17974,138,data/splits/100k/images/train/T000115.png,data/corrupted/100k_blur_15x15_s5/train/T000115.png,138,HIGH,0%,0
T000116,18541,138,data/splits/100k/images/train/T000116.png,data/corrupted/100k_blur_15x15_s5/train/T000116.png,138,HIGH,0%,0
T000117,17884,138,data/splits/100k/images/train/T000117.png,data/corrupted/100k_blur_15x15_s5/train/T000117.png,138,HIGH,0%,0
T000118,18260,138,data/splits/100k/images/train/T000118.png,data/corrupted/100k_blur_15x15_s5/train/T000118.png,138,HIGH,0%,0
T000119,18517,138,data/splits/100k/images/train/T000119.png,data/corrupted/100k_blur_15x15_s5/train/T000119.png,138,HIGH,0%,0
T000120,17922,138,data/splits/100k/images/train/T000120.png,data/corrupted/100k_blur_15x15_s5/train/T000120.png,138,HIGH,0%,0
T000121,17900,138,data/splits/100k/images/train/T000121.png,data/corrupted/100k_blur_15x15_s5/train/T000121.png,138,HIGH,0%,0
T000122,18026,138,data/splits/100k/images/train/T000122.png,data/corrupted/100k_blur_15x15_s5/train/T000122.png,138,HIGH,0%,0
T000123,18087,138,data/splits/100k/images/train/T000123.png,data/corrupted/100k_blur_15x15_s5/train/T000123.png,138,HIGH,0%,0
T000124,18521,138,data/splits/100k/images/train/T000124.png,data/corrupted/100k_blur_15x15_s5/train/T000124.png,138,HIGH,0%,0
T000125,18500,138,data/splits/100k/images/train/T000125.png,data/corrupted/100k_blur_15x15_s5/train/T000125.png,138,HIGH,0%,0
T000126,17951,138,data/splits/100k/images/train/T000126.png,data/corrupted/100k_blur_15x15_s5/train/T000126.png,138,HIGH,0%,0
T000127,18180,138,data/splits/100k/images/train/T000127.png,data/corrupted/100k_blur_15x15_s5/train/T000127.png,138,HIGH,0%,0
T000128,17855,138,data/splits/100k/images/train/T000128.png,data/corrupted/100k_blur_15x15_s5/train/T000128.png,138,HIGH,0%,0
T000129,18430,138,data/splits/100k/images/train/T000129.png,data/corrupted/100k_blur_15x15_s5/train/T000129.png,138,HIGH,0%,0
T000130,18546,138,data/splits/100k/images/train/T000130.png,data/corrupted/100k_blur_15x15_s5/train/T000130.png,138,HIGH,0%,0
T000131,18447,138,data/splits/100k/images/train/T000131.png,data/corrupted/100k_blur_15x15_s5/train/T000131.png,138,HIGH,0%,0
T000132,18528,138,data/splits/100k/images/train/T000132.png,data/corrupted/100k_blur_15x15_s5/train/T000132.png,138,HIGH,0%,0
T000133,18470,138,data/splits/100k/images/train/T000133.png,data/corrupted/100k_blur_15x15_s5/train/T000133.png,138,HIGH,0%,0
T000134,18093,138,data/splits/100k/images/train/T000134.png,data/corrupted/100k_blur_15x15_s5/train/T000134.png,138,HIGH,0%,0
T000135,18119,138,data/splits/100k/images/train/T000135.png,data/corrupted/100k_blur_15x15_s5/train/T000135.png,138,HIGH,0%,0
T000136,17979,138,data/splits/100k/images/train/T000136.png,data/corrupted/100k_blur_15x15_s5/train/T000136.png,138,HIGH,0%,0
T000137,18489,138,data/splits/100k/images/train/T000137.png,data/corrupted/100k_blur_15x15_s5/train/T000137.png,138,HIGH,0%,0
T000138,18272,138,data/splits/100k/images/train/T000138.png,data/corrupted/100k_blur_15x15_s5/train/T000138.png,138,HIGH,0%,0
T000139,17869,138,data/splits/100k/images/train/T000139.png,data/corrupted/100k_blur_15x15_s5/train/T000139.png,138,HIGH,0%,0
T000140,17987,138,data/splits/100k/images/train/T000140.png,data/corrupted/100k_blur_15x15_s5/train/T000140.png,138,HIGH,0%,0
T000141,18029,138,data/splits/100k/images/train/T000141.png,data/corrupted/100k_blur_15x15_s5/train/T000141.png,138,HIGH,0%,0
T000142,17943,138,data/splits/100k/images/train/T000142.png,data/corrupted/100k_blur_15x15_s5/train/T000142.png,138,HIGH,0%,0
T000143,18484,138,data/splits/100k/images/train/T000143.png,data/corrupted/100k_blur_15x15_s5/train/T000143.png,138,HIGH,0%,0
T000144,18275,138,data/splits/100k/images/train/T000144.png,data/corrupted/100k_blur_15x15_s5/train/T000144.png,138,HIGH,0%,0
T000145,18389,138,data/splits/100k/images/train/T000145.png,data/corrupted/100k_blur_15x15_s5/train/T000145.png,138,HIGH,0%,0
T000146,18405,138,data/splits/100k/images/train/T000146.png,data/corrupted/100k_blur_15x15_s5/train/T000146.png,138,HIGH,0%,0
T000147,17862,138,data/splits/100k/images/train/T000147.png,data/corrupted/100k_blur_15x15_s5/train/T000147.png,138,HIGH,0%,0
T000148,18098,138,data/splits/100k/images/train/T000148.png,data/corrupted/100k_blur_15x15_s5/train/T000148.png,138,HIGH,0%,0
T000149,17845,138,data/splits/100k/images/train/T000149.png,data/corrupted/100k_blur_15x15_s5/train/T000149.png,138,HIGH,0%,0
T000150,107558,1321,data/splits/100k/images/train/T000150.png,data/corrupted/100k_blur_15x15_s5/train/T000150.png,1321,HIGH,0%,0
T000151,107682,1321,data/splits/100k/images/train/T000151.png,data/corrupted/100k_blur_15x15_s5/train/T000151.png,1321,HIGH,0%,0
T000152,108027,1321,data/splits/100k/images/train/T000152.png,data/corrupted/100k_blur_15x15_s5/train/T000152.png,1321,HIGH,0%,0
T000153,107675,1321,data/splits/100k/images/train/T000153.png,data/corrupted/100k_blur_15x15_s5/train/T000153.png,1321,HIGH,0%,0
T000154,107413,1321,data/splits/100k/images/train/T000154.png,data/corrupted/100k_blur_15x15_s5/train/T000154.png,1321,HIGH,0%,0
T000155,108015,1321,data/splits/100k/images/train/T000155.png,data/corrupted/100k_blur_15x15_s5/train/T000155.png,1321,HIGH,0%,0
T000156,108017,1321,data/splits/100k/images/train/T000156.png,data/corrupted/100k_blur_15x15_s5/train/T000156.png,1321,HIGH,0%,0
T000157,107830,1321,data/splits/100k/images/train/T000157.png,data/corrupted/100k_blur_15x15_s5/train/T000157.png,1321,HIGH,0%,0
T000158,107965,1321,data/splits/100k/images/train/T000158.png,data/corrupted/100k_blur_15x15_s5/train/T000158.png,1321,HIGH,0%,0
T000159,107470,1321,data/splits/100k/images/train/T000159.png,data/corrupted/100k_blur_15x15_s5/train/T000159.png,1321,HIGH,0%,0
T000160,107903,1321,data/splits/100k/images/train/T000160.png,data/corrupted/100k_blur_15x15_s5/train/T000160.png,1321,HIGH,0%,0
T000161,107546,1321,data/splits/100k/images/train/T000161.png,data/corrupted/100k_blur_15x15_s5/train/T000161.png,1321,HIGH,0%,0
T000162,107790,1321,data/splits/100k/images/train/T000162.png,data/corrupted/100k_blur_15x15_s5/train/T000162.png,1321,HIGH,0%,0
T000163,107380,1321,data/splits/100k/images/train/T000163.png,data/corrupted/100k_blur_15x15_s5/train/T000163.png,1321,HIGH,0%,0
T000164,107441,1321,data/splits/100k/images/train/T000164.png,data/corrupted/100k_blur_15x15_s5/train/T000164.png,1321,HIGH,0%,0
T000165,107631,1321,data/splits/100k/images/train/T000165.png,data/corrupted/100k_blur_15x15_s5/train/T000165.png,1321,HIGH,0%,0
T000166,107572,1321,data/splits/100k/images/train/T000166.png,data/corrupted/100k_blur_15x15_s5/train/T000166.png,1321,HIGH,0%,0
T000167,107950,1321,data/splits/100k/images/train/T000167.png,data/corrupted/100k_blur_15x15_s5/train/T000167.png,1321,HIGH,0%,0
T000168,107416,1321,data/splits/100k/images/train/T000168.png,data/corrupted/100k_blur_15x15_s5/train/T000168.png,1321,HIGH,0%,0
T000169,107686,1321,data/splits/100k/images/train/T000169.png,data/corrupted/100k_blur_15x15_s5/train/T000169.png,1321,HIGH,0%,0
T000170,107883,1321,data/splits/100k/images/train/T000170.png,data/corrupted/100k_blur_15x15_s5/train/T000170.png,1321,HIGH,0%,0
T000171,107719,1321,data/splits/100k/images/train/T000171.png,data/corrupted/100k_blur_15x15_s5/train/T000171.png,1321,HIGH,0%,0
T000172,107751,1321,data/splits/100k/images/train/T000172.png,data/corrupted/100k_blur_15x15_s5/train/T000172.png,1321,HIGH,0%,0
T000173,107895,1321,data/splits/100k/images/train/T000173.png,data/corrupted/100k_blur_15x15_s5/train/T000173.png,1321,HIGH,0%,0
T000174,107432,1321,data/splits/100k/images/train/T000174.png,data/corrupted/100k_blur_15x15_s5/train/T000174.png,1321,HIGH,0%,0
T000175,107654,1321,data/splits/100k/images/train/T000175.png,data/corrupted/100k_blur_15x15_s5/train/T000175.png,1321,HIGH,0%,0
T000176,107858,1321,data/splits/100k/images/train/T000176.png,data/corrupted/100k_blur_15x15_s5/train/T000176.png,1321,HIGH,0%,0
T000177,107763,1321,data/splits/100k/images/train/T000177.png,data/corrupted/100k_blur_15x15_s5/train/T000177.png,1321,HIGH,0%,0
T000178,107746,1321,data/splits/100k/images/train/T000178.png,data/corrupted/100k_blur_15x15_s5/train/T000178.png,1321,HIGH,0%,0
T000179,107481,1321,data/splits/100k/images/train/T000179.png,data/corrupted/100k_blur_15x15_s5/train/T000179.png,1321,HIGH,0%,0
T000180,107993,1321,data/splits/100k/images/train/T000180.png,data/corrupted/100k_blur_15x15_s5/train/T000180.png,1321,HIGH,0%,0
T000181,107874,1321,data/splits/100k/images/train/T000181.png,data/corrupted/100k_blur_15x15_s5/train/T000181.png,1321,HIGH,0%,0
T000182,107756,1321,data/splits/100k/images/train/T000182.png,data/corrupted/100k_blur_15x15_s5/train/T000182.png,1321,HIGH,0%,0
T000183,107388,1321,data/splits/100k/images/train/T000183.png,data/corrupted/100k_blur_15x15_s5/train/T000183.png,1321,HIGH,0%,0
T000184,107475,1321,data/splits/100k/images/train/T000184.png,data/corrupted/100k_blur_15x15_s5/train/T000184.png,1321,HIGH,0%,0
T000185,107698,1321,data/splits/100k/images/train/T000185.png,data/corrupted/100k_blur_15x15_s5/train/T000185.png,1321,HIGH,0%,0
T000186,107782,1321,data/splits/100k/images/train/T000186.png,data/corrupted/100k_blur_15x15_s5/train/T000186.png,1321,HIGH,0%,0
T000187,107456,1321,data/splits/100k/images/train/T000187.png,data/corrupted/100k_blur_15x15_s5/train/T000187.png,1321,HIGH,0%,0
T000188,107980,1321,data/splits/100k/images/train/T000188.png,data/corrupted/100k_blur_15x15_s5/train/T000188.png,1321,HIGH,0%,0
T000189,107857,1321,data/splits/100k/images/train/T000189.png,data/corrupted/100k_blur_15x15_s5/train/T000189.png,1321,HIGH,0%,0
T000190,107854,1321,data/splits/100k/images/train/T000190.png,data/corrupted/100k_blur_15x15_s5/train/T000190.png,1321,HIGH,0%,0
T000191,107594,1321,data/splits/100k/images/train/T000191.png,data/corrupted/100k_blur_15x15_s5/train/T000191.png,1321,HIGH,0%,0
T000192,107987,1321,data/splits/100k/images/train/T000192.png,data/corrupted/100k_blur_15x15_s5/train/T000192.png,1321,HIGH,0%,0
T000193,107833,1321,data/splits/100k/images/train/T000193.png,data/corrupted/100k_blur_15x15_s5/train/T000193.png,1321,HIGH,0%,0
T000194,107591,1321,data/splits/100k/images/train/T000194.png,data/corrupted/100k_blur_15x15_s5/train/T000194.png,1321,HIGH,0%,0
T000195,108024,1321,data/splits/100k/images/train/T000195.png,data/corrupted/100k_blur_15x15_s5/train/T000195.png,1321,HIGH,0%,0
T000196,107943,1321,data/splits/100k/images/train/T000196.png,data/corrupted/100k_blur_15x15_s5/train/T000196.png,1321,HIGH,0%,0
T000197,107709,1321,data/splits/100k/images/train/T000197.png,data/corrupted/100k_blur_15x15_s5/train/T000197.png,1321,HIGH,0%,0
T000198,107661,1321,data/splits/100k/images/train/T000198.png,data/corrupted/100k_blur_15x15_s5/train/T000198.png,1321,HIGH,0%,0
T000199,107385,1321,data/splits/100k/images/train/T000199.png,data/corrupted/100k_blur_15x15_s5/train/T000199.png,1321,HIGH,0%,0
T000200,205479,3384,data/splits/100k/images/train/T000200.png,data/corrupted/100k_blur_15x15_s5/train/T000200.png,3384,HIGH,0%,0
T000201,205605,3384,data/splits/100k/images/train/T000201.png,data/corrupted/100k_blur_15x15_s5/train/T000201.png,3384,HIGH,0%,0
T000202,205606,3384,data/splits/100k/images/train/T000202.png,data/corrupted/100k_blur_15x15_s5/train/T000202.png,3384,HIGH,0%,0
T000203,205810,3384,data/splits/100k/images/train/T000203.png,data/corrupted/100k_blur_15x15_s5/train/T000203.png,3384,HIGH,0%,0
