image_id,source_record_id,true_identity,image_path,low_quality_path,assigned_identity,quality_condition,noise_level,is_noisy
T000151,107682,1321,data/splits/100k/images/train/T000151.png,data/corrupted/100k_blur_15x15_s5/train/T000151.png,6904,HIGH,20%,1
T000155,108015,1321,data/splits/100k/images/train/T000155.png,data/corrupted/100k_blur_15x15_s5/train/T000155.png,9638,HIGH,20%,1
T000163,107380,1321,data/splits/100k/images/train/T000163.png,data/corrupted/100k_blur_15x15_s5/train/T000163.png,294,HIGH,20%,1
T000164,107441,1321,data/splits/100k/images/train/T000164.png,data/corrupted/100k_blur_15x15_s5/train/T000164.png,6092,HIGH,20%,1
T000173,107895,1321,data/splits/100k/images/train/T000173.png,data/corrupted/100k_blur_15x15_s5/train/T000173.png,6685,HIGH,20%,1
T000176,107858,1321,data/splits/100k/images/train/T000176.png,data/corrupted/100k_blur_15x15_s5/train/T000176.png,4212,HIGH,20%,1
T000179,107481,1321,data/splits/100k/images/train/T000179.png,data/corrupted/100k_blur_15x15_s5/train/T000179.png,8476,HIGH,20%,1
T000180,107993,1321,data/splits/100k/images/train/T000180.png,data/corrupted/100k_blur_15x15_s5/train/T000180.png,2804,HIGH,20%,1
T000187,107456,1321,data/splits/100k/images/train/T000187.png,data/corrupted/100k_blur_15x15_s5/train/T000187.png,1538,HIGH,20%,1
T000188,107980,1321,data/splits/100k/images/train/T000188.png,data/corrupted/100k_blur_15x15_s5/train/T000188.png,3606,HIGH,20%,1
T000195,108024,1321,data/splits/100k/images/train/T000195.png,data/corrupted/100k_blur_15x15_s5/train/T000195.png,279,HIGH,20%,1
T000202,205606,3384,data/splits/100k/images/train/T000202.png,data/corrupted/100k_blur_15x15_s5/train/T000202.png,7300,HIGH,20%,1
T000204,205427,3384,data/splits/100k/images/train/T000204.png,data/corrupted/100k_blur_15x15_s5/train/T000204.png,1370,HIGH,20%,1
T000221,205621,3384,data/splits/100k/images/train/T000221.png,data/corrupted/100k_blur_15x15_s5/train/T000221.png,3209,HIGH,20%,1
T000233,205962,3384,data/splits/100k/images/train/T000233.png,data/corrupted/100k_blur_15x15_s5/train/T000233.png,1709,HIGH,20%,1
T000236,205453,3384,data/splits/100k/images/train/T000236.png,data/corrupted/100k_blur_15x15_s5/train/T000236.png,9533,HIGH,20%,1
T000240,205849,3384,data/splits/100k/images/train/T000240.png,data/corrupted/100k_blur_15x15_s5/train/T000240.png,8303,HIGH,20%,1
T000247,205766,3384,data/splits/100k/images/train/T000247.png,data/corrupted/100k_blur_15x15_s5/train/T000247.png,4700,HIGH,20%,1
T000250,148397,2188,data/splits/100k/images/train/T000250.png,data/corrupted/100k_blur_15x15_s5/train/T000250.png,56,HIGH,20%,1
T000253,148282,2188,data/splits/100k/images/train/T000253.png,data/corrupted/100k_blur_15x15_s5/train/T000253.png,131,HIGH,20%,1
T000272,148292,2188,data/splits/100k/images/train/T000272.png,data/corrupted/100k_blur_15x15_s5/train/T000272.png,1588,HIGH,20%,1
T000279,148058,2188,data/splits/100k/images/train/T000279.png,data/corrupted/100k_blur_15x15_s5/train/T000279.png,6974,HIGH,20%,1
T000281,148601,2188,data/splits/100k/images/train/T000281.png,data/corrupted/100k_blur_15x15_s5/train/T000281.png,9175,HIGH,20%,1
T000286,148485,2188,data/splits/100k/images/train/T000286.png,data/corrupted/100k_blur_15x15_s5/train/T000286.png,2949,HIGH,20%,1
T000293,148359,2188,data/splits/100k/images/train/T000293.png,data/corrupted/100k_blur_15x15_s5/train/T000293.png,6172,HIGH,20%,1
T000305,189809,3024,data/splits/100k/images/train/T000305.png,data/corrupted/100k_blur_15x15_s5/train/T000305.png,3676,HIGH,20%,1
T000307,190261,3024,data/splits/100k/images/train/T000307.png,data/corrupted/100k_blur_15x15_s5/train/T000307.png,2131,HIGH,20%,1
T000311,189926,3024,data/splits/100k/images/train/T000311.png,data/corrupted/100k_blur_15x15_s5/train/T000311.png,275,HIGH,20%,1
T000317,190302,3024,data/splits/100k/images/train/T000317.png,data/corrupted/100k_blur_15x15_s5/train/T000317.png,275,HIGH,20%,1
T000326,190260,3024,data/splits/100k/images/train/T000326.png,data/corrupted/100k_blur_15x15_s5/train/T000326.png,8691,HIGH,20%,1
T000327,190156,3024,data/splits/100k/images/train/T000327.png,data/corrupted/100k_blur_15x15_s5/train/T000327.png,590,HIGH,20%,1
T000328,189761,3024,data/splits/100k/images/train/T000328.png,data/corrupted/100k_blur_15x15_s5/train/T000328.png,443,HIGH,20%,1
T000335,189781,3024,data/splits/100k/images/train/T000335.png,data/corrupted/100k_blur_15x15_s5/train/T000335.png,9853,HIGH,20%,1
T000337,190056,3024,data/splits/100k/images/train/T000337.png,data/corrupted/100k_blur_15x15_s5/train/T000337.png,4711,HIGH,20%,1
T000339,190179,3024,data/splits/100k/images/train/T000339.png,data/corrupted/100k_blur_15x15_s5/train/T000339.png,1042,HIGH,20%,1
T000347,190076,3024,data/splits/100k/images/train/T000347.png,data/corrupted/100k_blur_15x15_s5/train/T000347.png,187,HIGH,20%,1
T000349,190125,3024,data/splits/100k/images/train/T000349.png,data/corrupted/100k_blur_15x15_s5/train/T000349.png,1375,HIGH,20%,1
T000355,73419,872,data/splits/100k/images/train/T000355.png,data/corrupted/100k_blur_15x15_s5/train/T000355.png,3950,HIGH,20%,1
T000358,73117,872,data/splits/100k/images/train/T000358.png,data/corrupted/100k_blur_15x15_s5/train/T000358.png,6864,HIGH,20%,1
T000362,73059,872,data/splits/100k/images/train/T000362.png,data/corrupted/100k_blur_15x15_s5/train/T000362.png,8663,HIGH,20%,1
T000369,73219,872,data/splits/100k/images/train/T000369.png,data/corrupted/100k_blur_15x15_s5/train/T000369.png,1991,HIGH,20%,1
T000374,73421,872,data/splits/100k/images/train/T000374.png,data/corrupted/100k_blur_15x15_s5/train/T000374.png,818,HIGH,20%,1
T000377,73110,872,data/splits/100k/images/train/T000377.png,data/corrupted/100k_blur_15x15_s5/train/T000377.png,8444,HIGH,20%,1
T000379,73584,872,data/splits/100k/images/train/T000379.png,data/corrupted/100k_blur_15x15_s5/train/T000379.png,967,HIGH,20%,1
T000381,73551,872,data/splits/100k/images/train/T000381.png,data/corrupted/100k_blur_15x15_s5/train/T000381.png,1318,HIGH,20%,1
T000386,73323,872,data/splits/100k/images/train/T000386.png,data/corrupted/100k_blur_15x15_s5/train/T000386.png,4248,HIGH,20%,1
T000387,73444,872,data/splits/100k/images/train/T000387.png,data/corrupted/100k_blur_15x15_s5/train/T000387.png,4790,HIGH,20%,1
T000389,73182,872,data/splits/100k/images/train/T000389.png,data/corrupted/100k_blur_15x15_s5/train/T000389.png,5500,HIGH,20%,1
T000402,177676,2749,data/splits/100k/images/train/T000402.png,data/corrupted/100k_blur_15x15_s5/train/T000402.png,8617,HIGH,20%,1
T000405,177502,2749,data/splits/100k/images/train/T000405.png,data/corrupted/100k_blur_15x15_s5/train/T000405.png,5714,HIGH,20%,1
T000409,177530,2749,data/splits/100k/images/train/T000409.png,data/corrupted/100k_blur_15x15_s5/train/T000409.png,5075,HIGH,20%,1
T000411,177491,2749,data/splits/100k/images/train/T000411.png,data/corrupted/100k_blur_15x15_s5/train/T000411.png,8408,HIGH,20%,1
T000413,177315,2749,data/splits/100k/images/train/T000413.png,data/corrupted/100k_blur_15x15_s5/train/T000413.png,46,HIGH,20%,1
T000416,177292,2749,data/splits/100k/images/train/T000416.png,data/corrupted/100k_blur_15x15_s5/train/T000416.png,8950,HIGH,20%,1
T000421,177271,2749,data/splits/100k/images/train/T000421.png,data/corrupted/100k_blur_15x15_s5/train/T000421.png,4190,HIGH,20%,1
T000423,177667,2749,data/splits/100k/images/train/T000423.png,data/corrupted/100k_blur_15x15_s5/train/T000423.png,3456,HIGH,20%,1
T000427,177301,2749,data/splits/100k/images/train/T000427.png,data/corrupted/100k_blur_15x15_s5/train/T000427.png,9923,HIGH,20%,1
T000430,177481,2749,data/splits/100k/images/train/T000430.png,data/corrupted/100k_blur_15x15_s5/train/T000430.png,1265,HIGH,20%,1
T000432,177500,2749,data/splits/100k/images/train/T000432.png,data/corrupted/100k_blur_15x15_s5/train/T000432.png,3693,HIGH,20%,1
T000440,177774,2749,data/splits/100k/images/train/T000440.png,data/corrupted/100k_blur_15x15_s5/train/T000440.png,9533,HIGH,20%,1
T000442,177355,2749,data/splits/100k/images/train/T000442.png,data/corrupted/100k_blur_15x15_s5/train/T000442.png,9164,HIGH,20%,1
T000444,177518,2749,data/splits/100k/images/train/T000444.png,data/corrupted/100k_blur_15x15_s5/train/T000444.png,1130,HIGH,20%,1
T000446,177378,2749,data/splits/100k/images/train/T000446.png,data/corrupted/100k_blur_15x15_s5/train/T000446.png,8470,HIGH,20%,1
T000447,177666,2749,data/splits/100k/images/train/T000447.png,data/corrupted/100k_blur_15x15_s5/train/T000447.png,3586,HIGH,20%,1
T000450,239511,4111,data/splits/100k/images/train/T000450.png,data/corrupted/100k_blur_15x15_s5/train/T000450.png,2941,HIGH,20%,1
T000461,239499,4111,data/splits/100k/images/train/T000461.png,data/corrupted/100k_blur_15x15_s5/train/T000461.png,1375,HIGH,20%,1
T000464,239178,4111,data/splits/100k/images/train/T000464.png,data/corrupted/100k_blur_15x15_s5/train/T000464.png,74,HIGH,20%,1
T000467,239184,4111,data/splits/100k/images/train/T000467.png,data/corrupted/100k_blur_15x15_s5/train/T000467.png,1876,HIGH,20%,1
T000471,239754,4111,data/splits/100k/images/train/T000471.png,data/corrupted/100k_blur_15x15_s5/train/T000471.png,673,HIGH,20%,1
T000473,239417,4111,data/splits/100k/images/train/T000473.png,data/corrupted/100k_blur_15x15_s5/train/T000473.png,6119,HIGH,20%,1
T000475,239650,4111,data/splits/100k/images/train/T000475.png,data/corrupted/100k_blur_15x15_s5/train/T000475.png,6575,HIGH,20%,1
T000494,239649,4111,data/splits/100k/images/train/T000494.png,data/corrupted/100k_blur_15x15_s5/train/T000494.png,889,HIGH,20%,1
T000505,149219,2189,data/splits/100k/images/train/T000505.png,data/corrupted/100k_blur_15x15_s5/train/T000505.png,1132,HIGH,20%,1
T000521,148655,2189,data/splits/100k/images/train/T000521.png,data/corrupted/100k_blur_15x15_s5/train/T000521.png,5525,HIGH,20%,1
T000528,148667,2189,data/splits/100k/images/train/T000528.png,data/corrupted/100k_blur_15x15_s5/train/T000528.png,340,HIGH,20%,1
T000532,149174,2189,data/splits/100k/images/train/T000532.png,data/corrupted/100k_blur_15x15_s5/train/T000532.png,101,HIGH,20%,1
T000537,149045,2189,data/splits/100k/images/train/T000537.png,data/corrupted/100k_blur_15x15_s5/train/T000537.png,1673,HIGH,20%,1
T000539,149127,2189,data/splits/100k/images/train/T000539.png,data/corrupted/100k_blur_15x15_s5/train/T000539.png,2108,HIGH,20%,1
T000544,149196,2189,data/splits/100k/images/train/T000544.png,data/corrupted/100k_blur_15x15_s5/train/T000544.png,1824,HIGH,20%,1
T000545,149157,2189,data/splits/100k/images/train/T000545.png,data/corrupted/100k_blur_15x15_s5/train/T000545.png,264,HIGH,20%,1
T000548,149015,2189,data/splits/100k/images/train/T000548.png,data/corrupted/100k_blur_15x15_s5/train/T000548.png,426,HIGH,20%,1
T000549,149024,2189,data/splits/100k/images/train/T000549.png,data/corrupted/100k_blur_15x15_s5/train/T000549.png,6787,HIGH,20%,1
T000555,293848,5287,data/splits/100k/images/train/T000555.png,data/corrupted/100k_blur_15x15_s5/train/T000555.png,4808,HIGH,20%,1
T000565,293554,5287,data/splits/100k/images/train/T000565.png,data/corrupted/100k_blur_15x15_s5/train/T000565.png,21,HIGH,20%,1
T000582,293776,5287,data/splits/100k/images/train/T000582.png,data/corrupted/100k_blur_15x15_s5/train/T000582.png,3055,HIGH,20%,1
T000585,293840,5287,data/splits/100k/images/train/T000585.png,data/corrupted/100k_blur_15x15_s5/train/T000585.png,5725,HIGH,20%,1
T000587,293981,5287,data/splits/100k/images/train/T000587.png,data/corrupted/100k_blur_15x15_s5/train/T000587.png,5889,HIGH,20%,1
T000595,293996,5287,data/splits/100k/images/train/T000595.png,data/corrupted/100k_blur_15x15_s5/train/T000595.png,7037,HIGH,20%,1
T000601,344300,6374,data/splits/100k/images/train/T000601.png,data/corrupted/100k_blur_15x15_s5/train/T000601.png,629,HIGH,20%,1
T000603,344185,6374,data/splits/100k/images/train/T000603.png,data/corrupted/100k_blur_15x15_s5/train/T000603.png,8416,HIGH,20%,1
T000605,344287,6374,data/splits/100k/images/train/T000605.png,data/corrupted/100k_blur_15x15_s5/train/T000605.png,1193,HIGH,20%,1
T000607,344028,6374,data/splits/100k/images/train/T000607.png,data/corrupted/100k_blur_15x15_s5/train/T000607.png,1655,HIGH,20%,1
T000612,344177,6374,data/splits/100k/images/train/T000612.png,data/corrupted/100k_blur_15x15_s5/train/T000612.png,6599,HIGH,20%,1
T000613,344361,6374,data/splits/100k/images/train/T000613.png,data/corrupted/100k_blur_15x15_s5/train/T000613.png,7977,HIGH,20%,1
T000615,344329,6374,data/splits/100k/images/train/T000615.png,data/corrupted/100k_blur_15x15_s5/train/T000615.png,730,HIGH,20%,1
T000622,344142,6374,data/splits/100k/images/train/T000622.png,data/corrupted/100k_blur_15x15_s5/train/T000622.png,6407,HIGH,20%,1
T000632,344249,6374,data/splits/100k/images/train/T000632.png,data/corrupted/100k_blur_15x15_s5/train/T000632.png,13,HIGH,20%,1
T000636,344128,6374,data/splits/100k/images/train/T000636.png,data/corrupted/100k_blur_15x15_s5/train/T000636.png,7375,HIGH,20%,1
T000637,344030,6374,data/splits/100k/images/train/T000637.png,data/corrupted/100k_blur_15x15_s5/train/T000637.png,2499,HIGH,20%,1
T000639,343986,6374,data/splits/100k/images/train/T000639.png,data/corrupted/100k_blur_15x15_s5/train/T000639.png,1062,HIGH,20%,1
T000646,344463,6374,data/splits/100k/images/train/T000646.png,data/corrupted/100k_blur_15x15_s5/train/T000646.png,3667,HIGH,20%,1
T000647,344395,6374,data/splits/100k/images/train/T000647.png,data/corrupted/100k_blur_15x15_s5/train/T000647.png,891,HIGH,20%,1
T000650,265855,4670,data/splits/100k/images/train/T000650.png,data/corrupted/100k_blur_15x15_s5/train/T000650.png,2815,HIGH,20%,1
T000651,265754,4670,data/splits/100k/images/train/T000651.png,data/corrupted/100k_blur_15x15_s5/train/T000651.png,8751,HIGH,20%,1
T000653,265739,4670,data/splits/100k/images/train/T000653.png,data/corrupted/100k_blur_15x15_s5/train/T000653.png,3871,HIGH,20%,1
T000658,265677,4670,data/splits/100k/images/train/T000658.png,data/corrupted/100k_blur_15x15_s5/train/T000658.png,455,HIGH,20%,1
T000660,265568,4670,data/splits/100k/images/train/T000660.png,data/corrupted/100k_blur_15x15_s5/train/T000660.png,513,HIGH,20%,1
T000662,265732,4670,data/splits/100k/images/train/T000662.png,data/corrupted/100k_blur_15x15_s5/train/T000662.png,3554,HIGH,20%,1
T000671,265325,4670,data/splits/100k/images/train/T000671.png,data/corrupted/100k_blur_15x15_s5/train/T000671.png,413,HIGH,20%,1
T000674,265294,4670,data/splits/100k/images/train/T000674.png,data/corrupted/100k_blur_15x15_s5/train/T000674.png,7389,HIGH,20%,1
T000712,7866,41,data/splits/100k/images/train/T000712.png,data/corrupted/100k_blur_15x15_s5/train/T000712.png,1829,HIGH,20%,1
T000719,8041,41,data/splits/100k/images/train/T000719.png,data/corrupted/100k_blur_15x15_s5/train/T000719.png,1087,HIGH,20%,1
T000722,7781,41,data/splits/100k/images/train/T000722.png,data/corrupted/100k_blur_15x15_s5/train/T000722.png,7115,HIGH,20%,1
T000724,7742,41,data/splits/100k/images/train/T000724.png,data/corrupted/100k_blur_15x15_s5/train/T000724.png,9441,HIGH,20%,1
T000730,8077,41,data/splits/100k/images/train/T000730.png,data/corrupted/100k_blur_15x15_s5/train/T000730.png,1090,HIGH,20%,1
T000731,8271,41,data/splits/100k/images/train/T000731.png,data/corrupted/100k_blur_15x15_s5/train/T000731.png,469,HIGH,20%,1
T000737,7968,41,data/splits/100k/images/train/T000737.png,data/corrupted/100k_blur_15x15_s5/train/T000737.png,2346,HIGH,20%,1
T000743,7792,41,data/splits/100k/images/train/T000743.png,data/corrupted/100k_blur_15x15_s5/train/T000743.png,8087,HIGH,20%,1
T000744,7826,41,data/splits/100k/images/train/T000744.png,data/corrupted/100k_blur_15x15_s5/train/T000744.png,1079,HIGH,20%,1
T000747,8287,41,data/splits/100k/images/train/T000747.png,data/corrupted/100k_blur_15x15_s5/train/T000747.png,9650,HIGH,20%,1
T000748,8086,41,data/splits/100k/images/train/T000748.png,data/corrupted/100k_blur_15x15_s5/train/T000748.png,616,HIGH,20%,1
T000750,117461,1542,data/splits/100k/images/train/T000750.png,data/corrupted/100k_blur_15x15_s5/train/T000750.png,8312,HIGH,20%,1
T000753,117323,1542,data/splits/100k/images/train/T000753.png,data/corrupted/100k_blur_15x15_s5/train/T000753.png,975,HIGH,20%,1
T000754,117723,1542,data/splits/100k/images/train/T000754.png,data/corrupted/100k_blur_15x15_s5/train/T000754.png,2188,HIGH,20%,1
T000756,117220,1542,data/splits/100k/images/train/T000756.png,data/corrupted/100k_blur_15x15_s5/train/T000756.png,819,HIGH,20%,1
T000761,117331,1542,data/splits/100k/images/train/T000761.png,data/corrupted/100k_blur_15x15_s5/train/T000761.png,71,HIGH,20%,1
T000767,117728,1542,data/splits/100k/images/train/T000767.png,data/corrupted/100k_blur_15x15_s5/train/T000767.png,2520,HIGH,20%,1
T000770,117522,1542,data/splits/100k/images/train/T000770.png,data/corrupted/100k_blur_15x15_s5/train/T000770.png,6840,HIGH,20%,1
T000779,117708,1542,data/splits/100k/images/train/T000779.png,data/corrupted/100k_blur_15x15_s5/train/T000779.png,4004,HIGH,20%,1
T000785,117627,1542,data/splits/100k/images/train/T000785.png,data/corrupted/100k_blur_15x15_s5/train/T000785.png,4622,HIGH,20%,1
T000789,117695,1542,data/splits/100k/images/train/T000789.png,data/corrupted/100k_blur_15x15_s5/train/T000789.png,76,HIGH,20%,1
T000798,117645,1542,data/splits/100k/images/train/T000798.png,data/corrupted/100k_blur_15x15_s5/train/T000798.png,6437,HIGH,20%,1
T000799,117697,1542,data/splits/100k/images/train/T000799.png,data/corrupted/100k_blur_15x15_s5/train/T000799.png,8373,HIGH,20%,1
T000812,330409,6090,data/splits/100k/images/train/T000812.png,data/corrupted/100k_blur_15x15_s5/train/T000812.png,27,HIGH,20%,1
T000816,330034,6090,data/splits/100k/images/train/T000816.png,data/corrupted/100k_blur_15x15_s5/train/T000816.png,4364,HIGH,20%,1
T000818,330258,6090,data/splits/100k/images/train/T000818.png,data/corrupted/100k_blur_15x15_s5/train/T000818.png,2040,HIGH,20%,1
T000822,330445,6090,data/splits/100k/images/train/T000822.png,data/corrupted/100k_blur_15x15_s5/train/T000822.png,2639,HIGH,20%,1
T000834,330181,6090,data/splits/100k/images/train/T000834.png,data/corrupted/100k_blur_15x15_s5/train/T000834.png,1039,HIGH,20%,1
T000840,330157,6090,data/splits/100k/images/train/T000840.png,data/corrupted/100k_blur_15x15_s5/train/T000840.png,8480,HIGH,20%,1
T000852,278726,4968,data/splits/100k/images/train/T000852.png,data/corrupted/100k_blur_15x15_s5/train/T000852.png,893,HIGH,20%,1
T000857,278391,4968,data/splits/100k/images/train/T000857.png,data/corrupted/100k_blur_15x15_s5/train/T000857.png,9836,HIGH,20%,1
T000859,278574,4968,data/splits/100k/images/train/T000859.png,data/corrupted/100k_blur_15x15_s5/train/T000859.png,74,HIGH,20%,1
T000863,278657,4968,data/splits/100k/images/train/T000863.png,data/corrupted/100k_blur_15x15_s5/train/T000863.png,587,HIGH,20%,1
T000865,278741,4968,data/splits/100k/images/train/T000865.png,data/corrupted/100k_blur_15x15_s5/train/T000865.png,2965,HIGH,20%,1
T000869,278550,4968,data/splits/100k/images/train/T000869.png,data/corrupted/100k_blur_15x15_s5/train/T000869.png,4151,HIGH,20%,1
T000874,278665,4968,data/splits/100k/images/train/T000874.png,data/corrupted/100k_blur_15x15_s5/train/T000874.png,4027,HIGH,20%,1
T000875,278498,4968,data/splits/100k/images/train/T000875.png,data/corrupted/100k_blur_15x15_s5/train/T000875.png,7392,HIGH,20%,1
T000877,278667,4968,data/splits/100k/images/train/T000877.png,data/corrupted/100k_blur_15x15_s5/train/T000877.png,3870,HIGH,20%,1
T000879,278368,4968,data/splits/100k/images/train/T000879.png,data/corrupted/100k_blur_15x15_s5/train/T000879.png,7392,HIGH,20%,1
T000884,278335,4968,data/splits/100k/images/train/T000884.png,data/corrupted/100k_blur_15x15_s5/train/T000884.png,377,HIGH,20%,1
T000890,278640,4968,data/splits/100k/images/train/T000890.png,data/corrupted/100k_blur_15x15_s5/train/T000890.png,185,HIGH,20%,1
T000901,6920,37,data/splits/100k/images/train/T000901.png,data/corrupted/100k_blur_15x15_s5/train/T000901.png,480,HIGH,20%,1
T000902,6957,37,data/splits/100k/images/train/T000902.png,data/corrupted/100k_blur_15x15_s5/train/T000902.png,232,HIGH,20%,1
T000903,6736,37,data/splits/100k/images/train/T000903.png,data/corrupted/100k_blur_15x15_s5/train/T000903.png,1959,HIGH,20%,1
T000906,6584,37,data/splits/100k/images/train/T000906.png,data/corrupted/100k_blur_15x15_s5/train/T000906.png,199,HIGH,20%,1
T000907,7057,37,data/splits/100k/images/train/T000907.png,data/corrupted/100k_blur_15x15_s5/train/T000907.png,3114,HIGH,20%,1
T000909,6859,37,data/splits/100k/images/train/T000909.png,data/corrupted/100k_blur_15x15_s5/train/T000909.png,5094,HIGH,20%,1
T000915,6851,37,data/splits/100k/images/train/T000915.png,data/corrupted/100k_blur_15x15_s5/train/T000915.png,1265,HIGH,20%,1
T000928,6864,37,data/splits/100k/images/train/T000928.png,data/corrupted/100k_blur_15x15_s5/train/T000928.png,7906,HIGH,20%,1
T000939,6576,37,data/splits/100k/images/train/T000939.png,data/corrupted/100k_blur_15x15_s5/train/T000939.png,3398,HIGH,20%,1
T000949,6638,37,data/splits/100k/images/train/T000949.png,data/corrupted/100k_blur_15x15_s5/train/T000949.png,4046,HIGH,20%,1
T000953,335945,6224,data/splits/100k/images/train/T000953.png,data/corrupted/100k_blur_15x15_s5/train/T000953.png,9986,HIGH,20%,1
T000956,336222,6224,data/splits/100k/images/train/T000956.png,data/corrupted/100k_blur_15x15_s5/train/T000956.png,413,HIGH,20%,1
T000960,336370,6224,data/splits/100k/images/train/T000960.png,data/corrupted/100k_blur_15x15_s5/train/T000960.png,4403,HIGH,20%,1
T000968,336110,6224,data/splits/100k/images/train/T000968.png,data/corrupted/100k_blur_15x15_s5/train/T000968.png,7299,HIGH,20%,1
T000970,336429,6224,data/splits/100k/images/train/T000970.png,data/corrupted/100k_blur_15x15_s5/train/T000970.png,1935,HIGH,20%,1
T000976,336168,6224,data/splits/100k/images/train/T000976.png,data/corrupted/100k_blur_15x15_s5/train/T000976.png,333,HIGH,20%,1
T000979,336212,6224,data/splits/100k/images/train/T000979.png,data/corrupted/100k_blur_15x15_s5/train/T000979.png,430,HIGH,20%,1
T000981,335984,6224,data/splits/100k/images/train/T000981.png,data/corrupted/100k_blur_15x15_s5/train/T000981.png,3330,HIGH,20%,1
T000982,336381,6224,data/splits/100k/images/train/T000982.png,data/corrupted/100k_blur_15x15_s5/train/T000982.png,7981,HIGH,20%,1
T000988,336299,6224,data/splits/100k/images/train/T000988.png,data/corrupted/100k_blur_15x15_s5/train/T000988.png,891,HIGH,20%,1
T000996,336285,6224,data/splits/100k/images/train/T000996.png,data/corrupted/100k_blur_15x15_s5/train/T000996.png,4183,HIGH,20%,1
T000999,335972,6224,data/splits/100k/images/train/T000999.png,data/corrupted/100k_blur_15x15_s5/train/T000999.png,9997,HIGH,20%,1
T001002,79064,956,data/splits/100k/images/train/T001002.png,data/corrupted/100k_blur_15x15_s5/train/T001002.png,1115,HIGH,20%,1
T001011,78929,956,data/splits/100k/images/train/T001011.png,data/corrupted/100k_blur_15x15_s5/train/T001011.png,8613,HIGH,20%,1
T001019,79169,956,data/splits/100k/images/train/T001019.png,data/corrupted/100k_blur_15x15_s5/train/T001019.png,2034,HIGH,20%,1
