image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter,assigned_class_index,noise_status,noise_seed
766_low,767,4,3,data\corrupted\blur_15x15_s5\images\4\767.png,low,766,15x15_s5,3,clean,42
801_low,802,4,3,data\corrupted\blur_15x15_s5\images\4\802.png,low,801,15x15_s5,3,clean,42
794_low,795,4,3,data\corrupted\blur_15x15_s5\images\4\795.png,low,794,15x15_s5,3,clean,42
777_low,778,4,3,data\corrupted\blur_15x15_s5\images\4\778.png,low,777,15x15_s5,3,clean,42
783_low,784,4,3,data\corrupted\blur_15x15_s5\images\4\784.png,low,783,15x15_s5,3,clean,42
814_low,815,4,3,data\corrupted\blur_15x15_s5\images\4\815.png,low,814,15x15_s5,81,noisy,42
760_low,761,4,3,data\corrupted\blur_15x15_s5\images\4\761.png,low,760,15x15_s5,3,clean,42
779_low,780,4,3,data\corrupted\blur_15x15_s5\images\4\780.png,low,779,15x15_s5,3,clean,42
788_low,789,4,3,data\corrupted\blur_15x15_s5\images\4\789.png,low,788,15x15_s5,3,clean,42
805_low,806,4,3,data\corrupted\blur_15x15_s5\images\4\806.png,low,805,15x15_s5,51,noisy,42
948_low,949,6,4,data\corrupted\blur_15x15_s5\images\6\949.png,low,948,15x15_s5,4,clean,42
947_low,948,6,4,data\corrupted\blur_15x15_s5\images\6\948.png,low,947,15x15_s5,4,clean,42
855_low,856,6,4,data\corrupted\blur_15x15_s5\images\6\856.png,low,855,15x15_s5,4,clean,42
869_low,870,6,4,data\corrupted\blur_15x15_s5\images\6\870.png,low,869,15x15_s5,4,clean,42
966_low,967,6,4,data\corrupted\blur_15x15_s5\images\6\967.png,low,966,15x15_s5,4,clean,42
909_low,910,6,4,data\corrupted\blur_15x15_s5\images\6\910.png,low,909,15x15_s5,80,noisy,42
907_low,908,6,4,data\corrupted\blur_15x15_s5\images\6\908.png,low,907,15x15_s5,4,clean,42
958_low,959,6,4,data\corrupted\blur_15x15_s5\images\6\959.png,low,958,15x15_s5,4,clean,42
976_low,977,6,4,data\corrupted\blur_15x15_s5\images\6\977.png,low,976,15x15_s5,4,clean,42
928_low,929,6,4,data\corrupted\blur_15x15_s5\images\6\929.png,low,928,15x15_s5,2,noisy,42
927_low,928,6,4,data\corrupted\blur_15x15_s5\images\6\928.png,low,927,15x15_s5,4,clean,42
888_low,889,6,4,data\corrupted\blur_15x15_s5\images\6\889.png,low,888,15x15_s5,4,clean,42
912_low,913,6,4,data\corrupted\blur_15x15_s5\images\6\913.png,low,912,15x15_s5,4,clean,42
910_low,911,6,4,data\corrupted\blur_15x15_s5\images\6\911.png,low,910,15x15_s5,12,noisy,42
874_low,875,6,4,data\corrupted\blur_15x15_s5\images\6\875.png,low,874,15x15_s5,4,clean,42
885_low,886,6,4,data\corrupted\blur_15x15_s5\images\6\886.png,low,885,15x15_s5,4,clean,42
870_low,871,6,4,data\corrupted\blur_15x15_s5\images\6\871.png,low,870,15x15_s5,4,clean,42
862_low,863,6,4,data\corrupted\blur_15x15_s5\images\6\863.png,low,862,15x15_s5,4,clean,42
975_low,976,6,4,data\corrupted\blur_15x15_s5\images\6\976.png,low,975,15x15_s5,24,noisy,42
899_low,900,6,4,data\corrupted\blur_15x15_s5\images\6\900.png,low,899,15x15_s5,4,clean,42
968_low,969,6,4,data\corrupted\blur_15x15_s5\images\6\969.png,low,968,15x15_s5,52,noisy,42
847_low,848,6,4,data\corrupted\blur_15x15_s5\images\6\848.png,low,847,15x15_s5,4,clean,42
952_low,953,6,4,data\corrupted\blur_15x15_s5\images\6\953.png,low,952,15x15_s5,4,clean,42
879_low,880,6,4,data\corrupted\blur_15x15_s5\images\6\880.png,low,879,15x15_s5,4,clean,42
932_low,933,6,4,data\corrupted\blur_15x15_s5\images\6\933.png,low,932,15x15_s5,4,clean,42
1039_low,1040,8,5,data\corrupted\blur_15x15_s5\images\8\1040.png,low,1039,15x15_s5,5,clean,42
1012_low,1013,8,5,data\corrupted\blur_15x15_s5\images\8\1013.png,low,1012,15x15_s5,80,noisy,42
1187_low,1188,8,5,data\corrupted\blur_15x15_s5\images\8\1188.png,low,1187,15x15_s5,5,clean,42
1092_low,1093,8,5,data\corrupted\blur_15x15_s5\images\8\1093.png,low,1092,15x15_s5,11,noisy,42
1161_low,1162,8,5,data\corrupted\blur_15x15_s5\images\8\1162.png,low,1161,15x15_s5,5,clean,42
1184_low,1185,8,5,data\corrupted\blur_15x15_s5\images\8\1185.png,low,1184,15x15_s5,5,clean,42
1200_low,1201,8,5,data\corrupted\blur_15x15_s5\images\8\1201.png,low,1200,15x15_s5,5,clean,42
1110_low,1111,8,5,data\corrupted\blur_15x15_s5\images\8\1111.png,low,1110,15x15_s5,5,clean,42
1015_low,1016,8,5,data\corrupted\blur_15x15_s5\images\8\1016.png,low,1015,15x15_s5,5,clean,42
1240_low,1241,8,5,data\corrupted\blur_15x15_s5\images\8\1241.png,low,1240,15x15_s5,5,clean,42
1237_low,1238,8,5,data\corrupted\blur_15x15_s5\images\8\1238.png,low,1237,15x15_s5,20,noisy,42
1219_low,1220,8,5,data\corrupted\blur_15x15_s5\images\8\1220.png,low,1219,15x15_s5,5,clean,42
1243_low,1244,8,5,data\corrupted\blur_15x15_s5\images\8\1244.png,low,1243,15x15_s5,5,clean,42
1179_low,1180,8,5,data\corrupted\blur_15x15_s5\images\8\1180.png,low,1179,15x15_s5,5,clean,42
1072_low,1073,8,5,data\corrupted\blur_15x15_s5\images\8\1073.png,low,1072,15x15_s5,5,clean,42
1228_low,1229,8,5,data\corrupted\blur_15x15_s5\images\8\1229.png,low,1228,15x15_s5,5,clean,42
1225_low,1226,8,5,data\corrupted\blur_15x15_s5\images\8\1226.png,low,1225,15x15_s5,5,clean,42
1021_low,1022,8,5,data\corrupted\blur_15x15_s5\images\8\1022.png,low,1021,15x15_s5,5,clean,42
1188_low,1189,8,5,data\corrupted\blur_15x15_s5\images\8\1189.png,low,1188,15x15_s5,36,noisy,42
1030_low,1031,8,5,data\corrupted\blur_15x15_s5\images\8\1031.png,low,1030,15x15_s5,78,noisy,42
1126_low,1127,8,5,data\corrupted\blur_15x15_s5\images\8\1127.png,low,1126,15x15_s5,5,clean,42
1025_low,1026,8,5,data\corrupted\blur_15x15_s5\images\8\1026.png,low,1025,15x15_s5,5,clean,42
1118_low,1119,8,5,data\corrupted\blur_15x15_s5\images\8\1119.png,low,1118,15x15_s5,5,clean,42
1073_low,1074,8,5,data\corrupted\blur_15x15_s5\images\8\1074.png,low,1073,15x15_s5,5,clean,42
1227_low,1228,8,5,data\corrupted\blur_15x15_s5\images\8\1228.png,low,1227,15x15_s5,5,clean,42
1358_low,1359,9,6,data\corrupted\blur_15x15_s5\images\9\1359.png,low,1358,15x15_s5,14,noisy,42
1361_low,1362,9,6,data\corrupted\blur_15x15_s5\images\9\1362.png,low,1361,15x15_s5,6,clean,42
1394_low,1395,9,6,data\corrupted\blur_15x15_s5\images\9\1395.png,low,1394,15x15_s5,6,clean,42
1308_low,1309,9,6,data\corrupted\blur_15x15_s5\images\9\1309.png,low,1308,15x15_s5,6,clean,42
1347_low,1348,9,6,data\corrupted\blur_15x15_s5\images\9\1348.png,low,1347,15x15_s5,6,clean,42
1282_low,1283,9,6,data\corrupted\blur_15x15_s5\images\9\1283.png,low,1282,15x15_s5,6,clean,42
1354_low,1355,9,6,data\corrupted\blur_15x15_s5\images\9\1355.png,low,1354,15x15_s5,6,clean,42
1304_low,1305,9,6,data\corrupted\blur_15x15_s5\images\9\1305.png,low,1304,15x15_s5,11,noisy,42
1353_low,1354,9,6,data\corrupted\blur_15x15_s5\images\9\1354.png,low,1353,15x15_s5,13,noisy,42
1395_low,1396,9,6,data\corrupted\blur_15x15_s5\images\9\1396.png,low,1395,15x15_s5,6,clean,42
1272_low,1273,9,6,data\corrupted\blur_15x15_s5\images\9\1273.png,low,1272,15x15_s5,6,clean,42
1337_low,1338,9,6,data\corrupted\blur_15x15_s5\images\9\1338.png,low,1337,15x15_s5,6,clean,42
1268_low,1269,9,6,data\corrupted\blur_15x15_s5\images\9\1269.png,low,1268,15x15_s5,6,clean,42
1319_low,1320,9,6,data\corrupted\blur_15x15_s5\images\9\1320.png,low,1319,15x15_s5,6,clean,42
1277_low,1278,9,6,data\corrupted\blur_15x15_s5\images\9\1278.png,low,1277,15x15_s5,6,clean,42
1283_low,1284,9,6,data\corrupted\blur_15x15_s5\images\9\1284.png,low,1283,15x15_s5,6,clean,42
1381_low,1382,9,6,data\corrupted\blur_15x15_s5\images\9\1382.png,low,1381,15x15_s5,6,clean,42
1400_low,1401,9,6,data\corrupted\blur_15x15_s5\images\9\1401.png,low,1400,15x15_s5,73,noisy,42
1351_low,1352,9,6,data\corrupted\blur_15x15_s5\images\9\1352.png,low,1351,15x15_s5,6,clean,42
1269_low,1270,9,6,data\corrupted\blur_15x15_s5\images\9\1270.png,low,1269,15x15_s5,6,clean,42
1328_low,1329,9,6,data\corrupted\blur_15x15_s5\images\9\1329.png,low,1328,15x15_s5,6,clean,42
1271_low,1272,9,6,data\corrupted\blur_15x15_s5\images\9\1272.png,low,1271,15x15_s5,6,clean,42
1265_low,1266,9,6,data\corrupted\blur_15x15_s5\images\9\1266.png,low,1265,15x15_s5,6,clean,42
1262_low,1263,9,6,data\corrupted\blur_15x15_s5\images\9\1263.png,low,1262,15x15_s5,6,clean,42
1284_low,1285,9,6,data\corrupted\blur_15x15_s5\images\9\1285.png,low,1284,15x15_s5,48,noisy,42
1496_low,1497,10,7,data\corrupted\blur_15x15_s5\images\10\1497.png,low,1496,15x15_s5,7,clean,42
1466_low,1467,10,7,data\corrupted\blur_15x15_s5\images\10\1467.png,low,1466,15x15_s5,7,clean,42
1483_low,1484,10,7,data\corrupted\blur_15x15_s5\images\10\1484.png,low,1483,15x15_s5,7,clean,42
1458_low,1459,10,7,data\corrupted\blur_15x15_s5\images\10\1459.png,low,1458,15x15_s5,61,noisy,42
1457_low,1458,10,7,data\corrupted\blur_15x15_s5\images\10\1458.png,low,1457,15x15_s5,7,clean,42
1452_low,1453,10,7,data\corrupted\blur_15x15_s5\images\10\1453.png,low,1452,15x15_s5,7,clean,42
1435_low,1436,10,7,data\corrupted\blur_15x15_s5\images\10\1436.png,low,1435,15x15_s5,7,clean,42
1493_low,1494,10,7,data\corrupted\blur_15x15_s5\images\10\1494.png,low,1493,15x15_s5,7,clean,42
1423_low,1424,10,7,data\corrupted\blur_15x15_s5\images\10\1424.png,low,1423,15x15_s5,7,clean,42
1413_low,1414,10,7,data\corrupted\blur_15x15_s5\images\10\1414.png,low,1413,15x15_s5,70,noisy,42
1431_low,1432,10,7,data\corrupted\blur_15x15_s5\images\10\1432.png,low,1431,15x15_s5,7,clean,42
1443_low,1444,10,7,data\corrupted\blur_15x15_s5\images\10\1444.png,low,1443,15x15_s5,7,clean,42
1486_low,1487,10,7,data\corrupted\blur_15x15_s5\images\10\1487.png,low,1486,15x15_s5,7,clean,42
1446_low,1447,10,7,data\corrupted\blur_15x15_s5\images\10\1447.png,low,1446,15x15_s5,47,noisy,42
1503_low,1504,10,7,data\corrupted\blur_15x15_s5\images\10\1504.png,low,1503,15x15_s5,7,clean,42
1417_low,1418,10,7,data\corrupted\blur_15x15_s5\images\10\1418.png,low,1417,15x15_s5,7,clean,42
1489_low,1490,10,7,data\corrupted\blur_15x15_s5\images\10\1490.png,low,1489,15x15_s5,73,noisy,42
1490_low,1491,10,7,data\corrupted\blur_15x15_s5\images\10\1491.png,low,1490,15x15_s5,7,clean,42
1425_low,1426,10,7,data\corrupted\blur_15x15_s5\images\10\1426.png,low,1425,15x15_s5,7,clean,42
1444_low,1445,10,7,data\corrupted\blur_15x15_s5\images\10\1445.png,low,1444,15x15_s5,7,clean,42
1468_low,1469,10,7,data\corrupted\blur_15x15_s5\images\10\1469.png,low,1468,15x15_s5,7,clean,42
1501_low,1502,10,7,data\corrupted\blur_15x15_s5\images\10\1502.png,low,1501,15x15_s5,7,clean,42
1439_low,1440,10,7,data\corrupted\blur_15x15_s5\images\10\1440.png,low,1439,15x15_s5,77,noisy,42
1455_low,1456,10,7,data\corrupted\blur_15x15_s5\images\10\1456.png,low,1455,15x15_s5,7,clean,42
1482_low,1483,10,7,data\corrupted\blur_15x15_s5\images\10\1483.png,low,1482,15x15_s5,7,clean,42
1665_low,1666,12,8,data\corrupted\blur_15x15_s5\images\12\1666.png,low,1665,15x15_s5,8,clean,42
1553_low,1554,12,8,data\corrupted\blur_15x15_s5\images\12\1554.png,low,1553,15x15_s5,8,clean,42
1615_low,1616,12,8,data\corrupted\blur_15x15_s5\images\12\1616.png,low,1615,15x15_s5,8,clean,42
1630_low,1631,12,8,data\corrupted\blur_15x15_s5\images\12\1631.png,low,1630,15x15_s5,8,clean,42
1590_low,1591,12,8,data\corrupted\blur_15x15_s5\images\12\1591.png,low,1590,15x15_s5,8,clean,42
1546_low,1547,12,8,data\corrupted\blur_15x15_s5\images\12\1547.png,low,1546,15x15_s5,8,clean,42
1632_low,1633,12,8,data\corrupted\blur_15x15_s5\images\12\1633.png,low,1632,15x15_s5,8,clean,42
1599_low,1600,12,8,data\corrupted\blur_15x15_s5\images\12\1600.png,low,1599,15x15_s5,8,clean,42
1600_low,1601,12,8,data\corrupted\blur_15x15_s5\images\12\1601.png,low,1600,15x15_s5,8,clean,42
1552_low,1553,12,8,data\corrupted\blur_15x15_s5\images\12\1553.png,low,1552,15x15_s5,2,noisy,42
1585_low,1586,12,8,data\corrupted\blur_15x15_s5\images\12\1586.png,low,1585,15x15_s5,8,clean,42
1611_low,1612,12,8,data\corrupted\blur_15x15_s5\images\12\1612.png,low,1611,15x15_s5,8,clean,42
1627_low,1628,12,8,data\corrupted\blur_15x15_s5\images\12\1628.png,low,1627,15x15_s5,8,clean,42
1649_low,1650,12,8,data\corrupted\blur_15x15_s5\images\12\1650.png,low,1649,15x15_s5,56,noisy,42
1664_low,1665,12,8,data\corrupted\blur_15x15_s5\images\12\1665.png,low,1664,15x15_s5,8,clean,42
1598_low,1599,12,8,data\corrupted\blur_15x15_s5\images\12\1599.png,low,1598,15x15_s5,0,noisy,42
1561_low,1562,12,8,data\corrupted\blur_15x15_s5\images\12\1562.png,low,1561,15x15_s5,8,clean,42
1603_low,1604,12,8,data\corrupted\blur_15x15_s5\images\12\1604.png,low,1603,15x15_s5,9,noisy,42
1658_low,1659,12,8,data\corrupted\blur_15x15_s5\images\12\1659.png,low,1658,15x15_s5,32,noisy,42
1607_low,1608,12,8,data\corrupted\blur_15x15_s5\images\12\1608.png,low,1607,15x15_s5,8,clean,42
1545_low,1546,12,8,data\corrupted\blur_15x15_s5\images\12\1546.png,low,1545,15x15_s5,8,clean,42
1652_low,1653,12,8,data\corrupted\blur_15x15_s5\images\12\1653.png,low,1652,15x15_s5,8,clean,42
1643_low,1644,12,8,data\corrupted\blur_15x15_s5\images\12\1644.png,low,1643,15x15_s5,8,clean,42
1646_low,1647,12,8,data\corrupted\blur_15x15_s5\images\12\1647.png,low,1646,15x15_s5,8,clean,42
1589_low,1590,12,8,data\corrupted\blur_15x15_s5\images\12\1590.png,low,1589,15x15_s5,8,clean,42
1698_low,1699,13,9,data\corrupted\blur_15x15_s5\images\13\1699.png,low,1698,15x15_s5,9,clean,42
1676_low,1677,13,9,data\corrupted\blur_15x15_s5\images\13\1677.png,low,1676,15x15_s5,9,clean,42
1725_low,1726,13,9,data\corrupted\blur_15x15_s5\images\13\1726.png,low,1725,15x15_s5,9,clean,42
1680_low,1681,13,9,data\corrupted\blur_15x15_s5\images\13\1681.png,low,1680,15x15_s5,9,clean,42
1730_low,1731,13,9,data\corrupted\blur_15x15_s5\images\13\1731.png,low,1730,15x15_s5,9,clean,42
1694_low,1695,13,9,data\corrupted\blur_15x15_s5\images\13\1695.png,low,1694,15x15_s5,9,clean,42
1686_low,1687,13,9,data\corrupted\blur_15x15_s5\images\13\1687.png,low,1686,15x15_s5,61,noisy,42
1709_low,1710,13,9,data\corrupted\blur_15x15_s5\images\13\1710.png,low,1709,15x15_s5,9,clean,42
1721_low,1722,13,9,data\corrupted\blur_15x15_s5\images\13\1722.png,low,1721,15x15_s5,9,clean,42
1688_low,1689,13,9,data\corrupted\blur_15x15_s5\images\13\1689.png,low,1688,15x15_s5,82,noisy,42
1707_low,1708,13,9,data\corrupted\blur_15x15_s5\images\13\1708.png,low,1707,15x15_s5,9,clean,42
1685_low,1686,13,9,data\corrupted\blur_15x15_s5\images\13\1686.png,low,1685,15x15_s5,9,clean,42
1743_low,1744,13,9,data\corrupted\blur_15x15_s5\images\13\1744.png,low,1743,15x15_s5,59,noisy,42
1681_low,1682,13,9,data\corrupted\blur_15x15_s5\images\13\1682.png,low,1681,15x15_s5,9,clean,42
1738_low,1739,13,9,data\corrupted\blur_15x15_s5\images\13\1739.png,low,1738,15x15_s5,37,noisy,42
1706_low,1707,13,9,data\corrupted\blur_15x15_s5\images\13\1707.png,low,1706,15x15_s5,22,noisy,42
1734_low,1735,13,9,data\corrupted\blur_15x15_s5\images\13\1735.png,low,1734,15x15_s5,9,clean,42
1711_low,1712,13,9,data\corrupted\blur_15x15_s5\images\13\1712.png,low,1711,15x15_s5,9,clean,42
1733_low,1734,13,9,data\corrupted\blur_15x15_s5\images\13\1734.png,low,1733,15x15_s5,9,clean,42
1723_low,1724,13,9,data\corrupted\blur_15x15_s5\images\13\1724.png,low,1723,15x15_s5,9,clean,42
1692_low,1693,13,9,data\corrupted\blur_15x15_s5\images\13\1693.png,low,1692,15x15_s5,9,clean,42
1710_low,1711,13,9,data\corrupted\blur_15x15_s5\images\13\1711.png,low,1710,15x15_s5,9,clean,42
1718_low,1719,13,9,data\corrupted\blur_15x15_s5\images\13\1719.png,low,1718,15x15_s5,9,clean,42
1704_low,1705,13,9,data\corrupted\blur_15x15_s5\images\13\1705.png,low,1704,15x15_s5,9,clean,42
1683_low,1684,13,9,data\corrupted\blur_15x15_s5\images\13\1684.png,low,1683,15x15_s5,9,clean,42
2031_low,2032,14,10,data\corrupted\blur_15x15_s5\images\14\2032.png,low,2031,15x15_s5,10,clean,42
