image_id,record_index,casia_identity,class_index,image_path,quality_condition,source_image_id,blur_parameter,assigned_class_index,noise_status,noise_seed
271,272,2,1,data\splits\pilot_100id\images\2\272.png,high,271,original,1,clean,42
318,319,2,1,data\splits\pilot_100id\images\2\319.png,high,318,original,1,clean,42
275,276,2,1,data\splits\pilot_100id\images\2\276.png,high,275,original,1,clean,42
324,325,2,1,data\splits\pilot_100id\images\2\325.png,high,324,original,1,clean,42
289,290,2,1,data\splits\pilot_100id\images\2\290.png,high,289,original,1,clean,42
281,282,2,1,data\splits\pilot_100id\images\2\282.png,high,281,original,1,clean,42
304,305,2,1,data\splits\pilot_100id\images\2\305.png,high,304,original,1,clean,42
315,316,2,1,data\splits\pilot_100id\images\2\316.png,high,315,original,1,clean,42
283,284,2,1,data\splits\pilot_100id\images\2\284.png,high,283,original,1,clean,42
302,303,2,1,data\splits\pilot_100id\images\2\303.png,high,302,original,1,clean,42
280,281,2,1,data\splits\pilot_100id\images\2\281.png,high,280,original,1,clean,42
330,331,2,1,data\splits\pilot_100id\images\2\331.png,high,330,original,1,clean,42
276,277,2,1,data\splits\pilot_100id\images\2\277.png,high,276,original,1,clean,42
339,340,2,1,data\splits\pilot_100id\images\2\340.png,high,339,original,1,clean,42
301,302,2,1,data\splits\pilot_100id\images\2\302.png,high,301,original,1,clean,42
328,329,2,1,data\splits\pilot_100id\images\2\329.png,high,328,original,1,clean,42
306,307,2,1,data\splits\pilot_100id\images\2\307.png,high,306,original,1,clean,42
327,328,2,1,data\splits\pilot_100id\images\2\328.png,high,327,original,1,clean,42
317,318,2,1,data\splits\pilot_100id\images\2\318.png,high,317,original,1,clean,42
287,288,2,1,data\splits\pilot_100id\images\2\288.png,high,287,original,1,clean,42
305,306,2,1,data\splits\pilot_100id\images\2\306.png,high,305,original,1,clean,42
313,314,2,1,data\splits\pilot_100id\images\2\314.png,high,313,original,1,clean,42
299,300,2,1,data\splits\pilot_100id\images\2\300.png,high,299,original,1,clean,42
278,279,2,1,data\splits\pilot_100id\images\2\279.png,high,278,original,1,clean,42
410,411,3,2,data\splits\pilot_100id\images\3\411.png,high,410,original,2,clean,42
558,559,3,2,data\splits\pilot_100id\images\3\559.png,high,558,original,2,clean,42
724,725,3,2,data\splits\pilot_100id\images\3\725.png,high,724,original,2,clean,42
373,374,3,2,data\splits\pilot_100id\images\3\374.png,high,373,original,2,clean,42
382,383,3,2,data\splits\pilot_100id\images\3\383.png,high,382,original,2,clean,42
417,418,3,2,data\splits\pilot_100id\images\3\418.png,high,417,original,2,clean,42
477,478,3,2,data\splits\pilot_100id\images\3\478.png,high,477,original,2,clean,42
671,672,3,2,data\splits\pilot_100id\images\3\672.png,high,671,original,2,clean,42
705,706,3,2,data\splits\pilot_100id\images\3\706.png,high,705,original,2,clean,42
605,606,3,2,data\splits\pilot_100id\images\3\606.png,high,605,original,2,clean,42
704,705,3,2,data\splits\pilot_100id\images\3\705.png,high,704,original,2,clean,42
418,419,3,2,data\splits\pilot_100id\images\3\419.png,high,418,original,2,clean,42
623,624,3,2,data\splits\pilot_100id\images\3\624.png,high,623,original,2,clean,42
726,727,3,2,data\splits\pilot_100id\images\3\727.png,high,726,original,2,clean,42
495,496,3,2,data\splits\pilot_100id\images\3\496.png,high,495,original,2,clean,42
595,596,3,2,data\splits\pilot_100id\images\3\596.png,high,595,original,2,clean,42
517,518,3,2,data\splits\pilot_100id\images\3\518.png,high,517,original,2,clean,42
691,692,3,2,data\splits\pilot_100id\images\3\692.png,high,691,original,2,clean,42
349,350,3,2,data\splits\pilot_100id\images\3\350.png,high,349,original,2,clean,42
535,536,3,2,data\splits\pilot_100id\images\3\536.png,high,535,original,2,clean,42
395,396,3,2,data\splits\pilot_100id\images\3\396.png,high,395,original,2,clean,42
739,740,3,2,data\splits\pilot_100id\images\3\740.png,high,739,original,2,clean,42
593,594,3,2,data\splits\pilot_100id\images\3\594.png,high,593,original,2,clean,42
572,573,3,2,data\splits\pilot_100id\images\3\573.png,high,572,original,2,clean,42
702,703,3,2,data\splits\pilot_100id\images\3\703.png,high,702,original,2,clean,42
748,749,4,3,data\splits\pilot_100id\images\4\749.png,high,748,original,3,clean,42
807,808,4,3,data\splits\pilot_100id\images\4\808.png,high,807,original,3,clean,42
762,763,4,3,data\splits\pilot_100id\images\4\763.png,high,762,original,3,clean,42
744,745,4,3,data\splits\pilot_100id\images\4\745.png,high,744,original,3,clean,42
772,773,4,3,data\splits\pilot_100id\images\4\773.png,high,772,original,3,clean,42
817,818,4,3,data\splits\pilot_100id\images\4\818.png,high,817,original,3,clean,42
754,755,4,3,data\splits\pilot_100id\images\4\755.png,high,754,original,3,clean,42
778,779,4,3,data\splits\pilot_100id\images\4\779.png,high,778,original,3,clean,42
756,757,4,3,data\splits\pilot_100id\images\4\757.png,high,756,original,3,clean,42
799,800,4,3,data\splits\pilot_100id\images\4\800.png,high,799,original,3,clean,42
809,810,4,3,data\splits\pilot_100id\images\4\810.png,high,809,original,3,clean,42
775,776,4,3,data\splits\pilot_100id\images\4\776.png,high,775,original,3,clean,42
753,754,4,3,data\splits\pilot_100id\images\4\754.png,high,753,original,3,clean,42
789,790,4,3,data\splits\pilot_100id\images\4\790.png,high,789,original,3,clean,42
749,750,4,3,data\splits\pilot_100id\images\4\750.png,high,749,original,3,clean,42
766,767,4,3,data\splits\pilot_100id\images\4\767.png,high,766,original,3,clean,42
801,802,4,3,data\splits\pilot_100id\images\4\802.png,high,801,original,3,clean,42
794,795,4,3,data\splits\pilot_100id\images\4\795.png,high,794,original,3,clean,42
777,778,4,3,data\splits\pilot_100id\images\4\778.png,high,777,original,3,clean,42
783,784,4,3,data\splits\pilot_100id\images\4\784.png,high,783,original,3,clean,42
814,815,4,3,data\splits\pilot_100id\images\4\815.png,high,814,original,3,clean,42
760,761,4,3,data\splits\pilot_100id\images\4\761.png,high,760,original,3,clean,42
779,780,4,3,data\splits\pilot_100id\images\4\780.png,high,779,original,3,clean,42
788,789,4,3,data\splits\pilot_100id\images\4\789.png,high,788,original,3,clean,42
805,806,4,3,data\splits\pilot_100id\images\4\806.png,high,805,original,3,clean,42
948,949,6,4,data\splits\pilot_100id\images\6\949.png,high,948,original,4,clean,42
947,948,6,4,data\splits\pilot_100id\images\6\948.png,high,947,original,4,clean,42
855,856,6,4,data\splits\pilot_100id\images\6\856.png,high,855,original,4,clean,42
869,870,6,4,data\splits\pilot_100id\images\6\870.png,high,869,original,4,clean,42
966,967,6,4,data\splits\pilot_100id\images\6\967.png,high,966,original,4,clean,42
909,910,6,4,data\splits\pilot_100id\images\6\910.png,high,909,original,4,clean,42
907,908,6,4,data\splits\pilot_100id\images\6\908.png,high,907,original,4,clean,42
958,959,6,4,data\splits\pilot_100id\images\6\959.png,high,958,original,4,clean,42
976,977,6,4,data\splits\pilot_100id\images\6\977.png,high,976,original,4,clean,42
928,929,6,4,data\splits\pilot_100id\images\6\929.png,high,928,original,4,clean,42
927,928,6,4,data\splits\pilot_100id\images\6\928.png,high,927,original,4,clean,42
888,889,6,4,data\splits\pilot_100id\images\6\889.png,high,888,original,4,clean,42
912,913,6,4,data\splits\pilot_100id\images\6\913.png,high,912,original,4,clean,42
910,911,6,4,data\splits\pilot_100id\images\6\911.png,high,910,original,4,clean,42
874,875,6,4,data\splits\pilot_100id\images\6\875.png,high,874,original,4,clean,42
885,886,6,4,data\splits\pilot_100id\images\6\886.png,high,885,original,4,clean,42
870,871,6,4,data\splits\pilot_100id\images\6\871.png,high,870,original,4,clean,42
862,863,6,4,data\splits\pilot_100id\images\6\863.png,high,862,original,4,clean,42
975,976,6,4,data\splits\pilot_100id\images\6\976.png,high,975,original,4,clean,42
899,900,6,4,data\splits\pilot_100id\images\6\900.png,high,899,original,4,clean,42
968,969,6,4,data\splits\pilot_100id\images\6\969.png,high,968,original,4,clean,42
847,848,6,4,data\splits\pilot_100id\images\6\848.png,high,847,original,4,clean,42
952,953,6,4,data\splits\pilot_100id\images\6\953.png,high,952,original,4,clean,42
879,880,6,4,data\splits\pilot_100id\images\6\880.png,high,879,original,4,clean,42
932,933,6,4,data\splits\pilot_100id\images\6\933.png,high,932,original,4,clean,42
1039,1040,8,5,data\splits\pilot_100id\images\8\1040.png,high,1039,original,5,clean,42
1012,1013,8,5,data\splits\pilot_100id\images\8\1013.png,high,1012,original,5,clean,42
1187,1188,8,5,data\splits\pilot_100id\images\8\1188.png,high,1187,original,5,clean,42
1092,1093,8,5,data\splits\pilot_100id\images\8\1093.png,high,1092,original,5,clean,42
1161,1162,8,5,data\splits\pilot_100id\images\8\1162.png,high,1161,original,5,clean,42
1184,1185,8,5,data\splits\pilot_100id\images\8\1185.png,high,1184,original,5,clean,42
1200,1201,8,5,data\splits\pilot_100id\images\8\1201.png,high,1200,original,5,clean,42
1110,1111,8,5,data\splits\pilot_100id\images\8\1111.png,high,1110,original,5,clean,42
1015,1016,8,5,data\splits\pilot_100id\images\8\1016.png,high,1015,original,5,clean,42
1240,1241,8,5,data\splits\pilot_100id\images\8\1241.png,high,1240,original,5,clean,42
1237,1238,8,5,data\splits\pilot_100id\images\8\1238.png,high,1237,original,5,clean,42
1219,1220,8,5,data\splits\pilot_100id\images\8\1220.png,high,1219,original,5,clean,42
1243,1244,8,5,data\splits\pilot_100id\images\8\1244.png,high,1243,original,5,clean,42
1179,1180,8,5,data\splits\pilot_100id\images\8\1180.png,high,1179,original,5,clean,42
1072,1073,8,5,data\splits\pilot_100id\images\8\1073.png,high,1072,original,5,clean,42
1228,1229,8,5,data\splits\pilot_100id\images\8\1229.png,high,1228,original,5,clean,42
1225,1226,8,5,data\splits\pilot_100id\images\8\1226.png,high,1225,original,5,clean,42
1021,1022,8,5,data\splits\pilot_100id\images\8\1022.png,high,1021,original,5,clean,42
1188,1189,8,5,data\splits\pilot_100id\images\8\1189.png,high,1188,original,5,clean,42
1030,1031,8,5,data\splits\pilot_100id\images\8\1031.png,high,1030,original,5,clean,42
1126,1127,8,5,data\splits\pilot_100id\images\8\1127.png,high,1126,original,5,clean,42
1025,1026,8,5,data\splits\pilot_100id\images\8\1026.png,high,1025,original,5,clean,42
1118,1119,8,5,data\splits\pilot_100id\images\8\1119.png,high,1118,original,5,clean,42
1073,1074,8,5,data\splits\pilot_100id\images\8\1074.png,high,1073,original,5,clean,42
1227,1228,8,5,data\splits\pilot_100id\images\8\1228.png,high,1227,original,5,clean,42
1358,1359,9,6,data\splits\pilot_100id\images\9\1359.png,high,1358,original,6,clean,42
1361,1362,9,6,data\splits\pilot_100id\images\9\1362.png,high,1361,original,6,clean,42
1394,1395,9,6,data\splits\pilot_100id\images\9\1395.png,high,1394,original,6,clean,42
1308,1309,9,6,data\splits\pilot_100id\images\9\1309.png,high,1308,original,6,clean,42
1347,1348,9,6,data\splits\pilot_100id\images\9\1348.png,high,1347,original,6,clean,42
1282,1283,9,6,data\splits\pilot_100id\images\9\1283.png,high,1282,original,6,clean,42
1354,1355,9,6,data\splits\pilot_100id\images\9\1355.png,high,1354,original,6,clean,42
1304,1305,9,6,data\splits\pilot_100id\images\9\1305.png,high,1304,original,6,clean,42
1353,1354,9,6,data\splits\pilot_100id\images\9\1354.png,high,1353,original,6,clean,42
1395,1396,9,6,data\splits\pilot_100id\images\9\1396.png,high,1395,original,6,clean,42
1272,1273,9,6,data\splits\pilot_100id\images\9\1273.png,high,1272,original,6,clean,42
1337,1338,9,6,data\splits\pilot_100id\images\9\1338.png,high,1337,original,6,clean,42
1268,1269,9,6,data\splits\pilot_100id\images\9\1269.png,high,1268,original,6,clean,42
1319,1320,9,6,data\splits\pilot_100id\images\9\1320.png,high,1319,original,6,clean,42
1277,1278,9,6,data\splits\pilot_100id\images\9\1278.png,high,1277,original,6,clean,42
1283,1284,9,6,data\splits\pilot_100id\images\9\1284.png,high,1283,original,6,clean,42
1381,1382,9,6,data\splits\pilot_100id\images\9\1382.png,high,1381,original,6,clean,42
1400,1401,9,6,data\splits\pilot_100id\images\9\1401.png,high,1400,original,6,clean,42
1351,1352,9,6,data\splits\pilot_100id\images\9\1352.png,high,1351,original,6,clean,42
1269,1270,9,6,data\splits\pilot_100id\images\9\1270.png,high,1269,original,6,clean,42
1328,1329,9,6,data\splits\pilot_100id\images\9\1329.png,high,1328,original,6,clean,42
1271,1272,9,6,data\splits\pilot_100id\images\9\1272.png,high,1271,original,6,clean,42
1265,1266,9,6,data\splits\pilot_100id\images\9\1266.png,high,1265,original,6,clean,42
1262,1263,9,6,data\splits\pilot_100id\images\9\1263.png,high,1262,original,6,clean,42
1284,1285,9,6,data\splits\pilot_100id\images\9\1285.png,high,1284,original,6,clean,42
1496,1497,10,7,data\splits\pilot_100id\images\10\1497.png,high,1496,original,7,clean,42
1466,1467,10,7,data\splits\pilot_100id\images\10\1467.png,high,1466,original,7,clean,42
1483,1484,10,7,data\splits\pilot_100id\images\10\1484.png,high,1483,original,7,clean,42
1458,1459,10,7,data\splits\pilot_100id\images\10\1459.png,high,1458,original,7,clean,42
1457,1458,10,7,data\splits\pilot_100id\images\10\1458.png,high,1457,original,7,clean,42
1452,1453,10,7,data\splits\pilot_100id\images\10\1453.png,high,1452,original,7,clean,42
1435,1436,10,7,data\splits\pilot_100id\images\10\1436.png,high,1435,original,7,clean,42
1493,1494,10,7,data\splits\pilot_100id\images\10\1494.png,high,1493,original,7,clean,42
1423,1424,10,7,data\splits\pilot_100id\images\10\1424.png,high,1423,original,7,clean,42
1413,1414,10,7,data\splits\pilot_100id\images\10\1414.png,high,1413,original,7,clean,42
1431,1432,10,7,data\splits\pilot_100id\images\10\1432.png,high,1431,original,7,clean,42
1443,1444,10,7,data\splits\pilot_100id\images\10\1444.png,high,1443,original,7,clean,42
1486,1487,10,7,data\splits\pilot_100id\images\10\1487.png,high,1486,original,7,clean,42
1446,1447,10,7,data\splits\pilot_100id\images\10\1447.png,high,1446,original,7,clean,42
1503,1504,10,7,data\splits\pilot_100id\images\10\1504.png,high,1503,original,7,clean,42
1417,1418,10,7,data\splits\pilot_100id\images\10\1418.png,high,1417,original,7,clean,42
1489,1490,10,7,data\splits\pilot_100id\images\10\1490.png,high,1489,original,7,clean,42
1490,1491,10,7,data\splits\pilot_100id\images\10\1491.png,high,1490,original,7,clean,42
1425,1426,10,7,data\splits\pilot_100id\images\10\1426.png,high,1425,original,7,clean,42
1444,1445,10,7,data\splits\pilot_100id\images\10\1445.png,high,1444,original,7,clean,42
1468,1469,10,7,data\splits\pilot_100id\images\10\1469.png,high,1468,original,7,clean,42
1501,1502,10,7,data\splits\pilot_100id\images\10\1502.png,high,1501,original,7,clean,42
1439,1440,10,7,data\splits\pilot_100id\images\10\1440.png,high,1439,original,7,clean,42
1455,1456,10,7,data\splits\pilot_100id\images\10\1456.png,high,1455,original,7,clean,42
1482,1483,10,7,data\splits\pilot_100id\images\10\1483.png,high,1482,original,7,clean,42
1665,1666,12,8,data\splits\pilot_100id\images\12\1666.png,high,1665,original,8,clean,42
1553,1554,12,8,data\splits\pilot_100id\images\12\1554.png,high,1553,original,8,clean,42
1615,1616,12,8,data\splits\pilot_100id\images\12\1616.png,high,1615,original,8,clean,42
1630,1631,12,8,data\splits\pilot_100id\images\12\1631.png,high,1630,original,8,clean,42
1590,1591,12,8,data\splits\pilot_100id\images\12\1591.png,high,1590,original,8,clean,42
1546,1547,12,8,data\splits\pilot_100id\images\12\1547.png,high,1546,original,8,clean,42
1632,1633,12,8,data\splits\pilot_100id\images\12\1633.png,high,1632,original,8,clean,42
1599,1600,12,8,data\splits\pilot_100id\images\12\1600.png,high,1599,original,8,clean,42
1600,1601,12,8,data\splits\pilot_100id\images\12\1601.png,high,1600,original,8,clean,42
1552,1553,12,8,data\splits\pilot_100id\images\12\1553.png,high,1552,original,8,clean,42
1585,1586,12,8,data\splits\pilot_100id\images\12\1586.png,high,1585,original,8,clean,42
1611,1612,12,8,data\splits\pilot_100id\images\12\1612.png,high,1611,original,8,clean,42
1627,1628,12,8,data\splits\pilot_100id\images\12\1628.png,high,1627,original,8,clean,42
1649,1650,12,8,data\splits\pilot_100id\images\12\1650.png,high,1649,original,8,clean,42
1664,1665,12,8,data\splits\pilot_100id\images\12\1665.png,high,1664,original,8,clean,42
1598,1599,12,8,data\splits\pilot_100id\images\12\1599.png,high,1598,original,8,clean,42
1561,1562,12,8,data\splits\pilot_100id\images\12\1562.png,high,1561,original,8,clean,42
1603,1604,12,8,data\splits\pilot_100id\images\12\1604.png,high,1603,original,8,clean,42
1658,1659,12,8,data\splits\pilot_100id\images\12\1659.png,high,1658,original,8,clean,42
1607,1608,12,8,data\splits\pilot_100id\images\12\1608.png,high,1607,original,8,clean,42
1545,1546,12,8,data\splits\pilot_100id\images\12\1546.png,high,1545,original,8,clean,42
1652,1653,12,8,data\splits\pilot_100id\images\12\1653.png,high,1652,original,8,clean,42
1643,1644,12,8,data\splits\pilot_100id\images\12\1644.png,high,1643,original,8,clean,42
1646,1647,12,8,data\splits\pilot_100id\images\12\1647.png,high,1646,original,8,clean,42
1589,1590,12,8,data\splits\pilot_100id\images\12\1590.png,high,1589,original,8,clean,42
1698,1699,13,9,data\splits\pilot_100id\images\13\1699.png,high,1698,original,9,clean,42
1676,1677,13,9,data\splits\pilot_100id\images\13\1677.png,high,1676,original,9,clean,42
1725,1726,13,9,data\splits\pilot_100id\images\13\1726.png,high,1725,original,9,clean,42
1680,1681,13,9,data\splits\pilot_100id\images\13\1681.png,high,1680,original,9,clean,42
1730,1731,13,9,data\splits\pilot_100id\images\13\1731.png,high,1730,original,9,clean,42
1694,1695,13,9,data\splits\pilot_100id\images\13\1695.png,high,1694,original,9,clean,42
1686,1687,13,9,data\splits\pilot_100id\images\13\1687.png,high,1686,original,9,clean,42
1709,1710,13,9,data\splits\pilot_100id\images\13\1710.png,high,1709,original,9,clean,42
1721,1722,13,9,data\splits\pilot_100id\images\13\1722.png,high,1721,original,9,clean,42
1688,1689,13,9,data\splits\pilot_100id\images\13\1689.png,high,1688,original,9,clean,42
1707,1708,13,9,data\splits\pilot_100id\images\13\1708.png,high,1707,original,9,clean,42
1685,1686,13,9,data\splits\pilot_100id\images\13\1686.png,high,1685,original,9,clean,42
1743,1744,13,9,data\splits\pilot_100id\images\13\1744.png,high,1743,original,9,clean,42
1681,1682,13,9,data\splits\pilot_100id\images\13\1682.png,high,1681,original,9,clean,42
1738,1739,13,9,data\splits\pilot_100id\images\13\1739.png,high,1738,original,9,clean,42
1706,1707,13,9,data\splits\pilot_100id\images\13\1707.png,high,1706,original,9,clean,42
1734,1735,13,9,data\splits\pilot_100id\images\13\1735.png,high,1734,original,9,clean,42
1711,1712,13,9,data\splits\pilot_100id\images\13\1712.png,high,1711,original,9,clean,42
1733,1734,13,9,data\splits\pilot_100id\images\13\1734.png,high,1733,original,9,clean,42
1723,1724,13,9,data\splits\pilot_100id\images\13\1724.png,high,1723,original,9,clean,42
1692,1693,13,9,data\splits\pilot_100id\images\13\1693.png,high,1692,original,9,clean,42
1710,1711,13,9,data\splits\pilot_100id\images\13\1711.png,high,1710,original,9,clean,42
1718,1719,13,9,data\splits\pilot_100id\images\13\1719.png,high,1718,original,9,clean,42
1704,1705,13,9,data\splits\pilot_100id\images\13\1705.png,high,1704,original,9,clean,42
1683,1684,13,9,data\splits\pilot_100id\images\13\1684.png,high,1683,original,9,clean,42
2031,2032,14,10,data\splits\pilot_100id\images\14\2032.png,high,2031,original,10,clean,42
2027,2028,14,10,data\splits\pilot_100id\images\14\2028.png,high,2027,original,10,clean,42
1779,1780,14,10,data\splits\pilot_100id\images\14\1780.png,high,1779,original,10,clean,42
1957,1958,14,10,data\splits\pilot_100id\images\14\1958.png,high,1957,original,10,clean,42
1839,1840,14,10,data\splits\pilot_100id\images\14\1840.png,high,1839,original,10,clean,42
1830,1831,14,10,data\splits\pilot_100id\images\14\1831.png,high,1830,original,10,clean,42
2137,2138,14,10,data\splits\pilot_100id\images\14\2138.png,high,2137,original,10,clean,42
1840,1841,14,10,data\splits\pilot_100id\images\14\1841.png,high,1840,original,10,clean,42
1971,1972,14,10,data\splits\pilot_100id\images\14\1972.png,high,1971,original,10,clean,42
1872,1873,14,10,data\splits\pilot_100id\images\14\1873.png,high,1872,original,10,clean,42
1755,1756,14,10,data\splits\pilot_100id\images\14\1756.png,high,1755,original,10,clean,42
2108,2109,14,10,data\splits\pilot_100id\images\14\2109.png,high,2108,original,10,clean,42
1802,1803,14,10,data\splits\pilot_100id\images\14\1803.png,high,1802,original,10,clean,42
1818,1819,14,10,data\splits\pilot_100id\images\14\1819.png,high,1818,original,10,clean,42
1878,1879,14,10,data\splits\pilot_100id\images\14\1879.png,high,1878,original,10,clean,42
1788,1789,14,10,data\splits\pilot_100id\images\14\1789.png,high,1788,original,10,clean,42
2001,2002,14,10,data\splits\pilot_100id\images\14\2002.png,high,2001,original,10,clean,42
2023,2024,14,10,data\splits\pilot_100id\images\14\2024.png,high,2023,original,10,clean,42
1978,1979,14,10,data\splits\pilot_100id\images\14\1979.png,high,1978,original,10,clean,42
1954,1955,14,10,data\splits\pilot_100id\images\14\1955.png,high,1954,original,10,clean,42
1823,1824,14,10,data\splits\pilot_100id\images\14\1824.png,high,1823,original,10,clean,42
1761,1762,14,10,data\splits\pilot_100id\images\14\1762.png,high,1761,original,10,clean,42
2139,2140,14,10,data\splits\pilot_100id\images\14\2140.png,high,2139,original,10,clean,42
2095,2096,14,10,data\splits\pilot_100id\images\14\2096.png,high,2095,original,10,clean,42
1746,1747,14,10,data\splits\pilot_100id\images\14\1747.png,high,1746,original,10,clean,42
2253,2254,16,11,data\splits\pilot_100id\images\16\2254.png,high,2253,original,11,clean,42
2223,2224,16,11,data\splits\pilot_100id\images\16\2224.png,high,2223,original,11,clean,42
2240,2241,16,11,data\splits\pilot_100id\images\16\2241.png,high,2240,original,11,clean,42
2215,2216,16,11,data\splits\pilot_100id\images\16\2216.png,high,2215,original,11,clean,42
2214,2215,16,11,data\splits\pilot_100id\images\16\2215.png,high,2214,original,11,clean,42
2209,2210,16,11,data\splits\pilot_100id\images\16\2210.png,high,2209,original,11,clean,42
2192,2193,16,11,data\splits\pilot_100id\images\16\2193.png,high,2192,original,11,clean,42
2250,2251,16,11,data\splits\pilot_100id\images\16\2251.png,high,2250,original,11,clean,42
2180,2181,16,11,data\splits\pilot_100id\images\16\2181.png,high,2180,original,11,clean,42
2170,2171,16,11,data\splits\pilot_100id\images\16\2171.png,high,2170,original,11,clean,42
2188,2189,16,11,data\splits\pilot_100id\images\16\2189.png,high,2188,original,11,clean,42
2200,2201,16,11,data\splits\pilot_100id\images\16\2201.png,high,2200,original,11,clean,42
2243,2244,16,11,data\splits\pilot_100id\images\16\2244.png,high,2243,original,11,clean,42
2203,2204,16,11,data\splits\pilot_100id\images\16\2204.png,high,2203,original,11,clean,42
2260,2261,16,11,data\splits\pilot_100id\images\16\2261.png,high,2260,original,11,clean,42
2174,2175,16,11,data\splits\pilot_100id\images\16\2175.png,high,2174,original,11,clean,42
2246,2247,16,11,data\splits\pilot_100id\images\16\2247.png,high,2246,original,11,clean,42
2247,2248,16,11,data\splits\pilot_100id\images\16\2248.png,high,2247,original,11,clean,42
2182,2183,16,11,data\splits\pilot_100id\images\16\2183.png,high,2182,original,11,clean,42
2201,2202,16,11,data\splits\pilot_100id\images\16\2202.png,high,2201,original,11,clean,42
2225,2226,16,11,data\splits\pilot_100id\images\16\2226.png,high,2225,original,11,clean,42
2258,2259,16,11,data\splits\pilot_100id\images\16\2259.png,high,2258,original,11,clean,42
2196,2197,16,11,data\splits\pilot_100id\images\16\2197.png,high,2196,original,11,clean,42
2212,2213,16,11,data\splits\pilot_100id\images\16\2213.png,high,2212,original,11,clean,42
2239,2240,16,11,data\splits\pilot_100id\images\16\2240.png,high,2239,original,11,clean,42
2287,2288,17,12,data\splits\pilot_100id\images\17\2288.png,high,2287,original,12,clean,42
2283,2284,17,12,data\splits\pilot_100id\images\17\2284.png,high,2283,original,12,clean,42
2274,2275,17,12,data\splits\pilot_100id\images\17\2275.png,high,2274,original,12,clean,42
2299,2300,17,12,data\splits\pilot_100id\images\17\2300.png,high,2299,original,12,clean,42
2305,2306,17,12,data\splits\pilot_100id\images\17\2306.png,high,2305,original,12,clean,42
2295,2296,17,12,data\splits\pilot_100id\images\17\2296.png,high,2295,original,12,clean,42
2276,2277,17,12,data\splits\pilot_100id\images\17\2277.png,high,2276,original,12,clean,42
2296,2297,17,12,data\splits\pilot_100id\images\17\2297.png,high,2296,original,12,clean,42
2294,2295,17,12,data\splits\pilot_100id\images\17\2295.png,high,2294,original,12,clean,42
2286,2287,17,12,data\splits\pilot_100id\images\17\2287.png,high,2286,original,12,clean,42
2278,2279,17,12,data\splits\pilot_100id\images\17\2279.png,high,2278,original,12,clean,42
2285,2286,17,12,data\splits\pilot_100id\images\17\2286.png,high,2285,original,12,clean,42
2282,2283,17,12,data\splits\pilot_100id\images\17\2283.png,high,2282,original,12,clean,42
2302,2303,17,12,data\splits\pilot_100id\images\17\2303.png,high,2302,original,12,clean,42
2279,2280,17,12,data\splits\pilot_100id\images\17\2280.png,high,2279,original,12,clean,42
2289,2290,17,12,data\splits\pilot_100id\images\17\2290.png,high,2289,original,12,clean,42
2270,2271,17,12,data\splits\pilot_100id\images\17\2271.png,high,2270,original,12,clean,42
2301,2302,17,12,data\splits\pilot_100id\images\17\2302.png,high,2301,original,12,clean,42
2275,2276,17,12,data\splits\pilot_100id\images\17\2276.png,high,2275,original,12,clean,42
